Statistics,AL00047241-Small,AL10051306,AL10063562,AL00050685,AL10050875,AL00056276,AL00052787,AL10052799,AL00052441,AL10089447-Small,AL00051735,AL00057282,AL00055186,AL00054403,AL00050155,AL00050715,AL00102031,AL00048098,AL00053377,AL00089447,AL10048599,AL00052799,AL10063763,AL00055594,AL10051350,AL00053335,AL00052150,AL10050412,AL00050815-Small,AL00052086,AL10089447,AL20089447,AL00050847,AL00101215,AL10052799-Small,AL00088995,AL10054593-Small,AL00051366,AL00089048,AL00047241,AL10050815,AL00049879,AL00054407,AL10047861,AL00100897,AL00053614,AL00051934,AL00069394,AL00050465,AL10057468,AL00050799,AL00050021,AL10063410,AL10051350-Small,AL00054097,AL00051931,AL00069572,AL00063763,AL00057468,AL00082614,AL00051412,AL10053335-Small,AL00055593,AL00063492,AL00074653,AL10050021,AL00064294,AL00050876,AL00063410,AL00051366-Small,AL00047861,AL00051984,AL00052141,AL10053473-Small,AL00088696,AL00053701,AL00069381,AL00089800,AL00109622,AL10050155-Small,AL00068994,AL00053697,AL10109622,AL00051971,AL00103575,AL10056276,AL00050815,AL10050712,AL10050335,AL10054446,AL00051395,AL00089623,AL00051352,AL10050815-Small,AL00063412,AL10054814,AL00049599,AL00051913,AL00057413,AL10074933,AL00051713,AL00054253,AL00051904,AL00069117,AL00054814,AL10053335,AL00050155-Small,AL00050464,AL10051735-Small,AL00053354,AL00047305,AL10051367,AL00056022,AL00055637,AL00052317,AL00050475,AL10101215,AL00050847-Small,AL10057491,AL00055723,AL10050464,AL10069117,AL00055464,AL00051392,AL00100877,AL00054790,AL10054593,AL00051906,AL00051395-Small,AL00053473,AL10050155,AL00050331,AL00052113,AL00051306,AL10054592-Small,AL00052821,AL00057492,AL10050412-Small
Estimated Length,147.0,169.0,60.0,207.0,174.0,407.0,162.0,26.0,146.0,20.0,328.0,32.0,164.0,110.0,154.0,138.0,136.0,127.0,286.0,66.0,136.0,331.0,102.0,84.0,66.0,325.0,553.0,106.0,168.0,155.0,20.0,136.0,144.0,97.0,26.0,41.0,521.0,419.0,76.0,152.0,153.0,269.0,137.0,71.0,48.0,385.0,362.0,235.0,117.0,44.0,192.0,192.0,226.0,47.0,105.0,478.0,212.0,74.0,61.0,81.0,825.0,50.0,106.0,122.0,69.0,48.0,147.0,127.0,282.0,372.0,78.0,88.0,217.0,32.0,145.0,512.0,534.0,151.0,172.0,110.0,125.0,256.0,64.0,352.0,67.0,137.0,182.0,43.0,145.0,88.0,617.0,145.0,262.0,141.0,208.0,22.0,152.0,545.0,87.0,125.0,366.0,88.0,373.0,70.0,97.0,51.0,105.0,122.0,74.0,215.0,156.0,227.0,185.0,79.0,431.0,215.0,180.0,140.0,44.0,206.0,207.0,257.0,211.0,205.0,374.0,90.0,606.0,271.0,554.0,481.0,171.0,73.0,119.0,229.0,184.0,184.0,48.0,81.0
Maximum Ungapped Length,144.0,165.0,60.0,191.0,129.0,280.0,153.0,26.0,126.0,20.0,255.0,32.0,159.0,97.0,93.0,101.0,127.0,117.0,281.0,44.0,119.0,226.0,71.0,84.0,45.0,250.0,448.0,62.0,147.0,149.0,20.0,110.0,135.0,89.0,26.0,41.0,350.0,299.0,76.0,144.0,119.0,206.0,107.0,71.0,48.0,337.0,302.0,235.0,104.0,33.0,173.0,155.0,160.0,45.0,98.0,468.0,204.0,73.0,51.0,76.0,472.0,50.0,97.0,104.0,69.0,45.0,145.0,119.0,193.0,299.0,77.0,87.0,191.0,32.0,136.0,484.0,428.0,149.0,155.0,93.0,125.0,167.0,60.0,303.0,63.0,116.0,147.0,43.0,137.0,74.0,335.0,145.0,253.0,119.0,193.0,22.0,151.0,360.0,81.0,96.0,366.0,88.0,299.0,70.0,86.0,50.0,93.0,104.0,69.0,204.0,145.0,154.0,185.0,79.0,255.0,158.0,178.0,135.0,34.0,180.0,102.0,164.0,166.0,205.0,243.0,88.0,350.0,225.0,335.0,366.0,93.0,64.0,90.0,222.0,92.0,125.0,46.0,62.0
Sequence Length Heterogeneity,0.0688170016896,1.34102718446,0.152507618277,0.271207638478,0.110341115921,0.111641298133,0.142749867157,0.0157856011585,0.126146246741,0.0,0.345332632711,0.0183285799743,0.0259067428483,0.114388708133,0.0560347322844,0.0714285714286,0.0139681516739,0.0205951790499,0.075417109506,0.0661437827766,0.19133313259,0.141421926379,0.0979664128145,0.0,0.0592557157962,0.188423377013,0.343853028363,0.208538172695,0.0428145556516,0.178453719568,0.0,0.120983844746,0.0215645487294,0.0280898876404,0.0172005229038,0.0,0.172177976705,0.107666613371,0.0,0.0370185597589,0.0505691087237,0.338455642865,0.117180944039,0.0467297920966,0.0450051437389,0.0816495231461,0.080223503263,0.0540988149946,0.0779759380423,0.0359305620747,0.360571590374,0.133166257766,0.141120222239,0.101278918578,0.0115703410105,0.250946305383,0.0244592445813,0.125092558324,0.0631811819517,0.0352766841475,0.146784389009,0.12992780096,0.0584945017752,0.15656930603,0.0798924278865,0.215349259352,0.0234328931461,0.00814831581069,0.143500751892,0.150208590648,0.0144137515133,0.0,0.0839186935906,0.00736569563736,0.435104921973,0.0481907121133,0.207580242632,0.031460626752,0.0521477662494,0.0668827666391,0.0,0.125570128386,0.0254237288136,0.289963498625,0.166666666667,0.0461574358827,0.0386557279387,0.0377852033776,0.0844432381781,0.118628301042,0.121446621461,0.00807482893972,0.0355522343441,0.0539291857441,0.0890729939548,0.0,0.0938512566285,0.123028896216,0.0793120233334,0.0335119795208,0.0535758375611,0.0303218716521,0.419534103076,0.0271810025183,0.119238424864,0.0876671082321,0.0780344808179,0.124709221779,0.296667377273,0.0293873196326,0.0767709361251,0.118214912303,0.0,0.0697470123853,0.151299270192,0.0973267835996,0.0324354083814,0.0264110704603,0.149666295471,0.122272061064,0.0964554211567,0.0886285451032,0.300658669222,0.0204113731532,0.147046634422,0.124247165619,0.172076634182,0.221967410333,0.128385624364,0.23911700729,0.0588996217641,0.0163935803014,0.0858301617396,0.733316591137,0.186328947382,0.0843326280554,0.0111111111111,0.250140252465
Gappiness Percentage,0.0810810810811,0.553892215569,0.116666666667,0.252427184466,0.310379241517,0.136865342163,0.157407407407,0.0079185520362,0.245532245532,0.0,0.453262786596,0.015625,0.0411522633745,0.214387464387,0.222423510467,0.224789915966,0.0157480314961,0.0935390549662,0.0771055753262,0.1,0.30612244898,0.392453951277,0.379464285714,0.0,0.406390977444,0.378104575163,0.43018018018,0.40435413643,0.174319727891,0.172185430464,0.0,0.20218579235,0.0965794768612,0.025,0.00961538461538,0.0,0.425114155251,0.395567698846,0.0,0.0892543859649,0.199650174913,0.479344729345,0.137755102041,0.0826666666667,0.0277777777778,0.208646616541,0.19823434992,0.117006802721,0.193732193732,0.161375661376,0.393243243243,0.376518218623,0.223011363636,0.252380952381,0.015873015873,0.221294363257,0.0758293838863,0.142222222222,0.212121212121,0.0864197530864,0.151024590164,0.310588235294,0.205026455026,0.162087912088,0.0772946859903,0.285185185185,0.0325342465753,0.058,0.227184466019,0.360557138335,0.025641025641,0.0224719101124,0.260465116279,0.00173611111111,0.36047979798,0.0810916179337,0.249466950959,0.0526315789474,0.0424628450106,0.182700794351,0.0,0.410106382979,0.0368852459016,0.335244335244,0.181818181818,0.127952755906,0.186731195806,0.046511627907,0.114285714286,0.211764705882,0.423857142857,0.00919540229885,0.0799663299663,0.182336182336,0.179915048544,0.0,0.0690789473684,0.27059712774,0.0923694779116,0.189380530973,0.0460704607046,0.0295454545455,0.459677419355,0.0238095238095,0.249140893471,0.317666666667,0.135738831615,0.27145581691,0.498095238095,0.0846511627907,0.103277674706,0.292485549133,0.0,0.0569620253165,0.477409326425,0.332535885167,0.0296296296296,0.0688405797101,0.325,0.189054726368,0.307926829268,0.0776470588235,0.402661064426,0.0227642276423,0.336724647194,0.231741573034,0.420009784736,0.315471698113,0.414837398374,0.471851225697,0.275524002705,0.0208333333333,0.181818181818,0.465065502183,0.49885583524,0.292695473251,0.0163043478261,0.370967741935
Average Gap Length,3.5294117647099994,30.8333333333,14.0,12.2352941176,7.06818181818,5.39130434783,5.27586206897,1.0,5.09677419355,0.0,19.3962264151,1.0,2.5,5.18965517241,6.77914110429,7.13333333333,1.5,2.93939393939,6.5,2.25,22.5,8.15432098765,10.2,0.0,11.5,15.6351351351,23.2926829268,13.5242718447,3.7962962963,5.51515151515,0.0,7.4,1.66956521739,2.25,1.0,0.0,10.64,10.651226158,0.0,3.73394495413,4.41436464088,17.4051724138,3.27272727273,3.1,2.66666666667,4.91150442478,8.66666666667,4.64864864865,7.55555555556,1.5641025641,14.55,8.01724137931,6.40816326531,7.95,1.22222222222,28.9090909091,5.05263157895,3.55555555556,3.125,2.625,8.56976744186,7.76470588235,10.3333333333,8.42857142857,5.33333333333,15.4,3.16666666667,2.41666666667,5.70731707317,10.7452830189,1.09090909091,1.0,7.85964912281,1.0,11.1960784314,5.94285714286,18.72,2.28571428571,2.22222222222,5.30769230769,0.0,11.4222222222,1.8,18.0588235294,3.27272727273,3.61111111111,3.89075630252,2.0,3.69230769231,7.71428571429,16.081300813,1.0,3.14049586777,4.05063291139,4.39259259259,0.0,2.625,15.0420168067,2.3,4.65217391304,5.66666666667,1.44444444444,26.71875,2.0,8.05555555556,7.68548387097,4.64705882353,6.88709677419,19.3703703704,3.37037037037,4.51351351351,10.7659574468,0.0,9.0,12.7617728532,8.77894736842,2.66666666667,1.85365853659,7.15,7.6,6.93893129771,3.14285714286,11.7346938776,1.55555555556,9.58878504673,5.68965517241,10.5337423313,13.0625,17.1512605042,18.9863945578,6.93617021277,1.14285714286,3.6,23.6666666667,15.7971014493,6.1847826087,1.0,12.5454545455
Median Gap Length,1.0,5.0,14.0,4.0,4.0,3.0,3.0,1.0,3.0,0.0,9.0,1.0,2.0,2.0,6.0,4.0,1.5,2.0,7.5,2.5,21.0,4.0,11.0,0.0,12.0,4.0,15.0,10.0,2.0,5.0,0.0,3.0,1.0,1.0,1.0,0.0,7.0,6.0,0.0,2.0,3.0,13.0,1.0,3.5,2.0,3.0,5.0,3.0,6.0,1.0,14.0,7.0,3.0,11.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,12.0,6.0,4.0,14.0,3.0,2.0,3.0,7.0,1.0,1.0,4.0,1.0,3.0,4.0,6.0,1.5,1.0,5.0,0.0,9.0,1.0,5.0,2.0,4.0,2.0,2.0,3.0,11.0,9.0,1.0,3.0,2.0,2.0,0.0,2.0,7.0,1.5,3.0,3.0,1.0,7.5,1.0,8.0,4.0,4.0,4.0,33.0,2.0,3.0,11.0,0.0,9.0,8.0,2.0,1.0,1.0,8.0,7.0,8.0,1.0,8.0,1.0,4.0,3.0,7.0,7.5,11.0,6.0,6.0,1.0,2.0,4.0,15.0,5.0,1.0,9.5
1-SPFP(masked),0.765432098765,0.837209302326,0.68275862069,0.546575342466,0.265804597701,0.248953974895,0.643947655398,0.962339018448,0.477331793243,1.0,0.395264116576,0.96256684492,0.833333333333,0.694722552181,0.791856354434,0.348235294118,0.601694915254,0.780793178127,0.753086419753,0.279569892473,0.188284518828,0.388608076526,0.521008403361,0.952380952381,0.763063333357,0.415683453237,0.43253968254,0.624426605505,0.530521642619,0.53852703278,1.0,0.64,0.891851382732,0.727272727273,0.962430578242,0.926829268293,0.52496444936,0.52562560154,1.0,0.786693199515,0.425147957699,0.440950867252,0.697892271663,0.676646706587,0.639705882353,0.760971379011,0.77058279371,0.278907242694,0.718821603928,0.69937150838,0.655750190404,0.716434749906,0.384309831182,0.734552985847,0.616708860759,0.885983263598,0.915616246499,0.747191011236,0.845427320894,0.784688995215,0.714160248615,0.656880733945,0.778947368421,0.709617755857,0.804469273743,0.712560386473,0.984375,0.916299559471,0.303468788938,0.516138540899,0.745535714286,0.868725868726,0.571933366986,0.797909407666,0.388354561996,0.802048541527,0.247347480106,0.745238095238,0.460396039604,0.735504735505,0.984,0.49684380505,0.821428571429,0.440079234071,0.274074074074,0.478559176672,0.553262240569,0.798668885191,0.677570093458,0.621951219512,0.434695685758,0.97668997669,0.790061048037,0.431101620399,0.437320421411,1.0,0.635910224439,0.34593372945,0.574257425743,0.763852242744,0.344117647059,0.840476190476,0.508133230054,0.709741550696,0.837894736842,0.656963929609,0.773860705073,0.539069064023,0.837496238339,0.869287991498,0.429228486647,0.68293861769,0.643243243243,0.839160839161,0.375994515881,0.631416700174,0.788235294118,0.875498575499,0.492686682063,0.576555023923,0.335873282534,0.693913043478,0.328981723238,0.846023688663,0.44557184016,0.888951521984,0.496738179215,0.625089094797,0.442274957445,0.442306375402,0.744878364472,0.797968397291,0.452247191011,0.821359223301,0.402561155804,0.537025703794,0.920454545455,0.646161417323
1-SPFN(masked),0.935849056604,1.0,1.0,0.963768115942,0.587301587302,0.244855967078,0.94859437751,0.985668449198,0.883012820513,1.0,0.662393162393,1.0,1.0,0.954312354312,0.954988114408,0.474358974359,1.0,0.963987299465,0.983870967742,0.254901960784,0.241935483871,0.92395167022,0.814449917898,1.0,0.874764037754,0.904225352113,0.677860696517,0.790275761974,0.864376130199,0.725760183592,1.0,0.657534246575,0.980390791794,0.882352941176,0.982,1.0,0.690270083102,0.881224314853,1.0,0.985968336586,0.981191222571,0.887359198999,0.810884353741,0.837037037037,0.90625,0.980773530069,0.967479674797,0.297123519459,1.0,0.763047619048,0.97619047619,0.893527204503,0.538497217069,0.835164835165,0.852941176471,0.990643274854,0.99053030303,0.791666666667,0.970899470899,0.911111111111,0.970707070707,0.957219251337,0.961038961039,0.771965124078,1.0,0.893939393939,0.996350364964,0.990476190476,0.673505798394,0.860865290069,0.994047619048,0.949367088608,0.919642857143,0.978632478632,0.679090909091,0.968279569892,0.355238095238,0.899425287356,0.539130434783,0.964848484848,1.0,0.881380208333,0.867924528302,0.908863636364,0.324561403509,0.683823529412,0.902600236952,1.0,0.954732510288,0.85,0.857949959645,0.97668997669,0.968573266958,1.0,0.951273148148,1.0,0.988372093023,0.90380952381,0.633879781421,0.839130434783,0.392617449664,0.8825,0.80987654321,0.898113207547,0.899435028249,0.964458140729,0.952380952381,0.856837606838,0.981657848325,0.97380952381,0.649382716049,0.794936708861,1.0,1.0,0.957671957672,0.939194577352,0.985294117647,0.962719298246,0.68449197861,0.737003058104,0.440926275992,0.648780487805,0.588235294118,0.992063492063,0.937285902503,0.988095238095,0.652029379003,0.923157894737,0.831826741996,0.920085470085,0.917777777778,0.85696969697,0.695679012346,0.992957746479,0.477972709552,0.805785123967,0.964285714286,0.864953886693
TC(masked),0.839622641509434,1.0,1.0,0.927536231884,0.357142857143,0.0,0.867469879518,0.92,0.653846153846,1.0,0.564102564103,1.0,1.0,0.763636363636,0.571428571429,0.0576923076923,1.0,0.784090909091,0.978494623656,0.0,0.0,0.492537313433,0.51724137931,1.0,0.321428571429,0.760563380282,0.485074626866,0.173913043478,0.708860759494,0.518072289157,1.0,0.520547945205,0.824561403509,0.764705882353,0.92,1.0,0.263157894737,0.619469026549,1.0,0.820754716981,0.727272727273,0.553191489362,0.571428571429,0.592592592593,0.71875,0.948356807512,0.951219512195,0.147208121827,1.0,0.4,0.904761904762,0.756097560976,0.103896103896,0.714285714286,0.691176470588,0.985964912281,0.971590909091,0.696428571429,0.833333333333,0.866666666667,0.925619834711,0.636363636364,0.863636363636,0.225352112676,1.0,0.681818181818,0.992700729927,0.980952380952,0.237288135593,0.637168141593,0.982142857143,0.924050632911,0.806818181818,0.807692307692,0.2,0.922043010753,0.04,0.810344827586,0.313043478261,0.866666666667,1.0,0.484375,0.754716981132,0.7875,0.0,0.397058823529,0.53164556962,1.0,0.864197530864,0.775,0.474576271186,0.965034965035,0.849740932642,1.0,0.930555555556,1.0,0.976744186047,0.79,0.491803278689,0.68115942029,0.231543624161,0.725,0.654320987654,0.867924528302,0.762711864407,0.636363636364,0.857142857143,0.479166666667,0.925925925926,0.952380952381,0.395061728395,0.594936708861,1.0,1.0,0.666666666667,0.868421052632,0.977941176471,0.850877192982,0.0,0.660550458716,0.173913043478,0.317073170732,0.450980392157,0.988095238095,0.710144927536,0.964912280702,0.203947368421,0.884210526316,0.610169491525,0.777777777778,0.483333333333,0.672727272727,0.0222222222222,0.985915492958,0.0,0.19696969697,0.928571428571,0.347826086957
Compression(masked),0.9932432432432432,1.0119760479,1.0,1.00485436893,1.04191616766,1.34768211921,1.0,1.0,1.02097902098,1.0,1.01234567901,1.0,1.01234567901,1.01851851852,1.42592592593,1.15966386555,1.07086614173,1.04098360656,1.01779359431,1.46666666667,0.925170068027,1.08169934641,1.0625,1.0,1.17857142857,1.06209150327,0.996396396396,1.63076923077,1.0,1.02649006623,1.0,1.11475409836,1.01408450704,1.07777777778,1.0,1.0,1.18949771689,1.14480874317,1.0,1.0,1.10869565217,1.14957264957,1.22321428571,0.946666666667,1.0,1.01315789474,1.01685393258,0.959183673469,1.0,1.22222222222,1.03783783784,1.01052631579,1.28409090909,1.04444444444,1.06060606061,0.997912317328,1.00473933649,0.986666666667,1.10909090909,1.0,1.69057377049,1.0,0.981481481481,1.17307692308,1.0,1.06666666667,1.00684931507,1.016,1.36893203883,1.05982905983,1.0,0.988764044944,1.00930232558,1.0,1.00694444444,0.998050682261,1.13859275053,0.993421052632,1.09554140127,1.06796116505,1.0,1.08936170213,1.04918032787,1.05705705706,1.01515151515,1.07874015748,1.06432748538,1.0,1.03571428571,1.03529411765,1.234,1.0,0.992424242424,1.04444444444,1.00970873786,1.0,1.0,1.2358276644,1.04819277108,1.10619469027,0.991869918699,1.0,1.00268817204,1.0,1.0,1.02,1.0824742268,1.00826446281,1.05714285714,1.0,1.0612244898,1.31213872832,1.0,1.0,1.11658031088,1.02870813397,1.0,1.01449275362,1.1,1.02487562189,1.68292682927,1.51176470588,1.03431372549,1.0,1.35018050542,1.01123595506,1.38356164384,1.02264150943,1.12601626016,1.05714285714,1.47413793103,1.140625,1.20202020202,1.0,1.6,1.13580246914,1.04347826087,1.3064516129
Average Terminal Gap length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
