Statistics,AL10051306,AL10063562,AL00050685,AL10050875,AL00056276,AL00052787,AL10052799,AL00052441,AL00051735,AL00057282,AL00055186,AL00054403,AL00050715,AL00102031,AL00053377,AL00089447,AL10048599,AL00052799,AL10063763,AL10053473,AL00055594,AL10051350,AL00053335,AL00052150,AL10050412,AL00052086,AL10089447,AL20089447,AL00101215,AL00088995,AL00089048,AL10050815,AL00054407,AL10047861,AL00100897,AL00053614,AL00051934,AL00069394,AL00050465,AL10057468,AL00050799,AL00050021,AL10063410,AL00054097,AL00051931,AL00069572,AL00063763,AL00057468,AL00082614,AL00051412,AL00055593,AL00063492,AL00074653,AL10050021,AL00064294,AL00050876,AL00063410,AL00047861,AL00051984,AL00052141,AL00088696,AL00053701,AL10051735,AL00069381,AL00089800,AL00109622,AL00068994,AL00053697,AL10109622,AL00051971,AL00103575,AL10056276,AL10050712,AL10050335,AL10054446,AL10054592,AL00089623,AL00063412,AL10054814,AL00049599,AL00051913,AL00057413,AL10074933,AL00051713,AL00054253,AL00051904,AL00069117,AL00054814,AL10053335,AL00050464,AL00053354,AL00047305,AL10051367,AL00056022,AL00055637,AL00052317,AL00050475,AL10101215,AL10057491,AL00055723,AL10050464,AL10069117,AL00055464,AL00051392,AL00100877,AL00054790,AL10054593,AL00051906,AL00053473,AL10050155,AL00050331,AL00052113,AL00051306,AL00052821,AL00057492
Estimated Length,212.0,62.0,301.0,576.0,382.0,237.0,26.0,161.0,1126.0,32.0,164.0,161.0,280.0,148.0,298.0,63.0,239.0,472.0,192.0,32.0,84.0,68.0,1021.0,786.0,229.0,309.0,20.0,163.0,91.0,41.0,76.0,197.0,135.0,72.0,48.0,483.0,451.0,255.0,124.0,38.0,369.0,299.0,311.0,110.0,507.0,235.0,76.0,58.0,85.0,586.0,97.0,111.0,77.0,46.0,152.0,131.0,384.0,80.0,87.0,383.0,419.0,630.0,141.0,810.0,186.0,296.0,125.0,697.0,175.0,543.0,110.0,292.0,48.0,215.0,201.0,208.0,145.0,288.0,22.0,225.0,1916.0,226.0,136.0,370.0,88.0,832.0,134.0,135.0,85.0,187.0,221.0,325.0,216.0,185.0,79.0,1682.0,220.0,180.0,57.0,472.0,202.0,379.0,634.0,211.0,825.0,104.0,1505.0,537.0,1389.0,274.0,64.0,102.0,338.0,195.0,46.0
Maximum Ungapped Length,165.0,60.0,191.0,129.0,280.0,153.0,26.0,126.0,255.0,32.0,159.0,97.0,101.0,127.0,281.0,44.0,119.0,226.0,71.0,32.0,84.0,45.0,250.0,448.0,62.0,149.0,20.0,110.0,89.0,41.0,76.0,119.0,107.0,71.0,48.0,337.0,302.0,235.0,104.0,33.0,173.0,155.0,160.0,98.0,468.0,204.0,73.0,51.0,76.0,472.0,97.0,104.0,69.0,45.0,145.0,119.0,193.0,77.0,87.0,191.0,136.0,484.0,69.0,428.0,149.0,155.0,125.0,167.0,60.0,303.0,63.0,116.0,43.0,137.0,74.0,92.0,145.0,193.0,22.0,151.0,360.0,81.0,96.0,366.0,88.0,299.0,70.0,86.0,50.0,104.0,204.0,145.0,154.0,185.0,79.0,255.0,158.0,178.0,34.0,180.0,102.0,164.0,166.0,205.0,243.0,88.0,350.0,225.0,366.0,93.0,64.0,90.0,222.0,125.0,46.0
Sequence Length Heterogeneity,1.3410271844600001,0.152507618277,0.271207638478,0.110341115921,0.111641298133,0.142749867157,0.0157856011585,0.126146246741,0.345332632711,0.0183285799743,0.0259067428483,0.114388708133,0.0714285714286,0.0139681516739,0.075417109506,0.0661437827766,0.19133313259,0.141421926379,0.0979664128145,0.00286468280321,0.0,0.0592557157962,0.188423377013,0.343853028363,0.208538172695,0.178453719568,0.0,0.120983844746,0.0280898876404,0.0,0.0,0.0505691087237,0.117180944039,0.0467297920966,0.0450051437389,0.0816495231461,0.080223503263,0.0540988149946,0.0779759380423,0.0359305620747,0.360571590374,0.133166257766,0.141120222239,0.0115703410105,0.250946305383,0.0244592445813,0.125092558324,0.0631811819517,0.0352766841475,0.146784389009,0.0584945017752,0.15656930603,0.0798924278865,0.215349259352,0.0234328931461,0.00814831581069,0.143500751892,0.0144137515133,0.0,0.0839186935906,0.435104921973,0.0481907121133,0.143128039617,0.207580242632,0.031460626752,0.0521477662494,0.0,0.125570128386,0.0254237288136,0.289963498625,0.166666666667,0.0461574358827,0.0377852033776,0.0844432381781,0.118628301042,0.170543591959,0.00807482893972,0.0890729939548,0.0,0.0938512566285,0.123028896216,0.0793120233334,0.0335119795208,0.0535758375611,0.0303218716521,0.419534103076,0.0271810025183,0.119238424864,0.0876671082321,0.124709221779,0.0293873196326,0.0767709361251,0.118214912303,0.0,0.0697470123853,0.151299270192,0.0973267835996,0.0324354083814,0.149666295471,0.122272061064,0.0964554211567,0.0886285451032,0.300658669222,0.0204113731532,0.147046634422,0.124247165619,0.172076634182,0.221967410333,0.23911700729,0.0588996217641,0.0163935803014,0.0858301617396,0.733316591137,0.0843326280554,0.0111111111111
Gappiness Percentage,0.553892215569,0.116666666667,0.252427184466,0.310379241517,0.136865342163,0.157407407407,0.0079185520362,0.245532245532,0.453262786596,0.015625,0.0411522633745,0.214387464387,0.224789915966,0.0157480314961,0.0771055753262,0.1,0.30612244898,0.392453951277,0.379464285714,0.000262605042017,0.0,0.406390977444,0.378104575163,0.43018018018,0.40435413643,0.172185430464,0.0,0.20218579235,0.025,0.0,0.0,0.199650174913,0.137755102041,0.0826666666667,0.0277777777778,0.208646616541,0.19823434992,0.117006802721,0.193732193732,0.161375661376,0.393243243243,0.376518218623,0.223011363636,0.015873015873,0.221294363257,0.0758293838863,0.142222222222,0.212121212121,0.0864197530864,0.151024590164,0.205026455026,0.162087912088,0.0772946859903,0.285185185185,0.0325342465753,0.058,0.227184466019,0.025641025641,0.0224719101124,0.260465116279,0.36047979798,0.0810916179337,0.518244406196,0.249466950959,0.0526315789474,0.0424628450106,0.0,0.410106382979,0.0368852459016,0.335244335244,0.181818181818,0.127952755906,0.046511627907,0.114285714286,0.211764705882,0.515576962492,0.00919540229885,0.179915048544,0.0,0.0690789473684,0.27059712774,0.0923694779116,0.189380530973,0.0460704607046,0.0295454545455,0.459677419355,0.0238095238095,0.249140893471,0.317666666667,0.27145581691,0.0846511627907,0.103277674706,0.292485549133,0.0,0.0569620253165,0.477409326425,0.332535885167,0.0296296296296,0.325,0.189054726368,0.307926829268,0.0776470588235,0.402661064426,0.0227642276423,0.336724647194,0.231741573034,0.420009784736,0.315471698113,0.471851225697,0.275524002705,0.0208333333333,0.181818181818,0.465065502183,0.292695473251,0.0163043478261
Average Gap Length,30.8333333333,14.0,12.2352941176,7.06818181818,5.39130434783,5.27586206897,1.0,5.09677419355,19.3962264151,1.0,2.5,5.18965517241,7.13333333333,1.5,6.5,2.25,22.5,8.15432098765,10.2,1.0,0.0,11.5,15.6351351351,23.2926829268,13.5242718447,5.51515151515,0.0,7.4,2.25,0.0,0.0,4.41436464088,3.27272727273,3.1,2.66666666667,4.91150442478,8.66666666667,4.64864864865,7.55555555556,1.5641025641,14.55,8.01724137931,6.40816326531,1.22222222222,28.9090909091,5.05263157895,3.55555555556,3.125,2.625,8.56976744186,10.3333333333,8.42857142857,5.33333333333,15.4,3.16666666667,2.41666666667,5.70731707317,1.09090909091,1.0,7.85964912281,11.1960784314,5.94285714286,19.4258064516,18.72,2.28571428571,2.22222222222,0.0,11.4222222222,1.8,18.0588235294,3.27272727273,3.61111111111,2.0,3.69230769231,7.71428571429,15.48,1.0,4.39259259259,0.0,2.625,15.0420168067,2.3,4.65217391304,5.66666666667,1.44444444444,26.71875,2.0,8.05555555556,7.68548387097,6.88709677419,3.37037037037,4.51351351351,10.7659574468,0.0,9.0,12.7617728532,8.77894736842,2.66666666667,7.15,7.6,6.93893129771,3.14285714286,11.7346938776,1.55555555556,9.58878504673,5.68965517241,10.5337423313,13.0625,18.9863945578,6.93617021277,1.14285714286,3.6,23.6666666667,6.1847826087,1.0
Median Gap Length,5.0,14.0,4.0,4.0,3.0,3.0,1.0,3.0,9.0,1.0,2.0,2.0,4.0,1.5,7.5,2.5,21.0,4.0,11.0,1.0,0.0,12.0,4.0,15.0,10.0,5.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,3.5,2.0,3.0,5.0,3.0,6.0,1.0,14.0,7.0,3.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,12.0,6.0,4.0,14.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,4.0,32.0,6.0,1.5,1.0,0.0,9.0,1.0,5.0,2.0,4.0,2.0,3.0,11.0,9.0,1.0,2.0,0.0,2.0,7.0,1.5,3.0,3.0,1.0,7.5,1.0,8.0,4.0,4.0,2.0,3.0,11.0,0.0,9.0,8.0,2.0,1.0,8.0,7.0,8.0,1.0,8.0,1.0,4.0,3.0,7.0,7.5,6.0,6.0,1.0,2.0,4.0,5.0,1.0
1-SPFP(masked),0.806201550388,0.687943262411,0.60327198364,0.724489795918,0.541044776119,0.463179628355,0.844115191987,0.45798816568,0.762658227848,0.919786096257,0.743303571429,0.569384555076,0.460674157303,0.536363636364,0.72893258427,0.763440860215,0.968085106383,0.301080930405,0.465671641791,0.810299527063,0.952380952381,0.771931155796,0.365988909427,0.234803337306,0.460475400774,0.686858316222,1.0,0.751412429379,0.789473684211,0.926829268293,1.0,0.336246493036,0.599880023995,0.582202111614,0.696480938416,0.592935398564,0.749653121903,0.897020725389,0.722203560632,0.753408904222,0.67374301676,0.643805000698,0.422926447574,0.663896103896,0.910792951542,0.908728721478,0.85632183908,0.844028316967,0.629268292683,0.657280822777,0.608843537415,0.733374008542,0.555555555556,0.764705882353,0.985454545455,0.834575260805,0.363999201756,0.752688172043,0.655172413793,0.477933261572,0.340952380952,0.786263327548,0.82097068646,0.531772575251,0.828418230563,0.548387096774,0.984,0.459292035398,0.616666666667,0.416158329944,0.74358974359,0.560846560847,0.816326530612,0.736878936319,0.0,0.469413061449,0.967365967366,0.393418233754,1.0,0.545762711864,0.512181409295,0.0,0.714473684211,0.808300395257,0.919952210275,0.730994152047,0.676434676435,0.660933660934,0.639981159066,0.571428571429,0.817987152034,0.599105812221,0.720474901062,0.643243243243,0.829836829837,0.269333333333,0.510351966874,0.772549019608,0.668190127971,1.0,0.478697173003,0.641025641026,0.415525114155,0.806174957118,0.478431372549,0.827526132404,0.426383587786,0.672413793103,0.34243268338,0.744910103957,0.833333333333,0.449117536613,0.875,0.547175667287,0.911111111111
1-SPFN(masked),0.481481481481,0.979797979798,0.712560386473,0.225396825397,0.59670781893,0.540562248996,0.865240641711,0.826923076923,0.147130647131,0.955555555556,0.888,0.677156177156,0.13141025641,0.830985915493,0.930107526882,0.696078431373,0.489247311828,0.628093299735,0.256157635468,0.996767937944,1.0,0.895080787074,0.30985915493,0.245024875622,0.183978040008,0.383820998279,1.0,0.607305936073,0.992647058824,1.0,1.0,0.758116883117,0.680272108844,0.714814814815,0.989583333333,0.70176615247,0.878513356562,0.937394247039,0.979052823315,0.873523809524,0.683673469388,0.720606629143,0.501391465677,0.894957983193,0.967251461988,0.950378787879,0.886904761905,0.977777777778,0.716666666667,0.962442607897,0.774891774892,0.806170355466,0.625,0.984848484848,0.989051094891,0.888888888889,0.650847457627,1.0,0.721518987342,0.540584415584,0.162727272727,0.852419354839,0.961992076048,0.302857142857,0.887931034483,0.246376811594,1.0,0.2703125,0.116352201258,0.697727272727,0.508771929825,0.259803921569,1.0,0.866666666667,0.0,0.786520124461,0.967365967366,0.765162037037,1.0,0.624031007752,0.520571428571,0.0,0.786956521739,0.914988814318,0.9625,0.308641975309,0.696855345912,0.60790960452,0.94209039548,0.691239316239,0.909523809524,0.451178451178,0.972995780591,1.0,0.988888888889,0.240476190476,0.786283891547,0.96568627451,0.781818181818,0.0519877675841,0.657529930687,0.467479674797,0.0849673202614,0.93253968254,0.450065876153,0.892857142857,0.311090225564,0.492631578947,0.262678062678,0.924496732026,0.939393939394,0.738271604938,0.443661971831,0.809458218549,0.97619047619
TC(masked),0.0,0.969696969697,0.608695652174,0.166666666667,0.401234567901,0.156626506024,0.6,0.365384615385,0.0897435897436,0.933333333333,0.832,0.345454545455,0.0,0.746478873239,0.903225806452,0.588235294118,0.41935483871,0.223880597015,0.0,0.807692307692,1.0,0.357142857143,0.140845070423,0.0671641791045,0.0,0.0,1.0,0.424657534247,0.985294117647,1.0,1.0,0.318181818182,0.342857142857,0.314814814815,0.96875,0.464788732394,0.648780487805,0.827411167513,0.950819672131,0.52,0.31746031746,0.268292682927,0.220779220779,0.779411764706,0.950877192982,0.886363636364,0.857142857143,0.833333333333,0.616666666667,0.913223140496,0.212121212121,0.661971830986,0.4375,0.954545454545,0.978102189781,0.790476190476,0.220338983051,1.0,0.582278481013,0.352272727273,0.0,0.645161290323,0.592592592593,0.0,0.818965517241,0.0,1.0,0.0,0.0,0.4125,0.447368421053,0.0,1.0,0.777777777778,0.0,0.2,0.951048951049,0.333333333333,1.0,0.325581395349,0.16,0.0,0.63768115942,0.872483221477,0.9125,0.271604938272,0.377358490566,0.474576271186,0.590909090909,0.291666666667,0.791666666667,0.16049382716,0.886075949367,1.0,0.983333333333,0.0,0.539473684211,0.948529411765,0.588235294118,0.0,0.326086956522,0.0,0.0,0.89880952381,0.0,0.701754385965,0.0723684210526,0.263157894737,0.0111111111111,0.35,0.818181818182,0.466666666667,0.0,0.318181818182,0.952380952381
Compression(masked),1.2694610778443114,1.03333333333,1.46116504854,3.44910179641,1.26490066225,1.46296296296,1.0,1.12587412587,3.47530864198,1.0,1.01234567901,1.49074074074,2.35294117647,1.16535433071,1.06049822064,1.4,1.62585034014,1.54248366013,2.0,1.0,1.0,1.21428571429,3.33660130719,1.41621621622,3.52307692308,2.04635761589,1.0,1.33606557377,1.01111111111,1.0,1.0,1.42753623188,1.20535714286,0.96,1.0,1.27105263158,1.26685393258,1.04081632653,1.05982905983,1.05555555556,1.99459459459,1.57368421053,1.76704545455,1.11111111111,1.05845511482,1.11374407583,1.01333333333,1.05454545455,1.04938271605,1.20081967213,0.898148148148,1.06730769231,1.11594202899,1.02222222222,1.04109589041,1.048,1.8640776699,1.02564102564,0.977528089888,1.78139534884,2.90972222222,1.22807017544,2.01428571429,1.72707889126,1.22368421053,1.88535031847,1.0,2.96595744681,2.86885245902,1.63063063063,1.66666666667,2.29921259843,1.11627906977,1.53571428571,2.36470588235,1.74789915966,1.0,1.39805825243,1.0,1.48026315789,4.34467120181,2.72289156627,1.20353982301,1.0027100271,1.0,2.23655913978,1.91428571429,1.39175257732,1.7,1.54545454545,1.02790697674,2.21088435374,1.24855491329,1.0,1.0,4.35751295337,1.05263157895,1.0,1.425,2.34825870647,1.64227642276,2.22941176471,3.10784313725,1.02926829268,2.97833935018,1.16853932584,3.43607305936,2.02641509434,3.05274725275,2.36206896552,1.0,1.0303030303,1.47598253275,1.2037037037,1.0
Average Terminal Gap length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
