Dataset,Method,1-SPFP,1-SPFN,SP-Score,TC,Modeler,Compression,Average Pairwise P-Distance,Maximum Pairwise P-Distance,Number of Sequences,Reference Length,Estimated Length,Maximum Ungapped Length,Sequence Length Heterogeneity,Gappiness Percentage,Average Gap Length,Median Gap Length,1-SPFP(masked),1-SPFN(masked),TC(masked),Compression(masked),Average Terminal Gap length
AL00054403,DefaultProbCons,0.708153766592,0.688222482828,0.69818812471,0.352941176471,0.708153766592,1.06481481481,0.809063244915,0.942857142857,13.0,108.0,115.0,97.0,0.114388708133,0.214387464387,5.18965517241,2.0,0.524392346147,0.709090909091,0.363636363636,1.06481481481,0.0
AL00050155,DefaultProbCons,0.950409816189,0.946942424316,0.948676120252,0.49,0.950409816189,1.19444444444,0.721399903542,0.896103896104,46.0,108.0,129.0,93.0,0.0560347322844,0.222423510467,6.77914110429,6.0,0.780275474077,0.986948853616,0.730158730159,1.19444444444,0.0
AL00050715,DefaultProbCons,0.373068432671,0.374722838137,0.373895635404,0.107142857143,0.373068432671,0.991596638655,0.888737204087,0.918918918919,4.0,119.0,118.0,101.0,0.0714285714286,0.224789915966,7.13333333333,4.0,0.264900662252,0.384615384615,0.230769230769,0.991596638655,0.0
AL00102031,DefaultProbCons,0.676136363636,0.639784946237,0.657960654936,0.459677419355,0.676136363636,1.07874015748,0.516129032258,0.774193548387,3.0,127.0,137.0,127.0,0.0139681516739,0.0157480314961,1.5,1.5,0.514204545455,0.849765258216,0.774647887324,1.07874015748,0.0
AL00048098,DefaultProbCons,0.906960811181,0.895306370891,0.901133591036,0.601769911504,0.906960811181,1.0737704918,0.660856916819,0.936363636364,17.0,122.0,131.0,117.0,0.0205951790499,0.0935390549662,2.93939393939,2.0,0.75253494108,0.917780748663,0.681818181818,1.0737704918,0.0
AL00053377,DefaultProbCons,0.820334261838,0.802452316076,0.811393288957,0.719230769231,0.820334261838,1.04270462633,0.749552440302,0.788844621514,3.0,281.0,293.0,281.0,0.075417109506,0.0771055753262,6.5,7.5,0.724233983287,0.931899641577,0.903225806452,1.04270462633,0.0
AL00089447,DefaultProbCons,0.894736842105,0.886956521739,0.890846681922,0.780487804878,0.894736842105,1.0,0.788040385601,0.864864864865,4.0,45.0,45.0,44.0,0.0661437827766,0.1,2.25,2.5,0.802631578947,0.897058823529,0.823529411765,1.0,0.0
AL10048599,DefaultProbCons,0.567567567568,0.647577092511,0.607572330039,0.417582417582,0.567567567568,0.843537414966,0.85097728965,0.867647058824,3.0,147.0,124.0,119.0,0.19133313259,0.30612244898,22.5,21.0,0.498069498069,0.693548387097,0.548387096774,0.843537414966,0.0
AL00052799,DefaultProbCons,0.661785333558,0.636363636364,0.649074484961,0.076,0.661785333558,1.16666666667,0.799765163582,0.96,22.0,306.0,357.0,226.0,0.141421926379,0.392453951277,8.15432098765,4.0,0.323205969814,0.744394908574,0.253731343284,1.16666666667,0.0
AL10063763,DefaultProbCons,0.409311348206,0.430173292559,0.419742320382,0.08,0.409311348206,0.958333333333,0.847672274575,0.975,7.0,96.0,92.0,71.0,0.0979664128145,0.379464285714,10.2,11.0,0.276430649855,0.467980295567,0.206896551724,0.958333333333,0.0
AL10053473,DefaultProbCons,0.985853673799,0.98224925853,0.984051466164,0.28125,0.985853673799,1.125,0.782683774713,1.0,119.0,32.0,36.0,32.0,0.00286468280321,0.000262605042017,1.0,1.0,0.801240764661,0.982020970057,0.307692307692,1.125,0.0
AL00055594,DefaultProbCons,1.0,1.0,1.0,1.0,1.0,1.0,0.524376417234,0.690476190476,7.0,84.0,84.0,84.0,0.0,0.0,0.0,0.0,0.952380952381,1.0,1.0,1.0,0.0
AL10051350,DefaultProbCons,0.840354380184,0.833614970151,0.836984675167,0.05,0.840354380184,1.44642857143,0.774916539814,1.0,95.0,56.0,81.0,45.0,0.0592557157962,0.406390977444,11.5,12.0,0.757742466978,0.868149096145,0.0714285714286,1.44642857143,0.0
AL00053335,DefaultProbCons,0.511152104645,0.44496350365,0.478057804147,0.0872483221477,0.511152104645,1.25490196078,0.861152728131,0.909722222222,10.0,306.0,384.0,250.0,0.188423377013,0.378104575163,15.6351351351,4.0,0.331376823746,0.618466353678,0.352112676056,1.25490196078,0.0
AL00052150,DefaultProbCons,0.258373205742,0.26213592233,0.260254564036,0.0509915014164,0.258373205742,1.02702702703,0.850695955925,0.922222222222,4.0,555.0,570.0,448.0,0.343853028363,0.43018018018,23.2926829268,15.0,0.178628389155,0.278606965174,0.134328358209,1.02702702703,0.0
AL00050692,DefaultProbCons,0.727875446961,0.723563388626,0.725719417793,0.161971830986,0.727875446961,1.0,0.833244673249,0.945205479452,18.0,171.0,171.0,142.0,0.221203182751,0.379467186485,11.2307692308,8.0,0.467669845054,0.804562347815,0.43137254902,1.0,0.0
AL10050412,DefaultProbCons,0.680314570283,0.649310708218,0.66481263925,0.153846153846,0.680314570283,1.56923076923,0.854308558811,1.0,53.0,65.0,102.0,62.0,0.208538172695,0.40435413643,13.5242718447,10.0,0.545022308351,0.763141288572,0.434782608696,1.56923076923,0.0
AL00050815-Small,DefaultProbCons,0.623578468537,0.615874204418,0.619726336477,0.251612903226,0.623578468537,1.06547619048,0.840049276744,0.90756302521,7.0,168.0,179.0,147.0,0.0428145556516,0.174319727891,3.7962962963,2.0,0.420015163002,0.667872212176,0.405063291139,1.06547619048,0.0
AL00052086,DefaultProbCons,0.487119437939,0.43956043956,0.46333993875,0.06,0.487119437939,1.28476821192,0.815129818058,0.934579439252,7.0,151.0,194.0,149.0,0.178453719568,0.172185430464,5.51515151515,5.0,0.353161592506,0.432587492828,0.0843373493976,1.28476821192,0.0
AL10089447,DefaultProbCons,1.0,1.0,1.0,1.0,1.0,1.0,0.804679802956,1.0,29.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
AL20089447,DefaultProbCons,0.711538461538,0.752032520325,0.731785490932,0.542553191489,0.711538461538,0.94262295082,0.792347415101,0.829545454545,3.0,122.0,115.0,110.0,0.120983844746,0.20218579235,7.4,3.0,0.638461538462,0.75799086758,0.643835616438,0.94262295082,0.0
AL00050847,DefaultProbCons,0.974368109989,0.977071161364,0.975719635676,0.764285714286,0.974368109989,1.02816901408,0.654724999866,0.834645669291,28.0,142.0,146.0,135.0,0.0215645487294,0.0965794768612,1.66956521739,1.0,0.887684956197,0.982897057458,0.877192982456,1.02816901408,0.0
AL00101215,DefaultProbCons,0.929824561404,0.924418604651,0.927121583027,0.842696629213,0.929824561404,1.01111111111,0.619511754885,0.855421686747,4.0,90.0,91.0,89.0,0.0280898876404,0.025,2.25,1.0,0.771929824561,0.970588235294,0.941176470588,1.01111111111,0.0
AL10052799-Small,DefaultProbCons,0.906066536204,0.906066536204,0.906066536204,0.730769230769,0.906066536204,1.0,0.767871794872,0.96,16.0,26.0,26.0,26.0,0.0172005229038,0.00961538461538,1.0,1.0,0.884540117417,0.904,0.76,1.0,0.0
AL00088995,DefaultProbCons,1.0,1.0,1.0,1.0,1.0,1.0,0.770731707317,0.878048780488,5.0,41.0,41.0,41.0,0.0,0.0,0.0,0.0,0.926829268293,1.0,1.0,1.0,0.0
AL10054593-Small,DefaultProbCons,0.638614420417,0.558281300131,0.598447860274,0.0923076923077,0.638614420417,1.44520547945,0.841256159581,0.928229665072,20.0,438.0,633.0,350.0,0.172177976705,0.425114155251,10.64,7.0,0.517277398227,0.634452908587,0.177631578947,1.44520547945,0.0
AL00051366,DefaultProbCons,0.646257188421,0.591568610104,0.618912899262,0.132911392405,0.646257188421,1.28961748634,0.839139411951,0.942857142857,27.0,366.0,472.0,299.0,0.107666613371,0.395567698846,10.651226158,6.0,0.413827542325,0.647706930893,0.185840707965,1.28961748634,0.0
AL00089048,DefaultProbCons,1.0,1.0,1.0,1.0,1.0,1.0,0.236842105263,0.302631578947,3.0,76.0,76.0,76.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
AL00050684,DefaultProbCons,0.569241883777,0.522331786543,0.54578683516,0.0737704918033,0.569241883777,1.2701754386,0.869192047687,0.991304347826,24.0,285.0,362.0,185.0,0.270511947043,0.595614035088,34.8205128205,38.0,0.305955659909,0.629505759941,0.307692307692,1.2701754386,0.0
AL00047241,DefaultProbCons,0.930859597371,0.931614930424,0.931237263897,0.578947368421,0.930859597371,1.05921052632,0.809937360475,0.956204379562,30.0,152.0,161.0,144.0,0.0370185597589,0.0892543859649,3.73394495413,2.0,0.780451620694,0.981175450011,0.801886792453,1.05921052632,0.0
AL10050815,DefaultProbCons,0.670892042072,0.651843817787,0.66136792993,0.159420289855,0.670892042072,1.28260869565,0.808553896499,0.941176470588,29.0,138.0,177.0,119.0,0.0505691087237,0.199650174913,4.41436464088,3.0,0.34962294106,0.788961038961,0.318181818182,1.28260869565,0.0
AL00049879,DefaultProbCons,0.507646656015,0.45698630137,0.482316478692,0.0673575129534,0.507646656015,1.52564102564,0.848710221668,0.970297029703,18.0,234.0,357.0,206.0,0.338455642865,0.479344729345,17.4051724138,13.0,0.306094498973,0.55944931164,0.191489361702,1.52564102564,0.0
AL00054407,DefaultProbCons,0.853684776762,0.861563517915,0.857624147339,0.605504587156,0.853684776762,0.991071428571,0.737639698197,0.8625,7.0,112.0,111.0,107.0,0.117180944039,0.137755102041,3.27272727273,1.0,0.699838622916,0.885034013605,0.714285714286,0.991071428571,0.0
AL10047861,DefaultProbCons,0.739910313901,0.756880733945,0.748395523923,0.30985915493,0.739910313901,0.946666666667,0.839825595677,0.983050847458,5.0,75.0,71.0,71.0,0.0467297920966,0.0826666666667,3.1,3.5,0.605381165919,0.75,0.388888888889,0.946666666667,0.0
AL00100897,DefaultProbCons,0.973607038123,0.97503671072,0.974321874421,0.854166666667,0.973607038123,1.0,0.308458383227,0.511111111111,6.0,48.0,48.0,48.0,0.0450051437389,0.0277777777778,2.66666666667,2.0,0.696480938416,0.989583333333,0.96875,1.0,0.0
AL00053614,DefaultProbCons,0.720848056537,0.708948740226,0.714898398381,0.354166666667,0.720848056537,1.05526315789,0.784573698352,0.87265917603,7.0,380.0,401.0,337.0,0.0816495231461,0.208646616541,4.91150442478,3.0,0.606007067138,0.766823161189,0.535211267606,1.05526315789,0.0
AL00051934,DefaultProbCons,0.859293680297,0.851851851852,0.855572766075,0.519108280255,0.859293680297,1.05898876404,0.698984691535,0.80534351145,7.0,356.0,377.0,302.0,0.080223503263,0.19823434992,8.66666666667,5.0,0.737918215613,0.922183507549,0.765853658537,1.05898876404,0.0
AL00069394,DefaultProbCons,0.939345314506,0.941763191763,0.940554253134,0.785714285714,0.939345314506,1.0,0.647427116702,0.755980861244,6.0,245.0,245.0,235.0,0.0540988149946,0.117006802721,4.64864864865,3.0,0.904364569961,0.953637901861,0.873096446701,1.0,0.0
AL00050465,DefaultProbCons,0.926869082599,0.938512396694,0.932690739646,0.726495726496,0.926869082599,1.0,0.678466734187,0.842105263158,9.0,117.0,117.0,104.0,0.0779759380423,0.193732193732,7.55555555556,6.0,0.706496898466,0.985428051002,0.967213114754,1.0,0.0
AL10057468,DefaultProbCons,0.856562703054,0.863576809695,0.860069756375,0.470588235294,0.856562703054,0.972222222222,0.675416092756,0.928571428571,21.0,36.0,35.0,33.0,0.0359305620747,0.161375661376,1.5641025641,1.0,0.743827160494,0.87219047619,0.56,0.972222222222,0.142857142857
AL00050799,DefaultProbCons,0.688466111772,0.662471395881,0.675468753826,0.184713375796,0.688466111772,1.24324324324,0.708650643938,0.945054945055,8.0,185.0,230.0,173.0,0.360571590374,0.393243243243,14.55,14.0,0.501387237416,0.717120181406,0.349206349206,1.24324324324,0.0
AL00050021,DefaultProbCons,0.751798561151,0.729766803841,0.740782682496,0.264516129032,0.751798561151,1.24210526316,0.75184822332,0.888888888889,13.0,190.0,236.0,155.0,0.133166257766,0.376518218623,8.01724137931,7.0,0.651079136691,0.792370231395,0.475609756098,1.24210526316,0.0
AL10063410,DefaultProbCons,0.523839009288,0.503871351995,0.513855180642,0.120481927711,0.523839009288,1.14204545455,0.809471716687,0.928057553957,8.0,176.0,201.0,160.0,0.141120222239,0.223011363636,6.40816326531,3.0,0.381114551084,0.570964749536,0.25974025974,1.14204545455,0.0
AL10051350-Small,DefaultProbCons,0.872777017784,0.873374401095,0.873075709439,0.529411764706,0.872777017784,1.04444444444,0.766869800029,0.939393939394,14.0,45.0,47.0,45.0,0.101278918578,0.252380952381,7.95,11.0,0.798905608755,0.916797488226,0.642857142857,1.04444444444,0.0
AL00054097,DefaultProbCons,0.939,0.927407407407,0.933203703704,0.767676767677,0.939,1.0404040404,0.444285188746,0.833333333333,7.0,99.0,103.0,98.0,0.0115703410105,0.015873015873,1.22222222222,1.0,0.669,0.936974789916,0.838235294118,1.0404040404,0.0
AL00051931,DefaultProbCons,0.937238493724,0.937238493724,0.937238493724,0.898148148148,0.937238493724,0.995824634656,0.6296426235,0.72641509434,3.0,479.0,477.0,468.0,0.250946305383,0.221294363257,28.9090909091,3.0,0.879707112971,0.983625730994,0.975438596491,0.995824634656,0.0
AL00069572,DefaultProbCons,0.953593859037,0.952928870293,0.953261364665,0.89175257732,0.953593859037,1.01421800948,0.732845499985,0.828125,6.0,211.0,214.0,204.0,0.0244592445813,0.0758293838863,5.05263157895,4.0,0.898464759246,0.975378787879,0.948863636364,1.01421800948,0.0
AL00063763,DefaultProbCons,0.875,0.88,0.8775,0.803278688525,0.875,1.0,0.743230079875,0.810344827586,3.0,75.0,75.0,73.0,0.125092558324,0.142222222222,3.55555555556,2.0,0.857954545455,0.89880952381,0.857142857143,1.0,0.0
AL00057468,DefaultProbCons,0.958944954128,0.954130534003,0.956537744066,0.666666666667,0.958944954128,0.981818181818,0.619349125512,0.825,15.0,55.0,54.0,51.0,0.0631811819517,0.212121212121,3.125,3.0,0.83623853211,0.96455026455,0.777777777778,0.981818181818,0.0
AL00082614,DefaultProbCons,0.644230769231,0.638095238095,0.641163003663,0.527777777778,0.644230769231,1.02469135802,0.828544212133,0.885714285714,3.0,81.0,83.0,76.0,0.0352766841475,0.0864197530864,2.625,3.0,0.615384615385,0.711111111111,0.616666666667,1.02469135802,0.0
AL00051412,DefaultProbCons,0.880587177951,0.877904545726,0.879245861838,0.53781512605,0.880587177951,1.03073770492,0.618521313252,0.767741935484,10.0,488.0,503.0,472.0,0.146784389009,0.151024590164,8.56976744186,2.0,0.631156381067,0.967309458219,0.917355371901,1.03073770492,0.0
AL10053335-Small,DefaultProbCons,0.765215355805,0.738590149119,0.751902752462,0.25641025641,0.765215355805,1.28,0.799456589325,0.939393939394,17.0,50.0,64.0,50.0,0.12992780096,0.310588235294,7.76470588235,4.0,0.562968164794,0.803810160428,0.318181818182,1.28,0.0
AL00055593,DefaultProbCons,0.810996563574,0.833922261484,0.822459412529,0.321428571429,0.810996563574,0.925925925926,0.607942720467,0.904109589041,7.0,108.0,100.0,97.0,0.0584945017752,0.205026455026,10.3333333333,12.0,0.649484536082,0.818181818182,0.363636363636,0.925925925926,0.0
AL00063492,DefaultProbCons,0.856882959369,0.838078291815,0.847480625592,0.602040816327,0.856882959369,1.06730769231,0.732430894085,0.884615384615,7.0,104.0,111.0,104.0,0.15656930603,0.162087912088,8.42857142857,6.0,0.783505154639,0.866532528504,0.619718309859,1.06730769231,0.0
AL00074653,DefaultProbCons,0.830508474576,0.821229050279,0.825868762428,0.723076923077,0.830508474576,1.0,0.861909953792,0.929824561404,3.0,69.0,69.0,69.0,0.0798924278865,0.0772946859903,5.33333333333,4.0,0.723163841808,0.888888888889,0.833333333333,1.0,0.0
AL10050021,DefaultProbCons,0.86524822695,0.853146853147,0.859197540049,0.6875,0.86524822695,1.0,0.774176562685,0.90625,6.0,45.0,45.0,45.0,0.215349259352,0.285185185185,15.4,14.0,0.780141843972,1.0,1.0,1.0,0.0
AL00064294,DefaultProbCons,0.970588235294,0.950780312125,0.960684273709,0.916083916084,0.970588235294,1.03424657534,0.572314102178,0.647887323944,4.0,146.0,151.0,145.0,0.0234328931461,0.0325342465753,3.16666666667,3.0,0.96568627451,0.958637469586,0.934306569343,1.03424657534,0.0
AL00050876,DefaultProbCons,0.898550724638,0.90775988287,0.903155303754,0.773109243697,0.898550724638,0.992,0.467356948607,0.718181818182,4.0,125.0,124.0,119.0,0.00814831581069,0.058,2.41666666667,2.0,0.840579710145,0.920634920635,0.847619047619,0.992,0.0
AL00063410,DefaultProbCons,0.664752851711,0.657181520881,0.660967186296,0.0585106382979,0.664752851711,1.06796116505,0.834185311021,0.962962962963,20.0,206.0,220.0,193.0,0.143500751892,0.227184466019,5.70731707317,3.0,0.321825095057,0.75504014273,0.152542372881,1.06796116505,0.0
AL00051366-Small,DefaultProbCons,0.376572594356,0.322181818182,0.349377206269,0.0681003584229,0.376572594356,1.31623931624,0.858698839736,0.942857142857,9.0,351.0,462.0,299.0,0.150208590648,0.360557138335,10.7452830189,7.0,0.252635158109,0.36529006883,0.115044247788,1.31623931624,0.0
AL00047861,DefaultProbCons,0.986631016043,0.987511150758,0.987071083401,0.922077922078,0.986631016043,1.0,0.785150303873,0.864864864865,6.0,78.0,78.0,77.0,0.0144137515133,0.025641025641,1.09090909091,1.0,0.748663101604,1.0,1.0,1.0,0.166666666667
AL00051984,DefaultProbCons,0.701960784314,0.696498054475,0.699229419394,0.528735632184,0.701960784314,1.01123595506,0.787018255578,0.882352941176,3.0,89.0,90.0,87.0,0.0,0.0224719101124,1.0,1.0,0.647058823529,0.696202531646,0.544303797468,1.01123595506,0.0
AL00052141,DefaultProbCons,0.561940905394,0.519939804364,0.540940354879,0.208092485549,0.561940905394,1.15348837209,0.739221783702,0.885496183206,8.0,215.0,248.0,191.0,0.0839186935906,0.260465116279,7.85964912281,4.0,0.394415830848,0.590503246753,0.409090909091,1.15348837209,0.0
AL10053473-Small,DefaultProbCons,0.989547038328,0.989547038328,0.989547038328,0.875,0.989547038328,1.0,0.763809825005,0.935483870968,18.0,32.0,32.0,32.0,0.00736569563736,0.00173611111111,1.0,1.0,0.80487804878,0.987179487179,0.884615384615,1.0,0.0
AL00088696,DefaultProbCons,0.561724915445,0.511025641026,0.536375278235,0.258992805755,0.561724915445,1.1875,0.860946387181,0.954545454545,11.0,144.0,171.0,136.0,0.435104921973,0.36047979798,11.1960784314,3.0,0.3297632469,0.531818181818,0.275,1.1875,0.0454545454545
AL00053701,DefaultProbCons,0.900132567388,0.907349665924,0.903741116656,0.704781704782,0.900132567388,0.982456140351,0.440886735322,0.789081885856,5.0,513.0,504.0,484.0,0.0481907121133,0.0810916179337,5.94285714286,4.0,0.750552364118,0.913172043011,0.784946236559,0.982456140351,0.0
AL10051735,DefaultProbCons,0.936385665327,0.930312585718,0.933349125522,0.228571428571,0.936385665327,1.84285714286,0.764229860249,0.96875,166.0,70.0,129.0,69.0,0.143128039617,0.518244406196,19.4258064516,32.0,0.81994496493,0.971844279475,0.592592592593,1.84285714286,0.0
AL00069381,DefaultProbCons,0.606382978723,0.612903225806,0.609643102265,0.365688487585,0.606382978723,0.980810234542,0.749079248371,0.895833333333,4.0,469.0,460.0,428.0,0.207580242632,0.249466950959,18.72,6.0,0.400709219858,0.645714285714,0.491428571429,0.980810234542,0.0
AL00089800,DefaultProbCons,0.852694610778,0.847619047619,0.850156829199,0.708333333333,0.852694610778,1.00657894737,0.693491285403,0.801470588235,4.0,152.0,153.0,149.0,0.031460626752,0.0526315789474,2.28571428571,1.5,0.777245508982,0.932471264368,0.870689655172,1.00657894737,0.0
AL00109622,DefaultProbCons,0.512110726644,0.341801385681,0.426956056162,0.122580645161,0.512110726644,1.48407643312,0.851960784314,0.935714285714,3.0,157.0,233.0,155.0,0.0521477662494,0.0424628450106,2.22222222222,1.0,0.415224913495,0.347826086957,0.113043478261,1.48407643312,0.0
AL10050155-Small,DefaultProbCons,0.94210889042,0.938229238161,0.940169064291,0.695652173913,0.94210889042,1.07766990291,0.726479842386,0.83950617284,11.0,103.0,111.0,93.0,0.0668827666391,0.182700794351,5.30769230769,5.0,0.743395359522,0.980606060606,0.916666666667,1.07766990291,0.0
AL00068994,DefaultProbCons,1.0,1.0,1.0,1.0,1.0,1.0,0.0346666666667,0.048,3.0,125.0,125.0,125.0,0.0,0.0,0.0,0.0,0.984,1.0,1.0,1.0,0.0
AL00053697,DefaultProbCons,0.497040965337,0.473495387319,0.485268176328,0.0721153846154,0.497040965337,1.0170212766,0.833676484616,0.971428571429,16.0,235.0,239.0,167.0,0.125570128386,0.410106382979,11.4222222222,9.0,0.320036891861,0.5421875,0.140625,1.0170212766,0.0
AL10109622,DefaultProbCons,0.484949832776,0.425219941349,0.455084887062,0.180327868852,0.484949832776,1.24590163934,0.886406493972,0.964912280702,4.0,61.0,76.0,60.0,0.0254237288136,0.0368852459016,1.8,1.0,0.434782608696,0.408805031447,0.188679245283,1.24590163934,0.0
AL00051971,DefaultProbCons,0.517666201767,0.468940829648,0.493303515707,0.175548589342,0.517666201767,1.27027027027,0.815108708814,0.904347826087,11.0,333.0,423.0,303.0,0.289963498625,0.335244335244,18.0588235294,5.0,0.322408182241,0.630454545455,0.4,1.27027027027,0.0
AL00103575,DefaultProbCons,0.550724637681,0.546762589928,0.548743613805,0.396226415094,0.550724637681,1.01515151515,0.744036970781,0.807692307692,3.0,66.0,67.0,63.0,0.166666666667,0.181818181818,3.27272727273,2.0,0.507246376812,0.614035087719,0.526315789474,1.01515151515,0.0
AL10056276,DefaultProbCons,0.502521008403,0.501677852349,0.502099430376,0.166666666667,0.502521008403,1.03937007874,0.818706564327,0.893617021277,4.0,127.0,132.0,116.0,0.0461574358827,0.127952755906,3.61111111111,4.0,0.36974789916,0.539215686275,0.264705882353,1.03937007874,0.0
AL00050815,DefaultProbCons,0.718253660804,0.709024856597,0.7136392587,0.093567251462,0.718253660804,1.19883040936,0.810459788512,0.936507936508,29.0,171.0,205.0,147.0,0.0386557279387,0.186731195806,3.89075630252,2.0,0.476311303944,0.766695766041,0.189873417722,1.19883040936,0.0
AL10050712,DefaultProbCons,0.9384359401,0.9384359401,0.9384359401,0.809523809524,0.9384359401,1.0,0.809847374847,0.923076923077,6.0,43.0,43.0,43.0,0.0377852033776,0.046511627907,2.0,2.0,0.798668885191,1.0,1.0,1.0,0.0
AL10050335,DefaultProbCons,0.759128386337,0.748113755078,0.753621070708,0.492647058824,0.759128386337,1.08571428571,0.801628915955,0.883333333333,6.0,140.0,152.0,137.0,0.0844432381781,0.114285714286,3.69230769231,3.0,0.608951707892,0.851028806584,0.740740740741,1.08571428571,0.0
AL10054446,DefaultProbCons,0.382978723404,0.315789473684,0.349384098544,0.262295081967,0.382978723404,1.12941176471,0.912852664577,0.945454545455,3.0,85.0,96.0,74.0,0.118628301042,0.211764705882,7.71428571429,11.0,0.354609929078,0.416666666667,0.4,1.12941176471,0.0
AL00051395,DefaultProbCons,0.504900638432,0.446343402226,0.475622020329,0.088295687885,0.504900638432,1.47,0.833805371936,0.929166666667,28.0,500.0,735.0,335.0,0.121446621461,0.423857142857,16.081300813,9.0,0.330841265559,0.577414581652,0.177966101695,1.47,0.0
AL10054592,DefaultProbCons,0.59479889178,0.546490208352,0.570644550066,0.00900900900901,0.59479889178,2.02521008403,0.86218096979,1.0,82.0,119.0,241.0,92.0,0.170543591959,0.515576962492,15.48,9.0,0.451865741852,0.699006323397,0.0333333333333,2.02521008403,0.0
AL00089623,DefaultProbCons,0.972027972028,0.972027972028,0.972027972028,0.958041958042,0.972027972028,1.0,0.622377622378,0.678321678322,3.0,145.0,145.0,145.0,0.00807482893972,0.00919540229885,1.0,1.0,0.972027972028,0.972027972028,0.958041958042,1.0,0.0
