Statistics,AL00047241-Small,AL10051306,AL10063562,AL00050685,AL10050875,AL00056276,AL00052787,AL10052799,AL00052441,AL10089447-Small,AL00051735,AL00057282,AL00055186,AL00054403,AL00050155,AL00050715,AL00102031,AL00048098,AL00053377,AL00089447,AL10048599,AL00052799,AL10063763,AL10053473,AL00055594,AL10051350,AL00053335,AL00052150,AL00050692,AL10050412,AL00050815-Small,AL00052086,AL10089447,AL20089447,AL00050847,AL00101215,AL10052799-Small,AL00088995,AL10054593-Small,AL00051366,AL00089048,AL00050684,AL00047241,AL10050815,AL00049879,AL00054407,AL10047861,AL00100897,AL00053614,AL00051934,AL00069394,AL00050465,AL10057468,AL00050799,AL00050021,AL10063410,AL10051350-Small,AL00054097,AL00051931,AL00069572,AL00063763,AL00057468,AL00082614,AL00051412,AL10053335-Small,AL00055593,AL00063492,AL00074653,AL10050021,AL00064294,AL00050876,AL00063410,AL00051366-Small,AL00047861,AL00051984,AL00052141,AL10053473-Small,AL00088696,AL00053701,AL10051735,AL00069381,AL00089800,AL00109622,AL10050155-Small,AL00068994,AL00053697,AL10109622,AL00051971,AL00103575,AL10056276,AL00050815,AL10050712,AL10050335,AL10054446,AL00051395,AL10054592,AL00089623,AL00051352,AL10050815-Small,AL00063412,AL10054814,AL00049599,AL00051913,AL00057413,AL10074933,AL00051713,AL00054253,AL00051904,AL00069117,AL00054814,AL10053335,AL00050155-Small,AL00050464,AL10051735-Small,AL00053354,AL00047305,AL10051367,AL00056022,AL00055637,AL00052317,AL00050475,AL10101215,AL00050847-Small,AL10057491,AL00055723,AL10050464,AL10069117,AL00055464,AL00051392,AL00100877,AL00054790,AL10054593,AL00051906,AL00051395-Small,AL00053473,AL10050155,AL00050331,AL00052113,AL00051306,AL10054592-Small,AL00052821,AL00057492,AL10050412-Small
1-SPFP,0.405723905724,0.528888888889,0.6,0.67461430575,0.177750155376,0.570815450644,0.681998864282,0.932940929157,0.409039865244,1.0,0.149238914626,0.550802139037,0.79954954955,0.303975436328,0.8537147851,0.258660508083,0.664772727273,0.519763774243,0.821974965229,0.855263157895,0.606060606061,0.267128540751,0.252747252747,0.960111615927,1.0,0.681966866408,0.0956661746948,0.267421602787,0.207586256161,0.454798011447,0.276095475597,0.391474554154,1.0,0.625,0.951794807053,0.93023255814,0.870345744681,1.0,0.0975010899745,0.117387984401,1.0,0.200719637955,0.383266108531,0.274755255978,0.136276636468,0.82913765399,0.739910313901,0.559297218155,0.467784180199,0.867384843982,0.939024390244,0.665211970075,0.851749837978,0.63615819209,0.49170074573,0.32156405019,0.732345849122,0.892803970223,0.20431211499,0.963040446304,0.787356321839,0.905522592424,0.649038461538,0.7995938116,0.644474948524,0.82252559727,0.786626139818,0.536144578313,0.785542168675,0.273053892216,0.453769559033,0.220164683039,0.0880933226066,0.986631016043,0.792828685259,0.377919320594,0.989547038328,0.229403058707,0.439861050803,0.723928052945,0.594333936106,0.842105263158,0.333333333333,0.886379350081,1.0,0.249168744805,0.386018237082,0.244302279088,0.559701492537,0.48801369863,0.261885386716,0.931780366057,0.642233856894,0.0,0.113139550957,0.258838641045,0.967213114754,0.918068097092,0.339311506981,0.303276999176,1.0,0.658536585366,0.18108030684,0.772486772487,0.755076142132,0.263725490196,0.935483870968,0.21568627451,0.707006369427,0.649590163934,0.644453656683,0.957555178268,0.311031024757,0.698507462687,0.877813504823,0.252200259703,0.91426893717,1.0,0.710955710956,0.0986270765017,0.162686567164,0.905882352941,0.3730248307,0.576839038602,0.137195121951,0.200009003331,0.586179507546,0.15116811727,0.924114671164,0.210882842865,0.869832402235,0.10856221925,0.448047162859,0.108312979028,0.11100141914,0.612882123783,0.626208378088,0.4284164859,0.749510763209,0.248583805398,0.401003584229,0.977777777778,0.437139049311
1-SPFN,0.37306501548,0.457692307692,0.6,0.656207366985,0.200983836964,0.583333333333,0.662803532009,0.92612687813,0.421707670043,1.0,0.167657992565,0.550802139037,0.790645879733,0.315128162171,0.849682282732,0.248337028825,0.629032258065,0.52380630326,0.805177111717,0.847826086957,0.616740088106,0.281872133801,0.304791029562,0.956135272585,1.0,0.669951660041,0.104087591241,0.248381877023,0.21519549763,0.468266769899,0.290153500562,0.380388841927,1.0,0.650406504065,0.950674624858,0.93023255814,0.853881278539,1.0,0.10486438461,0.126942699578,1.0,0.224187935035,0.390438866061,0.288840684502,0.146301369863,0.840390879479,0.756880733945,0.56093979442,0.465508253692,0.860512253547,0.941441441441,0.705454545455,0.860956436292,0.644164759725,0.50978925053,0.328171530673,0.72758384668,0.888395061728,0.208158995816,0.963040446304,0.782857142857,0.905522592424,0.642857142857,0.7995938116,0.636466335291,0.851590106007,0.767497034401,0.497206703911,0.759906759907,0.273709483794,0.467057101025,0.230162011803,0.0955636363636,0.987511150758,0.774319066148,0.401805869074,0.989547038328,0.238461538462,0.451224944321,0.722336197966,0.589008363202,0.838095238095,0.251732101617,0.879890185312,1.0,0.263362132084,0.372434017595,0.257317329964,0.539568345324,0.478187919463,0.27690248566,0.931780366057,0.640742890308,0.0,0.13012718601,0.272693671943,0.962703962704,0.919617171941,0.351715533375,0.313085106383,1.0,0.639650872818,0.192384430692,0.698564593301,0.717732207479,0.265547877591,0.935483870968,0.227474150665,0.66137040715,0.660416666667,0.644097641819,0.95593220339,0.333501344086,0.697466467958,0.869888475836,0.256530672146,0.907695297318,1.0,0.710955710956,0.11619120394,0.190303518668,0.905882352941,0.375141884222,0.629570747218,0.106382978723,0.214285714286,0.497639919083,0.165912518854,0.927241962775,0.226421843329,0.873247335951,0.116585653263,0.424581005587,0.12839456869,0.121447377304,0.620056106523,0.62688172043,0.452808559419,0.74081237911,0.261082594494,0.425722983257,0.977777777778,0.450549450549
SP-Score,0.389394460602,0.493290598291,0.6,0.665410836368,0.18936699617,0.577074391989,0.672401198145,0.929533903644,0.415373767644,1.0,0.158448453596,0.550802139037,0.795097714641,0.30955179925,0.851698533916,0.253498768454,0.646902492669,0.521785038752,0.813576038473,0.851544622426,0.611400347083,0.274500337276,0.278769141154,0.958123444256,1.0,0.675959263225,0.0998768829678,0.257901739905,0.211390876896,0.461532390673,0.283124488079,0.385931698041,1.0,0.637703252033,0.951234715956,0.93023255814,0.86211351161,1.0,0.101182737292,0.12216534199,1.0,0.212453786495,0.386852487296,0.28179797024,0.141289003166,0.834764266735,0.748395523923,0.560118506288,0.466646216946,0.863948548765,0.940232915843,0.685333257765,0.856353137135,0.640161475908,0.50074499813,0.324867790431,0.729964847901,0.890599515976,0.206235555403,0.963040446304,0.785106732348,0.905522592424,0.645947802198,0.7995938116,0.640470641908,0.837057851638,0.777061587109,0.516675641112,0.772724464291,0.273381688005,0.460413330029,0.225163347421,0.0918284794851,0.987071083401,0.783573875703,0.389862594834,0.989547038328,0.233932298584,0.445542997562,0.723132125455,0.591671149654,0.840100250627,0.292532717475,0.883134767696,1.0,0.256265438444,0.379226127339,0.250809804526,0.549634918931,0.483100809047,0.269393936188,0.931780366057,0.641488373601,0.0,0.121633368483,0.265766156494,0.964958538729,0.918842634516,0.345513520178,0.308181052779,1.0,0.649093729092,0.186732368766,0.735525682894,0.736404174805,0.264636683894,0.935483870968,0.221580212587,0.684188388288,0.655003415301,0.644275649251,0.956743690829,0.322266184422,0.697986965322,0.87385099033,0.254365465924,0.910982117244,1.0,0.710955710956,0.107409140221,0.176495042916,0.905882352941,0.374083357461,0.60320489291,0.121789050337,0.207147358808,0.541909713314,0.158540318062,0.925678316969,0.218652343097,0.871539869093,0.112573936257,0.436314084223,0.118353773859,0.116224398222,0.616469115153,0.626545049259,0.44061252266,0.74516157116,0.254833199946,0.413363283743,0.977777777778,0.44384424993
TC,0.1258741258741259,0.177777777778,0.283333333333,0.447368421053,0.110294117647,0.329710144928,0.177631578947,0.692307692308,0.114503816794,1.0,0.0507246376812,0.3125,0.660377358491,0.137254901961,0.38,0.0446428571429,0.443548387097,0.0796460176991,0.719230769231,0.682926829268,0.384615384615,0.04,0.12,0.0625,1.0,0.05,0.0234899328859,0.0453257790368,0.0704225352113,0.153846153846,0.135483870968,0.0466666666667,1.0,0.446808510638,0.728571428571,0.842696629213,0.538461538462,1.0,0.0230769230769,0.0316455696203,1.0,0.0368852459016,0.0526315789474,0.0869565217391,0.0310880829016,0.56880733945,0.323943661972,0.125,0.202380952381,0.535031847134,0.794642857143,0.410256410256,0.470588235294,0.101910828025,0.212903225806,0.102409638554,0.558823529412,0.727272727273,0.163580246914,0.912371134021,0.672131147541,0.466666666667,0.527777777778,0.489495798319,0.410256410256,0.369047619048,0.5,0.292307692308,0.625,0.216783216783,0.151260504202,0.0425531914894,0.0358422939068,0.922077922078,0.64367816092,0.208092485549,0.875,0.0647482014388,0.126819126819,0.171428571429,0.334085778781,0.708333333333,0.0903225806452,0.630434782609,1.0,0.0480769230769,0.0,0.0909090909091,0.415094339623,0.158333333333,0.046783625731,0.809523809524,0.375,0.0,0.0205338809035,0.0630630630631,0.944055944056,0.6,0.103174603175,0.0797872340426,1.0,0.30612244898,0.0909090909091,0.571428571429,0.510638297872,0.113573407202,0.793103448276,0.122270742358,0.285714285714,0.352941176471,0.386363636364,0.829545454545,0.099173553719,0.432432432432,0.658536585366,0.130136986301,0.654135338346,1.0,0.493670886076,0.030985915493,0.0731707317073,0.842696629213,0.159090909091,0.305555555556,0.0,0.0573770491803,0.184049079755,0.0377358490566,0.875621890547,0.041825095057,0.623188405797,0.022113022113,0.15,0.0239130434783,0.0455927051672,0.259615384615,0.333333333333,0.290322580645,0.52808988764,0.102564102564,0.0584415584416,0.955555555556,0.21568627451
Modeler,0.4057239057239057,0.528888888889,0.6,0.67461430575,0.177750155376,0.570815450644,0.681998864282,0.932940929157,0.409039865244,1.0,0.149238914626,0.550802139037,0.79954954955,0.303975436328,0.8537147851,0.258660508083,0.664772727273,0.519763774243,0.821974965229,0.855263157895,0.606060606061,0.267128540751,0.252747252747,0.960111615927,1.0,0.681966866408,0.0956661746948,0.267421602787,0.207586256161,0.454798011447,0.276095475597,0.391474554154,1.0,0.625,0.951794807053,0.93023255814,0.870345744681,1.0,0.0975010899745,0.117387984401,1.0,0.200719637955,0.383266108531,0.274755255978,0.136276636468,0.82913765399,0.739910313901,0.559297218155,0.467784180199,0.867384843982,0.939024390244,0.665211970075,0.851749837978,0.63615819209,0.49170074573,0.32156405019,0.732345849122,0.892803970223,0.20431211499,0.963040446304,0.787356321839,0.905522592424,0.649038461538,0.7995938116,0.644474948524,0.82252559727,0.786626139818,0.536144578313,0.785542168675,0.273053892216,0.453769559033,0.220164683039,0.0880933226066,0.986631016043,0.792828685259,0.377919320594,0.989547038328,0.229403058707,0.439861050803,0.723928052945,0.594333936106,0.842105263158,0.333333333333,0.886379350081,1.0,0.249168744805,0.386018237082,0.244302279088,0.559701492537,0.48801369863,0.261885386716,0.931780366057,0.642233856894,0.0,0.113139550957,0.258838641045,0.967213114754,0.918068097092,0.339311506981,0.303276999176,1.0,0.658536585366,0.18108030684,0.772486772487,0.755076142132,0.263725490196,0.935483870968,0.21568627451,0.707006369427,0.649590163934,0.644453656683,0.957555178268,0.311031024757,0.698507462687,0.877813504823,0.252200259703,0.91426893717,1.0,0.710955710956,0.0986270765017,0.162686567164,0.905882352941,0.3730248307,0.576839038602,0.137195121951,0.200009003331,0.586179507546,0.15116811727,0.924114671164,0.210882842865,0.869832402235,0.10856221925,0.448047162859,0.108312979028,0.11100141914,0.612882123783,0.626208378088,0.4284164859,0.749510763209,0.248583805398,0.401003584229,0.977777777778,0.437139049311
Compression,1.1216216216216215,1.04790419162,1.0,0.990291262136,0.778443113772,0.980132450331,1.04938271605,1.03846153846,0.881118881119,1.0,0.787037037037,1.0,1.02469135802,0.898148148148,1.08333333333,1.10924369748,1.07874015748,0.959016393443,1.04270462633,1.0,0.986394557823,0.764705882353,0.739583333333,1.125,1.0,0.946428571429,0.816993464052,1.04504504505,0.842105263158,0.953846153846,0.892857142857,1.11258278146,1.0,0.959016393443,1.05633802817,1.0,1.11538461538,1.0,0.799086757991,0.81693989071,1.0,0.649122807018,0.967105263158,0.86231884058,0.880341880342,0.982142857143,0.946666666667,1.0,0.957894736842,1.06179775281,1.0,0.931623931624,1.0,1.04324324324,0.878947368421,0.920454545455,1.0,1.0101010101,0.977035490605,1.00947867299,1.01333333333,1.0,1.02469135802,1.01844262295,1.02,0.907407407407,1.16346153846,1.11594202899,1.02222222222,0.993150684932,0.952,0.936893203883,0.851851851852,1.0,1.03370786517,0.902325581395,1.0,0.944444444444,0.943469785575,1.1,0.997867803838,1.0,1.37579617834,1.01941747573,1.0,0.88085106383,1.08196721311,0.90990990991,1.04545454545,1.04724409449,0.859649122807,1.0,1.01428571429,1.27058823529,0.67,0.773109243697,1.00689655172,1.0,0.881481481481,0.936893203883,1.0,1.05921052632,0.816326530612,1.15662650602,1.12389380531,0.991869918699,1.0,0.806451612903,1.18571428571,0.958762886598,1.14,1.0,0.859504132231,0.985714285714,1.02325581395,0.986394557823,0.982658959538,1.0,1.0,0.660621761658,0.755980861244,1.0,0.978260869565,0.85,1.20895522388,0.829268292683,1.33529411765,0.813725490196,1.0,0.87725631769,1.01123595506,0.799086757991,0.969811320755,0.680894308943,0.804395604396,0.913793103448,1.0,0.909090909091,1.01310043668,0.8,0.820987654321,1.0,1.0
Average Pairwise P-Distance,0.860814458486,0.814298018949,0.52922705314,0.72558849887,0.866442755423,0.76663335237,0.716576829227,0.764895104895,0.786193787616,0.796428571429,0.879565203046,0.402721774194,0.703348308521,0.809063244915,0.721399903542,0.888737204087,0.516129032258,0.660856916819,0.749552440302,0.788040385601,0.85097728965,0.799765163582,0.847672274575,0.782683774713,0.524376417234,0.774916539814,0.861152728131,0.850695955925,0.833244673249,0.854308558811,0.840049276744,0.815129818058,0.804679802956,0.792347415101,0.654724999866,0.619511754885,0.767871794872,0.770731707317,0.841256159581,0.839139411951,0.236842105263,0.869192047687,0.809937360475,0.808553896499,0.848710221668,0.737639698197,0.839825595677,0.308458383227,0.784573698352,0.698984691535,0.647427116702,0.678466734187,0.675416092756,0.708650643938,0.75184822332,0.809471716687,0.766869800029,0.444285188746,0.6296426235,0.732845499985,0.743230079875,0.619349125512,0.828544212133,0.618521313252,0.799456589325,0.607942720467,0.732430894085,0.861909953792,0.774176562685,0.572314102178,0.467356948607,0.834185311021,0.858698839736,0.785150303873,0.787018255578,0.739221783702,0.763809825005,0.860946387181,0.440886735322,0.764229860249,0.749079248371,0.693491285403,0.851960784314,0.726479842386,0.0346666666667,0.833676484616,0.886406493972,0.815108708814,0.744036970781,0.818706564327,0.810459788512,0.809847374847,0.801628915955,0.912852664577,0.833805371936,0.86218096979,0.622377622378,0.577125718084,0.784618248327,0.809989405627,0.706793206793,0.744416359698,0.849104293182,0.879336650083,0.784402974313,0.666253343173,0.589742678725,0.854271993041,0.807710109027,0.761102969559,0.794122381104,0.753557295982,0.794908485751,0.785458223694,0.657215231991,0.832150611068,0.725144030768,0.0036036036036,0.343550331525,0.843426904794,0.859316943561,0.690131311764,0.663404796261,0.766103536779,0.929481607917,0.807125851204,0.812615551788,0.880696127587,0.697150997151,0.789775128239,0.724044994574,0.837399016901,0.811895826654,0.844925494354,0.863779802491,0.739846879968,0.681441666037,0.821851041798,0.746465242071,0.869696407613,0.803832859116,0.5,0.867865318527
Maximum Pairwise P-Distance,0.925373134328,0.976744186047,0.739130434783,0.880733944954,0.955056179775,0.839805825243,0.89,1.0,0.910256410256,1.0,0.928571428571,0.58064516129,0.824324324324,0.942857142857,0.896103896104,0.918918918919,0.774193548387,0.936363636364,0.788844621514,0.864864864865,0.867647058824,0.96,0.975,1.0,0.690476190476,1.0,0.909722222222,0.922222222222,0.945205479452,1.0,0.90756302521,0.934579439252,1.0,0.829545454545,0.834645669291,0.855421686747,0.96,0.878048780488,0.928229665072,0.942857142857,0.302631578947,0.991304347826,0.956204379562,0.941176470588,0.970297029703,0.8625,0.983050847458,0.511111111111,0.87265917603,0.80534351145,0.755980861244,0.842105263158,0.928571428571,0.945054945055,0.888888888889,0.928057553957,0.939393939394,0.833333333333,0.72641509434,0.828125,0.810344827586,0.825,0.885714285714,0.767741935484,0.939393939394,0.904109589041,0.884615384615,0.929824561404,0.90625,0.647887323944,0.718181818182,0.962962962963,0.942857142857,0.864864864865,0.882352941176,0.885496183206,0.935483870968,0.954545454545,0.789081885856,0.96875,0.895833333333,0.801470588235,0.935714285714,0.83950617284,0.048,0.971428571429,0.964912280702,0.904347826087,0.807692307692,0.893617021277,0.936507936508,0.923076923077,0.883333333333,0.945454545455,0.929166666667,1.0,0.678321678322,0.827751196172,0.914893617021,0.949685534591,0.909090909091,0.909090909091,0.93009118541,0.906666666667,0.884615384615,0.743119266055,0.8125,0.904191616766,0.89552238806,0.873015873016,0.969696969697,0.833333333333,0.957746478873,0.90625,0.737704918033,0.949579831933,0.879310344828,0.00540540540541,0.442857142857,0.93956043956,0.969072164948,0.855421686747,0.798387096774,0.913043478261,0.949275362319,0.967741935484,0.883720930233,0.954022988506,0.732323232323,0.940298507463,0.84126984127,0.944444444444,0.862595419847,0.928205128205,0.945945945946,0.948051948052,0.803278688525,0.954545454545,0.83908045977,1.0,0.923076923077,0.577777777778,1.0
Number of Sequences,5.0,4.0,4.0,4.0,6.0,3.0,6.0,34.0,9.0,21.0,7.0,4.0,3.0,13.0,46.0,4.0,3.0,17.0,3.0,4.0,3.0,22.0,7.0,119.0,7.0,95.0,10.0,4.0,18.0,53.0,7.0,7.0,29.0,3.0,28.0,4.0,16.0,5.0,20.0,27.0,3.0,24.0,30.0,29.0,18.0,7.0,5.0,6.0,7.0,7.0,6.0,9.0,21.0,8.0,13.0,8.0,14.0,7.0,3.0,6.0,3.0,15.0,3.0,10.0,17.0,7.0,7.0,3.0,6.0,4.0,4.0,20.0,9.0,6.0,3.0,8.0,18.0,11.0,5.0,166.0,4.0,4.0,3.0,11.0,3.0,16.0,4.0,11.0,3.0,4.0,29.0,6.0,6.0,3.0,28.0,82.0,3.0,18.0,13.0,16.0,14.0,4.0,15.0,3.0,5.0,3.0,5.0,5.0,6.0,6.0,60.0,6.0,13.0,15.0,5.0,11.0,10.0,3.0,4.0,25.0,12.0,3.0,8.0,11.0,3.0,24.0,5.0,7.0,3.0,11.0,8.0,28.0,5.0,10.0,13.0,51.0,6.0,9.0,4.0,19.0,12.0,4.0,12.0
Reference Length,148.0,167.0,60.0,206.0,167.0,302.0,162.0,26.0,143.0,20.0,324.0,32.0,162.0,108.0,108.0,119.0,127.0,122.0,281.0,45.0,147.0,306.0,96.0,32.0,84.0,56.0,306.0,555.0,171.0,65.0,168.0,151.0,20.0,122.0,142.0,90.0,26.0,41.0,438.0,366.0,76.0,285.0,152.0,138.0,234.0,112.0,75.0,48.0,380.0,356.0,245.0,117.0,36.0,185.0,190.0,176.0,45.0,99.0,479.0,211.0,75.0,55.0,81.0,488.0,50.0,108.0,104.0,69.0,45.0,146.0,125.0,206.0,351.0,78.0,89.0,215.0,32.0,144.0,513.0,70.0,469.0,152.0,157.0,103.0,125.0,235.0,61.0,333.0,66.0,127.0,171.0,43.0,140.0,85.0,500.0,119.0,145.0,264.0,135.0,206.0,22.0,152.0,441.0,83.0,113.0,369.0,88.0,372.0,70.0,97.0,50.0,97.0,121.0,70.0,215.0,147.0,173.0,185.0,79.0,386.0,209.0,180.0,138.0,40.0,201.0,123.0,170.0,204.0,205.0,277.0,89.0,438.0,265.0,492.0,455.0,116.0,64.0,99.0,229.0,115.0,162.0,46.0,62.0
