Statistics,AL10051306,AL10063562,AL00050685,AL10050875,AL00056276,AL00052787,AL00052441,AL00057282,AL00055186,AL00054403,AL00050715,AL00102031,AL00053377,AL00089447,AL10048599,AL10063763,AL00055594,AL00052150,AL00052086,AL20089447,AL00101215,AL00088995,AL00089048,AL00054407,AL10047861,AL00100897,AL00053614,AL00051934,AL00069394,AL00050465,AL00050799,AL10063410,AL00054097,AL00051931,AL00069572,AL00063763,AL00057468,AL00082614,AL00055593,AL00063492,AL00074653,AL10050021,AL00064294,AL00050876,AL00047861,AL00051984,AL00052141,AL00088696,AL00069381,AL00089800,AL00109622,AL00068994,AL10109622,AL00103575,AL10056276,AL10050712,AL10050335,AL10054446,AL00089623,AL10054814,AL00049599,AL00057413,AL10074933,AL00051713,AL00054253,AL00069117,AL00054814,AL00050464,AL00053354,AL00047305,AL10051367,AL00056022,AL00055637,AL10101215,AL10057491,AL00055723,AL10069117,AL00051392,AL00054790,AL00051906,AL00050331,AL00052113,AL00051306,AL00052821,AL00057492
1-SPFP,0.922480620155,0.829787234043,0.879921259843,0.954314720812,0.737430167598,0.788028169014,0.788732394366,0.957219251337,0.824444444444,0.766164220547,0.76404494382,0.69696969697,0.824858757062,0.758064516129,1.0,0.88622754491,1.0,0.351609058403,0.955761316872,0.814606741573,0.964912280702,1.0,1.0,0.800354400473,0.698198198198,0.973607038123,0.701983002833,0.876660717827,0.944372574386,0.9413153457,0.870607028754,0.641255605381,0.883636363636,0.979910714286,0.954002173126,0.869318181818,0.972139757936,0.668292682927,0.768707482993,0.810165339865,0.654320987654,0.891764705882,0.989090909091,0.888558692422,0.982094897046,0.731800766284,0.680291970803,0.894184938036,0.993311036789,0.915184678523,0.741935483871,1.0,0.716666666667,0.789473684211,0.837837837838,0.941373534338,0.845665961945,0.0,0.972027972028,1.0,0.80204778157,0.0,0.801075268817,0.904150197628,0.959378733572,0.801435406699,0.698296836983,0.86589871767,0.892646269458,0.759264419058,0.904292462518,1.0,0.990675990676,0.909803921569,0.801801801802,1.0,0.688741721854,0.895547945205,0.856894553882,0.81955922865,0.936559139785,0.637214526395,0.990697674419,0.704097591492,0.977777777778
1-SPFN,0.457692307692,0.806896551724,0.609822646658,0.132115249473,0.578947368421,0.617549668874,0.778002894356,0.957219251337,0.826280623608,0.647177081588,0.150776053215,0.618279569892,0.795640326975,0.613043478261,0.4140969163,0.301732925586,1.0,0.238673139159,0.392645815723,0.589430894309,0.959302325581,1.0,1.0,0.735613463626,0.711009174312,0.97503671072,0.645873153779,0.814630550949,0.939510939511,0.922644628099,0.62356979405,0.468433591423,0.84,0.918410041841,0.918410041841,0.874285714286,0.971474212688,0.652380952381,0.798586572438,0.784697508897,0.59217877095,0.88344988345,0.979591836735,0.875549048316,0.978590544157,0.743190661479,0.467519438174,0.240512820513,0.354838709677,0.796428571429,0.26558891455,1.0,0.126099706745,0.431654676259,0.260067114094,0.935108153078,0.696459663378,0.0,0.972027972028,1.0,0.586034912718,0.0,0.718938480097,0.903257650543,0.959378733572,0.665342601787,0.597916666667,0.66935483871,0.883165161976,0.399911945994,0.855616012437,1.0,0.990675990676,0.909803921569,0.70747217806,0.0401891252955,0.42076871207,0.884940778342,0.829500841279,0.415502793296,0.936559139785,0.650363011081,0.411992263056,0.685235920852,0.977777777778
SP-Score,0.690086463924,0.818341892883,0.74487195325,0.543214985143,0.658188768009,0.702788918944,0.783367644361,0.957219251337,0.825362534026,0.706670651068,0.457410498518,0.657624633431,0.810249542019,0.685553997195,0.70704845815,0.593980235248,1.0,0.295141098781,0.674203566298,0.702018817941,0.962107303142,1.0,1.0,0.76798393205,0.704603686255,0.974321874421,0.673928078306,0.845645634388,0.941941756948,0.9319799869,0.747088411402,0.554844598402,0.861818181818,0.949160378063,0.936206107483,0.871801948052,0.971806985312,0.660336817654,0.783647027716,0.797431424381,0.623249879302,0.887607294666,0.984341372913,0.882053870369,0.980342720601,0.737495713881,0.573905704488,0.567348879275,0.674074873233,0.855806624976,0.50376219921,1.0,0.421383186706,0.610564180235,0.548952475966,0.938240843708,0.771062812661,0.0,0.972027972028,1.0,0.694041347144,0.0,0.760006874457,0.903703924086,0.959378733572,0.733389004243,0.648106751825,0.76762677819,0.887905715717,0.579588182526,0.879954237477,1.0,0.990675990676,0.909803921569,0.754636989931,0.520094562648,0.554755216962,0.890244361774,0.84319769758,0.617531010973,0.936559139785,0.643788768738,0.701344968737,0.694666756172,0.977777777778
TC,0.0,0.566666666667,0.542105263158,0.102941176471,0.358695652174,0.243421052632,0.335877862595,0.90625,0.716981132075,0.333333333333,0.0535714285714,0.427419354839,0.707692307692,0.439024390244,0.296703296703,0.266666666667,1.0,0.0821529745042,0.113333333333,0.382978723404,0.921348314607,1.0,1.0,0.467889908257,0.239436619718,0.854166666667,0.330357142857,0.46178343949,0.803571428571,0.700854700855,0.133757961783,0.150602409639,0.646464646465,0.882716049383,0.809278350515,0.786885245902,0.733333333333,0.541666666667,0.190476190476,0.642857142857,0.4,0.65625,0.937062937063,0.72268907563,0.922077922078,0.597701149425,0.184971098266,0.402877697842,0.381489841986,0.680555555556,0.0709677419355,1.0,0.0,0.320754716981,0.0416666666667,0.809523809524,0.522058823529,0.0,0.958041958042,1.0,0.285714285714,0.0,0.436170212766,0.806094182825,0.83908045977,0.357142857143,0.376470588235,0.314049586777,0.70243902439,0.143835616438,0.609022556391,1.0,0.974683544304,0.85393258427,0.277777777778,0.0,0.00613496932515,0.810945273632,0.579710144928,0.186363636364,0.793650793651,0.290322580645,0.0112359550562,0.253246753247,0.955555555556
Modeler,0.922480620155,0.829787234043,0.879921259843,0.954314720812,0.737430167598,0.788028169014,0.788732394366,0.957219251337,0.824444444444,0.766164220547,0.76404494382,0.69696969697,0.824858757062,0.758064516129,1.0,0.88622754491,1.0,0.351609058403,0.955761316872,0.814606741573,0.964912280702,1.0,1.0,0.800354400473,0.698198198198,0.973607038123,0.701983002833,0.876660717827,0.944372574386,0.9413153457,0.870607028754,0.641255605381,0.883636363636,0.979910714286,0.954002173126,0.869318181818,0.972139757936,0.668292682927,0.768707482993,0.810165339865,0.654320987654,0.891764705882,0.989090909091,0.888558692422,0.982094897046,0.731800766284,0.680291970803,0.894184938036,0.993311036789,0.915184678523,0.741935483871,1.0,0.716666666667,0.789473684211,0.837837837838,0.941373534338,0.845665961945,0.0,0.972027972028,1.0,0.80204778157,0.0,0.801075268817,0.904150197628,0.959378733572,0.801435406699,0.698296836983,0.86589871767,0.892646269458,0.759264419058,0.904292462518,1.0,0.990675990676,0.909803921569,0.801801801802,1.0,0.688741721854,0.895547945205,0.856894553882,0.81955922865,0.936559139785,0.637214526395,0.990697674419,0.704097591492,0.977777777778
Compression,1.26946107784,1.03333333333,1.42233009709,3.44311377246,1.26158940397,1.49382716049,1.1048951049,1.0,1.00617283951,1.51851851852,2.35294117647,1.16535433071,1.07117437722,1.4,1.62585034014,2.01041666667,1.0,1.41621621622,2.05298013245,1.32786885246,1.01111111111,1.0,1.0,1.16964285714,0.946666666667,1.0,1.26578947368,1.26966292135,1.03673469388,1.06837606838,1.91351351351,1.81818181818,1.11111111111,1.07098121086,1.11374407583,1.0,1.05454545455,1.04938271605,0.898148148148,1.06730769231,1.11594202899,1.02222222222,1.04109589041,1.04,1.02564102564,0.977528089888,1.79534883721,2.91666666667,1.72707889126,1.25657894737,1.88535031847,1.0,2.86885245902,1.68181818182,2.31496062992,1.04651162791,1.55,2.36470588235,1.0,1.0,1.5,2.72289156627,1.24778761062,1.0027100271,1.0,1.82857142857,1.38144329897,1.55371900826,1.02790697674,2.06802721088,1.22543352601,1.0,1.0,1.0,1.4,2.34825870647,2.20588235294,1.0243902439,1.16853932584,2.00377358491,1.0,1.0202020202,1.48034934498,1.20987654321,1.0
Average Pairwise P-Distance,0.814298018949,0.52922705314,0.72558849887,0.866442755423,0.76663335237,0.716576829227,0.786193787616,0.402721774194,0.703348308521,0.809063244915,0.888737204087,0.516129032258,0.749552440302,0.788040385601,0.85097728965,0.847672274575,0.524376417234,0.850695955925,0.815129818058,0.792347415101,0.619511754885,0.770731707317,0.236842105263,0.737639698197,0.839825595677,0.308458383227,0.784573698352,0.698984691535,0.647427116702,0.678466734187,0.708650643938,0.809471716687,0.444285188746,0.6296426235,0.732845499985,0.743230079875,0.619349125512,0.828544212133,0.607942720467,0.732430894085,0.861909953792,0.774176562685,0.572314102178,0.467356948607,0.785150303873,0.787018255578,0.739221783702,0.860946387181,0.749079248371,0.693491285403,0.851960784314,0.0346666666667,0.886406493972,0.744036970781,0.818706564327,0.809847374847,0.801628915955,0.912852664577,0.622377622378,0.706793206793,0.744416359698,0.879336650083,0.784402974313,0.666253343173,0.589742678725,0.807710109027,0.761102969559,0.794908485751,0.657215231991,0.832150611068,0.725144030768,0.0036036036036,0.343550331525,0.690131311764,0.766103536779,0.929481607917,0.812615551788,0.697150997151,0.724044994574,0.811895826654,0.681441666037,0.821851041798,0.746465242071,0.803832859116,0.5
Maximum Pairwise P-Distance,0.976744186047,0.739130434783,0.880733944954,0.955056179775,0.839805825243,0.89,0.910256410256,0.58064516129,0.824324324324,0.942857142857,0.918918918919,0.774193548387,0.788844621514,0.864864864865,0.867647058824,0.975,0.690476190476,0.922222222222,0.934579439252,0.829545454545,0.855421686747,0.878048780488,0.302631578947,0.8625,0.983050847458,0.511111111111,0.87265917603,0.80534351145,0.755980861244,0.842105263158,0.945054945055,0.928057553957,0.833333333333,0.72641509434,0.828125,0.810344827586,0.825,0.885714285714,0.904109589041,0.884615384615,0.929824561404,0.90625,0.647887323944,0.718181818182,0.864864864865,0.882352941176,0.885496183206,0.954545454545,0.895833333333,0.801470588235,0.935714285714,0.048,0.964912280702,0.807692307692,0.893617021277,0.923076923077,0.883333333333,0.945454545455,0.678321678322,0.909090909091,0.909090909091,0.906666666667,0.884615384615,0.743119266055,0.8125,0.89552238806,0.873015873016,0.957746478873,0.737704918033,0.949579831933,0.879310344828,0.00540540540541,0.442857142857,0.855421686747,0.913043478261,0.949275362319,0.883720930233,0.732323232323,0.84126984127,0.862595419847,0.803278688525,0.954545454545,0.83908045977,0.923076923077,0.577777777778
Number of Sequences,4.0,4.0,4.0,6.0,3.0,6.0,9.0,4.0,3.0,13.0,4.0,3.0,3.0,4.0,3.0,7.0,7.0,4.0,7.0,3.0,4.0,5.0,3.0,7.0,5.0,6.0,7.0,7.0,6.0,9.0,8.0,8.0,7.0,3.0,6.0,3.0,15.0,3.0,7.0,7.0,3.0,6.0,4.0,4.0,6.0,3.0,8.0,11.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,6.0,6.0,3.0,3.0,14.0,4.0,3.0,5.0,3.0,5.0,6.0,6.0,13.0,5.0,11.0,10.0,3.0,4.0,3.0,11.0,3.0,5.0,3.0,8.0,5.0,6.0,9.0,4.0,12.0,4.0
Reference Length,167.0,60.0,206.0,167.0,302.0,162.0,143.0,32.0,162.0,108.0,119.0,127.0,281.0,45.0,147.0,96.0,84.0,555.0,151.0,122.0,90.0,41.0,76.0,112.0,75.0,48.0,380.0,356.0,245.0,117.0,185.0,176.0,99.0,479.0,211.0,75.0,55.0,81.0,108.0,104.0,69.0,45.0,146.0,125.0,78.0,89.0,215.0,144.0,469.0,152.0,157.0,125.0,61.0,66.0,127.0,43.0,140.0,85.0,145.0,22.0,152.0,83.0,113.0,369.0,88.0,70.0,97.0,121.0,215.0,147.0,173.0,185.0,79.0,180.0,40.0,201.0,170.0,205.0,89.0,265.0,64.0,99.0,229.0,162.0,46.0
