Statistics,AL10051306,AL10063562,AL00050685,AL10050875,AL00056276,AL00052787,AL00052441,AL00057282,AL00055186,AL00054403,AL00050715,AL00102031,AL00053377,AL00089447,AL10048599,AL10063763,AL00055594,AL00052150,AL00052086,AL20089447,AL00101215,AL00088995,AL00089048,AL00054407,AL10047861,AL00100897,AL00053614,AL00051934,AL00069394,AL00050465,AL00050799,AL10063410,AL00054097,AL00051931,AL00069572,AL00063763,AL00057468,AL00082614,AL00055593,AL00063492,AL00074653,AL10050021,AL00064294,AL00050876,AL00047861,AL00051984,AL00052141,AL00088696,AL00069381,AL00089800,AL00109622,AL00068994,AL10109622,AL00103575,AL10056276,AL10050712,AL10050335,AL10054446,AL00089623,AL10054814,AL00049599,AL00057413,AL10074933,AL00051713,AL00054253,AL00069117,AL00054814,AL00050464,AL00053354,AL00047305,AL10051367,AL00056022,AL00055637,AL10101215,AL10057491,AL00055723,AL10069117,AL00051392,AL00054790,AL00051906,AL00050331,AL00052113,AL00051306,AL00052821,AL00057492
1-SPFP,0.513409961686,0.793103448276,0.563662374821,0.219310344828,0.531700288184,0.605092091008,0.750568181818,0.957219251337,0.822222222222,0.665368331922,0.22480620155,0.653409090909,0.798319327731,0.865217391304,0.687022900763,0.354005167959,1.0,0.196743554953,0.418098031001,0.520325203252,0.918604651163,1.0,1.0,0.821063944116,0.642642642643,0.973607038123,0.704474505723,0.831362075544,0.940683430045,0.90532158015,0.67996839194,0.498196031269,0.938765432099,0.963519313305,0.935450104676,0.903409090909,0.928914285714,0.697115384615,0.792517006803,0.924673784104,0.554285714286,0.922352941176,0.984280532044,0.880116959064,0.954504906334,0.731800766284,0.521101844832,0.419346539748,0.824966078697,0.785628742515,0.478060046189,1.0,0.576023391813,0.503649635036,0.483568075117,0.682352941176,0.704191616766,0.444444444444,0.990675990676,1.0,0.704630788486,0.707547169811,0.713253012048,0.898221343874,0.913669064748,0.758208955224,0.515832482125,0.598683099781,0.897872340426,0.443778110945,0.835192069393,1.0,1.0,0.952941176471,0.669803921569,0.897435897436,0.769076305221,0.912310286678,0.832405345212,0.52652259332,0.894623655914,0.606083086053,0.909657320872,0.638452237001,0.977777777778
1-SPFN,0.515384615385,0.793103448276,0.537517053206,0.223471539002,0.539473684211,0.616445916115,0.764688856729,0.957219251337,0.824053452116,0.658234210085,0.257206208426,0.618279569892,0.776566757493,0.865217391304,0.396475770925,0.418960244648,1.0,0.234627831715,0.42180896027,0.520325203252,0.918604651163,1.0,1.0,0.829533116178,0.654434250765,0.97503671072,0.705821025195,0.8030219274,0.938867438867,0.916694214876,0.656369183829,0.493448481239,0.938765432099,0.939330543933,0.93479776848,0.908571428571,0.927430397079,0.690476190476,0.82332155477,0.924673784104,0.541899441341,0.913752913753,0.977190876351,0.88140556369,0.954504906334,0.743190661479,0.517180837723,0.417948717949,0.363201911589,0.780952380952,0.478060046189,1.0,0.577712609971,0.496402877698,0.518456375839,0.675540765391,0.68253047011,0.46783625731,0.990675990676,1.0,0.701995012469,0.717703349282,0.714113389626,0.897334649556,0.910394265233,0.756703078451,0.526041666667,0.595766129032,0.896441848115,0.434399765189,0.785853089778,1.0,0.972027972028,0.952941176471,0.678855325914,0.0827423167849,0.774780849629,0.915397631134,0.838474481211,0.374301675978,0.894623655914,0.624379059992,0.564796905222,0.642922374429,0.977777777778
SP-Score,0.514397288535,0.793103448276,0.550589714014,0.221390941915,0.535586986197,0.610769003561,0.757628519274,0.957219251337,0.823137837169,0.661801271004,0.241006204988,0.635844330401,0.787443042612,0.865217391304,0.541749335844,0.386482706303,1.0,0.215685693334,0.419953495636,0.520325203252,0.918604651163,1.0,1.0,0.825298530147,0.648538446704,0.974321874421,0.705147765459,0.817192001472,0.939775434456,0.911007897513,0.668168787885,0.495822256254,0.938765432099,0.951424928619,0.935123936578,0.90599025974,0.928172341397,0.693795787546,0.807919280787,0.924673784104,0.548092577813,0.918052927465,0.980735704197,0.880761261377,0.954504906334,0.737495713881,0.519141341277,0.418647628848,0.594083995143,0.783290561734,0.478060046189,1.0,0.576868000892,0.500026256367,0.501012225478,0.678946853284,0.693361043438,0.456140350877,0.990675990676,1.0,0.703312900477,0.712625259547,0.713683200837,0.897777996715,0.912031664991,0.757456016837,0.520937074396,0.597224614406,0.89715709427,0.439088938067,0.810522579586,1.0,0.986013986014,0.952941176471,0.674329623741,0.49008910711,0.771928577425,0.913853958906,0.835439913212,0.450412134649,0.894623655914,0.615231073023,0.737227113047,0.640687305715,0.977777777778
TC,0.0888888888889,0.566666666667,0.3,0.0955882352941,0.257246376812,0.0789473684211,0.374045801527,0.90625,0.716981132075,0.372549019608,0.0714285714286,0.427419354839,0.680769230769,0.731707317073,0.395604395604,0.0933333333333,1.0,0.0254957507082,0.0333333333333,0.244680851064,0.775280898876,1.0,1.0,0.559633027523,0.0985915492958,0.854166666667,0.327380952381,0.426751592357,0.767857142857,0.632478632479,0.146496815287,0.150602409639,0.838383838384,0.901234567901,0.845360824742,0.852459016393,0.422222222222,0.583333333333,0.27380952381,0.795918367347,0.292307692308,0.71875,0.937062937063,0.739495798319,0.844155844156,0.597701149425,0.184971098266,0.129496402878,0.3769751693,0.618055555556,0.193548387097,1.0,0.327868852459,0.377358490566,0.15,0.261904761905,0.477941176471,0.377049180328,0.986013986014,1.0,0.360544217687,0.61038961039,0.276595744681,0.797783933518,0.770114942529,0.3,0.105882352941,0.198347107438,0.717073170732,0.143835616438,0.345864661654,1.0,0.962025316456,0.910112359551,0.277777777778,0.0457516339869,0.441717791411,0.855721393035,0.579710144928,0.0318181818182,0.666666666667,0.279569892473,0.134831460674,0.162337662338,0.955555555556
Modeler,0.513409961686,0.793103448276,0.563662374821,0.219310344828,0.531700288184,0.605092091008,0.750568181818,0.957219251337,0.822222222222,0.665368331922,0.22480620155,0.653409090909,0.798319327731,0.865217391304,0.687022900763,0.354005167959,1.0,0.196743554953,0.418098031001,0.520325203252,0.918604651163,1.0,1.0,0.821063944116,0.642642642643,0.973607038123,0.704474505723,0.831362075544,0.940683430045,0.90532158015,0.67996839194,0.498196031269,0.938765432099,0.963519313305,0.935450104676,0.903409090909,0.928914285714,0.697115384615,0.792517006803,0.924673784104,0.554285714286,0.922352941176,0.984280532044,0.880116959064,0.954504906334,0.731800766284,0.521101844832,0.419346539748,0.824966078697,0.785628742515,0.478060046189,1.0,0.576023391813,0.503649635036,0.483568075117,0.682352941176,0.704191616766,0.444444444444,0.990675990676,1.0,0.704630788486,0.707547169811,0.713253012048,0.898221343874,0.913669064748,0.758208955224,0.515832482125,0.598683099781,0.897872340426,0.443778110945,0.835192069393,1.0,1.0,0.952941176471,0.669803921569,0.897435897436,0.769076305221,0.912310286678,0.832405345212,0.52652259332,0.894623655914,0.606083086053,0.909657320872,0.638452237001,0.977777777778
Compression,0.994011976048,1.0,1.03883495146,1.05988023952,1.01324503311,0.993827160494,1.00699300699,1.0,1.00617283951,1.0462962963,0.890756302521,1.07874015748,1.05693950178,1.0,1.36734693878,0.8125,1.0,0.823423423423,0.993377483444,1.0,1.0,1.0,1.0,1.0,0.946666666667,1.0,1.02631578947,1.14887640449,1.05306122449,1.0,1.36216216216,1.1875,1.0,1.02505219207,1.01421800948,1.0,1.05454545455,1.02469135802,0.898148148148,1.0,1.0,1.02222222222,1.02739726027,1.008,1.0,0.977528089888,0.990697674419,1.07638888889,1.60554371002,1.00657894737,1.0,1.0,1.01639344262,1.01515151515,0.92125984252,1.0,1.15714285714,0.870588235294,1.0,1.0,1.00657894737,0.987951807229,0.982300884956,1.0027100271,1.0,1.01428571429,0.938144329897,1.06611570248,1.01395348837,1.08163265306,1.21387283237,1.0,1.03797468354,1.0,0.925,2.2736318408,0.976470588235,1.0,0.988764044944,1.5320754717,1.0,0.979797979798,1.29257641921,1.01234567901,1.0
Average Pairwise P-Distance,0.814298018949,0.52922705314,0.72558849887,0.866442755423,0.76663335237,0.716576829227,0.786193787616,0.402721774194,0.703348308521,0.809063244915,0.888737204087,0.516129032258,0.749552440302,0.788040385601,0.85097728965,0.847672274575,0.524376417234,0.850695955925,0.815129818058,0.792347415101,0.619511754885,0.770731707317,0.236842105263,0.737639698197,0.839825595677,0.308458383227,0.784573698352,0.698984691535,0.647427116702,0.678466734187,0.708650643938,0.809471716687,0.444285188746,0.6296426235,0.732845499985,0.743230079875,0.619349125512,0.828544212133,0.607942720467,0.732430894085,0.861909953792,0.774176562685,0.572314102178,0.467356948607,0.785150303873,0.787018255578,0.739221783702,0.860946387181,0.749079248371,0.693491285403,0.851960784314,0.0346666666667,0.886406493972,0.744036970781,0.818706564327,0.809847374847,0.801628915955,0.912852664577,0.622377622378,0.706793206793,0.744416359698,0.879336650083,0.784402974313,0.666253343173,0.589742678725,0.807710109027,0.761102969559,0.794908485751,0.657215231991,0.832150611068,0.725144030768,0.0036036036036,0.343550331525,0.690131311764,0.766103536779,0.929481607917,0.812615551788,0.697150997151,0.724044994574,0.811895826654,0.681441666037,0.821851041798,0.746465242071,0.803832859116,0.5
Maximum Pairwise P-Distance,0.976744186047,0.739130434783,0.880733944954,0.955056179775,0.839805825243,0.89,0.910256410256,0.58064516129,0.824324324324,0.942857142857,0.918918918919,0.774193548387,0.788844621514,0.864864864865,0.867647058824,0.975,0.690476190476,0.922222222222,0.934579439252,0.829545454545,0.855421686747,0.878048780488,0.302631578947,0.8625,0.983050847458,0.511111111111,0.87265917603,0.80534351145,0.755980861244,0.842105263158,0.945054945055,0.928057553957,0.833333333333,0.72641509434,0.828125,0.810344827586,0.825,0.885714285714,0.904109589041,0.884615384615,0.929824561404,0.90625,0.647887323944,0.718181818182,0.864864864865,0.882352941176,0.885496183206,0.954545454545,0.895833333333,0.801470588235,0.935714285714,0.048,0.964912280702,0.807692307692,0.893617021277,0.923076923077,0.883333333333,0.945454545455,0.678321678322,0.909090909091,0.909090909091,0.906666666667,0.884615384615,0.743119266055,0.8125,0.89552238806,0.873015873016,0.957746478873,0.737704918033,0.949579831933,0.879310344828,0.00540540540541,0.442857142857,0.855421686747,0.913043478261,0.949275362319,0.883720930233,0.732323232323,0.84126984127,0.862595419847,0.803278688525,0.954545454545,0.83908045977,0.923076923077,0.577777777778
Number of Sequences,4.0,4.0,4.0,6.0,3.0,6.0,9.0,4.0,3.0,13.0,4.0,3.0,3.0,4.0,3.0,7.0,7.0,4.0,7.0,3.0,4.0,5.0,3.0,7.0,5.0,6.0,7.0,7.0,6.0,9.0,8.0,8.0,7.0,3.0,6.0,3.0,15.0,3.0,7.0,7.0,3.0,6.0,4.0,4.0,6.0,3.0,8.0,11.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,6.0,6.0,3.0,3.0,14.0,4.0,3.0,5.0,3.0,5.0,6.0,6.0,13.0,5.0,11.0,10.0,3.0,4.0,3.0,11.0,3.0,5.0,3.0,8.0,5.0,6.0,9.0,4.0,12.0,4.0
Reference Length,167.0,60.0,206.0,167.0,302.0,162.0,143.0,32.0,162.0,108.0,119.0,127.0,281.0,45.0,147.0,96.0,84.0,555.0,151.0,122.0,90.0,41.0,76.0,112.0,75.0,48.0,380.0,356.0,245.0,117.0,185.0,176.0,99.0,479.0,211.0,75.0,55.0,81.0,108.0,104.0,69.0,45.0,146.0,125.0,78.0,89.0,215.0,144.0,469.0,152.0,157.0,125.0,61.0,66.0,127.0,43.0,140.0,85.0,145.0,22.0,152.0,83.0,113.0,369.0,88.0,70.0,97.0,121.0,215.0,147.0,173.0,185.0,79.0,180.0,40.0,201.0,170.0,205.0,89.0,265.0,64.0,99.0,229.0,162.0,46.0
