Statistics,AL10051306,AL10063562,AL00050685,AL10050875,AL00056276,AL00052787,AL00052441,AL00057282,AL00055186,AL00054403,AL00050715,AL00102031,AL00053377,AL00089447,AL10048599,AL10063763,AL00055594,AL00052150,AL00052086,AL20089447,AL00101215,AL00088995,AL00089048,AL00054407,AL10047861,AL00100897,AL00053614,AL00051934,AL00069394,AL00050465,AL00050799,AL10063410,AL00054097,AL00051931,AL00069572,AL00063763,AL00057468,AL00082614,AL00055593,AL00063492,AL00074653,AL10050021,AL00064294,AL00050876,AL00047861,AL00051984,AL00052141,AL00088696,AL00069381,AL00089800,AL00109622,AL00068994,AL10109622,AL00103575,AL10056276,AL10050712,AL10050335,AL10054446,AL00089623,AL10054814,AL00049599,AL00057413,AL10074933,AL00051713,AL00054253,AL00069117,AL00054814,AL00050464,AL00053354,AL00047305,AL10051367,AL00056022,AL00055637,AL10101215,AL10057491,AL00055723,AL10069117,AL00051392,AL00054790,AL00051906,AL00050331,AL00052113,AL00051306,AL00052821,AL00057492
1-SPFP,0.5,0.848275862069,0.667142857143,0.362799263352,0.567375886525,0.623595505618,0.709205620878,1.0,0.818823529412,0.63754550182,0.316239316239,0.664772727273,0.759831460674,0.631067961165,0.471774193548,0.326783867632,1.0,0.215485756026,0.436113575865,0.532520325203,0.905325443787,1.0,1.0,0.845988152935,0.651651651652,0.973607038123,0.715142957995,0.846840148699,0.915172855314,0.909239307868,0.696152320508,0.483431402911,0.940779220779,0.921548117155,0.957552175451,0.840909090909,0.934261584113,0.52736318408,0.814285714286,0.749404761905,0.704545454545,0.80376344086,0.992797118848,0.887407407407,0.965209634255,0.722448979592,0.547547273226,0.493787922566,0.566860465116,0.818291215403,0.53316953317,1.0,0.536363636364,0.412213740458,0.442567567568,0.934673366834,0.703552708212,0.193103448276,0.990675990676,1.0,0.650704225352,0.545454545455,0.698780487805,0.896245059289,0.956989247312,0.640041493776,0.450901803607,0.6269527897,0.870499731327,0.601367781155,0.878091872792,1.0,0.990675990676,0.871485943775,0.606373815676,0.189910979228,0.611312545323,0.8,0.864293659622,0.406691449814,0.931182795699,0.667705492793,0.692007797271,0.597184785864,1.0
1-SPFN,0.503846153846,0.848275862069,0.637107776262,0.276879831342,0.584795321637,0.612582781457,0.715774240232,1.0,0.775055679287,0.616183615346,0.328159645233,0.629032258065,0.737057220708,0.565217391304,0.515418502203,0.322120285423,1.0,0.238673139159,0.415469146238,0.532520325203,0.889534883721,1.0,1.0,0.852877307275,0.663608562691,0.97503671072,0.704083405734,0.83950617284,0.919884169884,0.920661157025,0.669336384439,0.464860035736,0.894320987654,0.921548117155,0.943863319386,0.845714285714,0.934048379735,0.504761904762,0.805653710247,0.746737841044,0.692737430168,0.69696969697,0.992797118848,0.87701317716,0.965209634255,0.688715953307,0.501128668172,0.438205128205,0.582437275986,0.809523809524,0.501154734411,1.0,0.519061583578,0.388489208633,0.439597315436,0.928452579035,0.7011027278,0.163742690058,0.990675990676,1.0,0.576059850374,0.516746411483,0.691194209891,0.895360315893,0.956989247312,0.61271102284,0.46875,0.613575268817,0.860329261816,0.580716172586,0.869218810727,1.0,0.990675990676,0.850980392157,0.559618441971,0.151300236407,0.568442346595,0.77834179357,0.871564778463,0.381983240223,0.931182795699,0.654948414215,0.68665377176,0.60700152207,1.0
SP-Score,0.501923076923,0.848275862069,0.652125316702,0.319839547347,0.576085604081,0.618089143537,0.712489930555,1.0,0.79693960435,0.626864558583,0.322199480736,0.646902492669,0.748444340691,0.598142676235,0.493596347876,0.324452076527,1.0,0.227079447592,0.425791361052,0.532520325203,0.897430163754,1.0,1.0,0.849432730105,0.657630107171,0.974321874421,0.709613181865,0.843173160769,0.917528512599,0.914950232446,0.682744352474,0.474145719323,0.917550104217,0.921548117155,0.950707747419,0.843311688312,0.934154981924,0.516062544421,0.809969712267,0.748071301474,0.698641442357,0.750366568915,0.992797118848,0.882210292283,0.965209634255,0.70558246645,0.524337970699,0.465996525385,0.574648870551,0.813907512463,0.51716213379,1.0,0.527712609971,0.400351474546,0.441082441502,0.931562972935,0.702327718006,0.178423069167,0.990675990676,1.0,0.613382037863,0.531100478469,0.694987348848,0.895802687591,0.956989247312,0.626376258308,0.459825901804,0.620264029258,0.865414496572,0.59104197687,0.873655341759,1.0,0.990675990676,0.861233167966,0.582996128824,0.170605607818,0.589877445959,0.789170896785,0.867929219043,0.394337345019,0.931182795699,0.661326953504,0.689330784516,0.602093153967,1.0
TC,0.133333333333,0.633333333333,0.457894736842,0.102941176471,0.307971014493,0.131578947368,0.167938931298,1.0,0.616352201258,0.274509803922,0.0178571428571,0.443548387097,0.634615384615,0.390243902439,0.362637362637,0.146666666667,1.0,0.0254957507082,0.02,0.244680851064,0.76404494382,1.0,1.0,0.577981651376,0.0985915492958,0.854166666667,0.339285714286,0.487261146497,0.709821428571,0.683760683761,0.229299363057,0.126506024096,0.727272727273,0.873456790123,0.881443298969,0.737704918033,0.488888888889,0.347222222222,0.261904761905,0.561224489796,0.476923076923,0.46875,0.979020979021,0.72268907563,0.857142857143,0.51724137931,0.173410404624,0.194244604317,0.34762979684,0.618055555556,0.245161290323,1.0,0.147540983607,0.264150943396,0.1,0.761904761905,0.470588235294,0.016393442623,0.986013986014,1.0,0.231292517007,0.38961038961,0.36170212766,0.792243767313,0.83908045977,0.157142857143,0.129411764706,0.123966942149,0.687804878049,0.219178082192,0.601503759398,1.0,0.974683544304,0.76404494382,0.222222222222,0.0,0.122699386503,0.686567164179,0.579710144928,0.177272727273,0.761904761905,0.354838709677,0.426966292135,0.0844155844156,1.0
Modeler,0.5,0.848275862069,0.667142857143,0.362799263352,0.567375886525,0.623595505618,0.709205620878,1.0,0.818823529412,0.63754550182,0.316239316239,0.664772727273,0.759831460674,0.631067961165,0.471774193548,0.326783867632,1.0,0.215485756026,0.436113575865,0.532520325203,0.905325443787,1.0,1.0,0.845988152935,0.651651651652,0.973607038123,0.715142957995,0.846840148699,0.915172855314,0.909239307868,0.696152320508,0.483431402911,0.940779220779,0.921548117155,0.957552175451,0.840909090909,0.934261584113,0.52736318408,0.814285714286,0.749404761905,0.704545454545,0.80376344086,0.992797118848,0.887407407407,0.965209634255,0.722448979592,0.547547273226,0.493787922566,0.566860465116,0.818291215403,0.53316953317,1.0,0.536363636364,0.412213740458,0.442567567568,0.934673366834,0.703552708212,0.193103448276,0.990675990676,1.0,0.650704225352,0.545454545455,0.698780487805,0.896245059289,0.956989247312,0.640041493776,0.450901803607,0.6269527897,0.870499731327,0.601367781155,0.878091872792,1.0,0.990675990676,0.871485943775,0.606373815676,0.189910979228,0.611312545323,0.8,0.864293659622,0.406691449814,0.931182795699,0.667705492793,0.692007797271,0.597184785864,1.0
Compression,0.988023952096,1.0,1.02912621359,1.24550898204,0.96357615894,1.07407407407,0.993006993007,1.0,1.08024691358,1.0,0.957983193277,1.07874015748,1.03558718861,1.15555555556,0.87074829932,1.02083333333,1.0,0.875675675676,1.1059602649,1.0,1.03333333333,1.0,1.0,0.991071428571,0.946666666667,1.0,1.00526315789,1.02808988764,1.0,1.0,1.15675675676,1.08522727273,1.10101010101,0.995824634656,1.04265402844,1.0,1.0,1.06172839506,1.02777777778,1.00961538462,1.01449275362,1.0,1.0,1.032,1.0,1.06741573034,1.06511627907,1.11805555556,0.968017057569,1.01315789474,1.08280254777,1.0,1.06557377049,1.09090909091,1.03149606299,1.0,1.03571428571,1.08235294118,1.0,1.0,1.17763157895,1.07228915663,1.00884955752,1.0027100271,1.0,1.14285714286,0.907216494845,1.0,1.02790697674,1.0612244898,1.06936416185,1.0,1.0,1.03333333333,1.225,1.17412935323,1.17058823529,1.04390243902,1.0,1.02641509434,1.0,1.0404040404,1.00873362445,0.938271604938,1.0
Average Pairwise P-Distance,0.814298018949,0.52922705314,0.72558849887,0.866442755423,0.76663335237,0.716576829227,0.786193787616,0.402721774194,0.703348308521,0.809063244915,0.888737204087,0.516129032258,0.749552440302,0.788040385601,0.85097728965,0.847672274575,0.524376417234,0.850695955925,0.815129818058,0.792347415101,0.619511754885,0.770731707317,0.236842105263,0.737639698197,0.839825595677,0.308458383227,0.784573698352,0.698984691535,0.647427116702,0.678466734187,0.708650643938,0.809471716687,0.444285188746,0.6296426235,0.732845499985,0.743230079875,0.619349125512,0.828544212133,0.607942720467,0.732430894085,0.861909953792,0.774176562685,0.572314102178,0.467356948607,0.785150303873,0.787018255578,0.739221783702,0.860946387181,0.749079248371,0.693491285403,0.851960784314,0.0346666666667,0.886406493972,0.744036970781,0.818706564327,0.809847374847,0.801628915955,0.912852664577,0.622377622378,0.706793206793,0.744416359698,0.879336650083,0.784402974313,0.666253343173,0.589742678725,0.807710109027,0.761102969559,0.794908485751,0.657215231991,0.832150611068,0.725144030768,0.0036036036036,0.343550331525,0.690131311764,0.766103536779,0.929481607917,0.812615551788,0.697150997151,0.724044994574,0.811895826654,0.681441666037,0.821851041798,0.746465242071,0.803832859116,0.5
Maximum Pairwise P-Distance,0.976744186047,0.739130434783,0.880733944954,0.955056179775,0.839805825243,0.89,0.910256410256,0.58064516129,0.824324324324,0.942857142857,0.918918918919,0.774193548387,0.788844621514,0.864864864865,0.867647058824,0.975,0.690476190476,0.922222222222,0.934579439252,0.829545454545,0.855421686747,0.878048780488,0.302631578947,0.8625,0.983050847458,0.511111111111,0.87265917603,0.80534351145,0.755980861244,0.842105263158,0.945054945055,0.928057553957,0.833333333333,0.72641509434,0.828125,0.810344827586,0.825,0.885714285714,0.904109589041,0.884615384615,0.929824561404,0.90625,0.647887323944,0.718181818182,0.864864864865,0.882352941176,0.885496183206,0.954545454545,0.895833333333,0.801470588235,0.935714285714,0.048,0.964912280702,0.807692307692,0.893617021277,0.923076923077,0.883333333333,0.945454545455,0.678321678322,0.909090909091,0.909090909091,0.906666666667,0.884615384615,0.743119266055,0.8125,0.89552238806,0.873015873016,0.957746478873,0.737704918033,0.949579831933,0.879310344828,0.00540540540541,0.442857142857,0.855421686747,0.913043478261,0.949275362319,0.883720930233,0.732323232323,0.84126984127,0.862595419847,0.803278688525,0.954545454545,0.83908045977,0.923076923077,0.577777777778
Number of Sequences,4.0,4.0,4.0,6.0,3.0,6.0,9.0,4.0,3.0,13.0,4.0,3.0,3.0,4.0,3.0,7.0,7.0,4.0,7.0,3.0,4.0,5.0,3.0,7.0,5.0,6.0,7.0,7.0,6.0,9.0,8.0,8.0,7.0,3.0,6.0,3.0,15.0,3.0,7.0,7.0,3.0,6.0,4.0,4.0,6.0,3.0,8.0,11.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,6.0,6.0,3.0,3.0,14.0,4.0,3.0,5.0,3.0,5.0,6.0,6.0,13.0,5.0,11.0,10.0,3.0,4.0,3.0,11.0,3.0,5.0,3.0,8.0,5.0,6.0,9.0,4.0,12.0,4.0
Reference Length,167.0,60.0,206.0,167.0,302.0,162.0,143.0,32.0,162.0,108.0,119.0,127.0,281.0,45.0,147.0,96.0,84.0,555.0,151.0,122.0,90.0,41.0,76.0,112.0,75.0,48.0,380.0,356.0,245.0,117.0,185.0,176.0,99.0,479.0,211.0,75.0,55.0,81.0,108.0,104.0,69.0,45.0,146.0,125.0,78.0,89.0,215.0,144.0,469.0,152.0,157.0,125.0,61.0,66.0,127.0,43.0,140.0,85.0,145.0,22.0,152.0,83.0,113.0,369.0,88.0,70.0,97.0,121.0,215.0,147.0,173.0,185.0,79.0,180.0,40.0,201.0,170.0,205.0,89.0,265.0,64.0,99.0,229.0,162.0,46.0
Estimated Length,165.0,60.0,212.0,208.0,291.0,174.0,142.0,32.0,175.0,108.0,114.0,137.0,291.0,52.0,128.0,98.0,84.0,486.0,167.0,122.0,93.0,41.0,76.0,111.0,71.0,48.0,382.0,366.0,245.0,117.0,214.0,191.0,109.0,477.0,220.0,75.0,55.0,86.0,111.0,105.0,70.0,45.0,146.0,129.0,78.0,95.0,229.0,161.0,454.0,154.0,170.0,125.0,65.0,72.0,131.0,43.0,145.0,92.0,145.0,22.0,179.0,89.0,114.0,370.0,88.0,80.0,88.0,121.0,221.0,156.0,185.0,185.0,79.0,186.0,49.0,236.0,199.0,214.0,89.0,272.0,64.0,103.0,231.0,152.0,46.0
Maximum Ungapped Length,165.0,60.0,191.0,129.0,280.0,153.0,126.0,32.0,159.0,97.0,101.0,127.0,281.0,44.0,119.0,71.0,84.0,448.0,149.0,110.0,89.0,41.0,76.0,107.0,71.0,48.0,337.0,302.0,235.0,104.0,173.0,160.0,98.0,468.0,204.0,73.0,51.0,76.0,97.0,104.0,69.0,45.0,145.0,119.0,77.0,87.0,191.0,136.0,428.0,149.0,155.0,125.0,60.0,63.0,116.0,43.0,137.0,74.0,145.0,22.0,151.0,81.0,96.0,366.0,88.0,70.0,86.0,104.0,204.0,145.0,154.0,185.0,79.0,178.0,34.0,180.0,164.0,205.0,88.0,225.0,64.0,90.0,222.0,125.0,46.0
Sequence Length Heterogeneity,1.34102718446,0.152507618277,0.271207638478,0.110341115921,0.111641298133,0.142749867157,0.126146246741,0.0183285799743,0.0259067428483,0.114388708133,0.0714285714286,0.0139681516739,0.075417109506,0.0661437827766,0.19133313259,0.0979664128145,0.0,0.343853028363,0.178453719568,0.120983844746,0.0280898876404,0.0,0.0,0.117180944039,0.0467297920966,0.0450051437389,0.0816495231461,0.080223503263,0.0540988149946,0.0779759380423,0.360571590374,0.141120222239,0.0115703410105,0.250946305383,0.0244592445813,0.125092558324,0.0631811819517,0.0352766841475,0.0584945017752,0.15656930603,0.0798924278865,0.215349259352,0.0234328931461,0.00814831581069,0.0144137515133,0.0,0.0839186935906,0.435104921973,0.207580242632,0.031460626752,0.0521477662494,0.0,0.0254237288136,0.166666666667,0.0461574358827,0.0377852033776,0.0844432381781,0.118628301042,0.00807482893972,0.0,0.0938512566285,0.0793120233334,0.0335119795208,0.0535758375611,0.0303218716521,0.0271810025183,0.119238424864,0.124709221779,0.0293873196326,0.0767709361251,0.118214912303,0.0,0.0697470123853,0.0324354083814,0.149666295471,0.122272061064,0.0886285451032,0.0204113731532,0.124247165619,0.221967410333,0.0163935803014,0.0858301617396,0.733316591137,0.0843326280554,0.0111111111111
Gappiness Percentage,0.553892215569,0.116666666667,0.252427184466,0.310379241517,0.136865342163,0.157407407407,0.245532245532,0.015625,0.0411522633745,0.214387464387,0.224789915966,0.0157480314961,0.0771055753262,0.1,0.30612244898,0.379464285714,0.0,0.43018018018,0.172185430464,0.20218579235,0.025,0.0,0.0,0.137755102041,0.0826666666667,0.0277777777778,0.208646616541,0.19823434992,0.117006802721,0.193732193732,0.393243243243,0.223011363636,0.015873015873,0.221294363257,0.0758293838863,0.142222222222,0.212121212121,0.0864197530864,0.205026455026,0.162087912088,0.0772946859903,0.285185185185,0.0325342465753,0.058,0.025641025641,0.0224719101124,0.260465116279,0.36047979798,0.249466950959,0.0526315789474,0.0424628450106,0.0,0.0368852459016,0.181818181818,0.127952755906,0.046511627907,0.114285714286,0.211764705882,0.00919540229885,0.0,0.0690789473684,0.0923694779116,0.189380530973,0.0460704607046,0.0295454545455,0.0238095238095,0.249140893471,0.27145581691,0.0846511627907,0.103277674706,0.292485549133,0.0,0.0569620253165,0.0296296296296,0.325,0.189054726368,0.0776470588235,0.0227642276423,0.231741573034,0.315471698113,0.0208333333333,0.181818181818,0.465065502183,0.292695473251,0.0163043478261
