Statistics,AL10051306,AL10063562,AL00050685,AL10050875,AL00056276,AL00052787,AL00052441,AL00057282,AL00055186,AL00054403,AL00050715,AL00102031,AL00053377,AL00089447,AL10048599,AL10063763,AL00055594,AL00052150,AL00052086,AL20089447,AL00101215,AL00088995,AL00089048,AL00054407,AL10047861,AL00100897,AL00053614,AL00051934,AL00069394,AL00050465,AL00050799,AL10063410,AL00054097,AL00051931,AL00069572,AL00063763,AL00057468,AL00082614,AL00055593,AL00063492,AL00074653,AL10050021,AL00064294,AL00050876,AL00047861,AL00051984,AL00052141,AL00088696,AL00069381,AL00089800,AL00109622,AL00068994,AL10109622,AL00103575,AL10056276,AL10050712,AL10050335,AL10054446,AL00089623,AL10054814,AL00049599,AL00057413,AL10074933,AL00051713,AL00054253,AL00069117,AL00054814,AL00050464,AL00053354,AL00047305,AL10051367,AL00056022,AL00055637,AL10101215,AL10057491,AL00055723,AL10069117,AL00051392,AL00054790,AL00051906,AL00050331,AL00052113,AL00051306,AL00052821,AL00057492
1-SPFP,0.515503875969,0.820689655172,0.407680945347,0.245204336947,0.517027863777,0.611965811966,0.675381903643,0.978609625668,0.776548672566,0.411660777385,0.158682634731,0.710227272727,0.880108991826,0.665048543689,0.419213973799,0.362301101591,1.0,0.213859910581,0.516937354988,0.621951219512,0.953488372093,1.0,1.0,0.702081051479,0.617691154423,0.973607038123,0.579816513761,0.847274085138,0.890885750963,0.858840475333,0.657270693512,0.362188157499,0.921695760599,0.926854754441,0.914938488576,0.742857142857,0.885950793286,0.677884615385,0.79020979021,0.772673031026,0.676136363636,0.745192307692,0.986794717887,0.899854862119,0.979482604817,0.697959183673,0.526717557252,0.356388088377,0.574009324009,0.826666666667,0.451764705882,1.0,0.567307692308,0.484848484848,0.370656370656,0.662116040956,0.747647058824,0.0,0.986013986014,1.0,0.67029972752,0.563157894737,0.735757575758,0.945598417409,0.914868105516,0.665972944849,0.529230769231,0.577637297511,0.839372633856,0.424853228963,0.851599147122,1.0,1.0,0.872,0.505735140772,0.0898203592814,0.51652892562,0.869932432432,0.859250851305,0.459618208517,0.92688172043,0.456289978678,0.646245059289,0.547388176415,0.936567164179
1-SPFN,0.511538461538,0.820689655172,0.37653478854,0.206605762474,0.488304093567,0.592715231788,0.665412445731,0.978609625668,0.781737193764,0.312280113922,0.117516629712,0.672043010753,0.880108991826,0.595652173913,0.422907488987,0.301732925586,1.0,0.232200647249,0.470836855452,0.621951219512,0.953488372093,1.0,1.0,0.695982627579,0.62996941896,0.97503671072,0.549087749783,0.836189423254,0.893178893179,0.788429752066,0.560259344012,0.358844550328,0.912592592593,0.927824267782,0.90760111576,0.742857142857,0.879278868097,0.671428571429,0.798586572438,0.768090154211,0.664804469274,0.722610722611,0.986794717887,0.90775988287,0.979482604817,0.665369649805,0.43265613243,0.285384615385,0.588410991637,0.811904761905,0.443418013857,1.0,0.519061583578,0.460431654676,0.322147651007,0.645590682196,0.737666860128,0.0,0.986013986014,1.0,0.613466334165,0.511961722488,0.73220747889,0.943731490622,0.911589008363,0.635551142006,0.5375,0.49126344086,0.824216675518,0.318608746698,0.776136805286,1.0,1.0,0.854901960784,0.385532591415,0.0709219858156,0.421443020904,0.871404399323,0.849130678632,0.437150837989,0.92688172043,0.408865112724,0.63249516441,0.532724505327,0.92962962963
SP-Score,0.513521168754,0.820689655172,0.392107866944,0.225905049711,0.502665978672,0.602340521877,0.670397174687,0.978609625668,0.779142933165,0.361970445654,0.138099632221,0.69113514174,0.880108991826,0.630350358801,0.421060731393,0.332017013589,1.0,0.223030278915,0.49388710522,0.621951219512,0.953488372093,1.0,1.0,0.699031839529,0.623830286692,0.974321874421,0.564452131772,0.841731754196,0.892032322071,0.8236351137,0.608765018762,0.360516353913,0.917144176596,0.927339511112,0.911269802168,0.742857142857,0.882614830691,0.674656593407,0.794398181324,0.770381592619,0.670470416455,0.733901515152,0.986794717887,0.903807372494,0.979482604817,0.681664416739,0.479686844841,0.320886351881,0.581210157823,0.819285714286,0.44759135987,1.0,0.543184637943,0.472640069762,0.346402010832,0.653853361576,0.742656959476,0.0,0.986013986014,1.0,0.641883030843,0.537559808612,0.733982527324,0.944664954015,0.913228556939,0.650762043428,0.533365384615,0.534450369186,0.831794654687,0.37173098783,0.813867976204,1.0,1.0,0.863450980392,0.445633866093,0.0803711725485,0.468985973262,0.870668415878,0.854190764968,0.448384523253,0.92688172043,0.432577545701,0.639370111849,0.540056340871,0.933098396904
TC,0.133333333333,0.566666666667,0.168421052632,0.0514705882353,0.199275362319,0.190789473684,0.106870229008,0.9375,0.641509433962,0.0196078431373,0.0,0.508064516129,0.792307692308,0.365853658537,0.241758241758,0.0,1.0,0.0226628895184,0.126666666667,0.404255319149,0.887640449438,1.0,1.0,0.357798165138,0.0140845070423,0.854166666667,0.220238095238,0.531847133758,0.696428571429,0.350427350427,0.0,0.0180722891566,0.777777777778,0.891975308642,0.814432989691,0.606557377049,0.444444444444,0.527777777778,0.202380952381,0.530612244898,0.461538461538,0.40625,0.972027972028,0.781512605042,0.909090909091,0.48275862069,0.0751445086705,0.0,0.248306997743,0.659722222222,0.193548387097,1.0,0.311475409836,0.339622641509,0.0,0.214285714286,0.470588235294,0.0,0.979020979021,1.0,0.21768707483,0.376623376623,0.351063829787,0.880886426593,0.735632183908,0.228571428571,0.176470588235,0.00826446280992,0.59512195122,0.013698630137,0.360902255639,1.0,1.0,0.752808988764,0.111111111111,0.0,0.00613496932515,0.786069651741,0.521739130435,0.0318181818182,0.761904761905,0.0,0.303370786517,0.0454545454545,0.888888888889
Modeler,0.515503875969,0.820689655172,0.407680945347,0.245204336947,0.517027863777,0.611965811966,0.675381903643,0.978609625668,0.776548672566,0.411660777385,0.158682634731,0.710227272727,0.880108991826,0.665048543689,0.419213973799,0.362301101591,1.0,0.213859910581,0.516937354988,0.621951219512,0.953488372093,1.0,1.0,0.702081051479,0.617691154423,0.973607038123,0.579816513761,0.847274085138,0.890885750963,0.858840475333,0.657270693512,0.362188157499,0.921695760599,0.926854754441,0.914938488576,0.742857142857,0.885950793286,0.677884615385,0.79020979021,0.772673031026,0.676136363636,0.745192307692,0.986794717887,0.899854862119,0.979482604817,0.697959183673,0.526717557252,0.356388088377,0.574009324009,0.826666666667,0.451764705882,1.0,0.567307692308,0.484848484848,0.370656370656,0.662116040956,0.747647058824,0.0,0.986013986014,1.0,0.67029972752,0.563157894737,0.735757575758,0.945598417409,0.914868105516,0.665972944849,0.529230769231,0.577637297511,0.839372633856,0.424853228963,0.851599147122,1.0,1.0,0.872,0.505735140772,0.0898203592814,0.51652892562,0.869932432432,0.859250851305,0.459618208517,0.92688172043,0.456289978678,0.646245059289,0.547388176415,0.936567164179
Compression,1.0,1.0,1.01941747573,1.11976047904,1.05629139073,1.03086419753,0.979020979021,1.0,0.993827160494,1.33333333333,1.3025210084,1.07874015748,1.0,1.13333333333,0.925170068027,1.05208333333,1.0,0.899099099099,1.12582781457,1.0,1.0,1.0,1.0,1.01785714286,0.946666666667,1.0,1.02368421053,0.988764044944,1.0,1.12820512821,1.3027027027,1.03977272727,1.0202020202,0.993736951983,0.995260663507,1.0,0.981818181818,1.01234567901,0.972222222222,1.00961538462,1.0,1.0,1.0,0.984,1.0,1.06741573034,1.16744186047,1.14583333333,0.974413646055,1.01973684211,1.02547770701,1.0,1.13114754098,1.07575757576,1.20472440945,1.02325581395,1.02142857143,1.22352941176,1.0,1.0,1.13157894737,1.12048192771,0.946902654867,1.0,1.0,1.11428571429,0.917525773196,1.14876033058,1.00930232558,1.39455782313,1.03468208092,1.0,1.0,1.02777777778,1.25,1.12935323383,1.37647058824,1.0,0.988764044944,0.939622641509,1.0,1.06060606061,1.01310043668,0.925925925926,1.0
Average Pairwise P-Distance,0.814298018949,0.52922705314,0.72558849887,0.866442755423,0.76663335237,0.716576829227,0.786193787616,0.402721774194,0.703348308521,0.809063244915,0.888737204087,0.516129032258,0.749552440302,0.788040385601,0.85097728965,0.847672274575,0.524376417234,0.850695955925,0.815129818058,0.792347415101,0.619511754885,0.770731707317,0.236842105263,0.737639698197,0.839825595677,0.308458383227,0.784573698352,0.698984691535,0.647427116702,0.678466734187,0.708650643938,0.809471716687,0.444285188746,0.6296426235,0.732845499985,0.743230079875,0.619349125512,0.828544212133,0.607942720467,0.732430894085,0.861909953792,0.774176562685,0.572314102178,0.467356948607,0.785150303873,0.787018255578,0.739221783702,0.860946387181,0.749079248371,0.693491285403,0.851960784314,0.0346666666667,0.886406493972,0.744036970781,0.818706564327,0.809847374847,0.801628915955,0.912852664577,0.622377622378,0.706793206793,0.744416359698,0.879336650083,0.784402974313,0.666253343173,0.589742678725,0.807710109027,0.761102969559,0.794908485751,0.657215231991,0.832150611068,0.725144030768,0.0036036036036,0.343550331525,0.690131311764,0.766103536779,0.929481607917,0.812615551788,0.697150997151,0.724044994574,0.811895826654,0.681441666037,0.821851041798,0.746465242071,0.803832859116,0.5
Maximum Pairwise P-Distance,0.976744186047,0.739130434783,0.880733944954,0.955056179775,0.839805825243,0.89,0.910256410256,0.58064516129,0.824324324324,0.942857142857,0.918918918919,0.774193548387,0.788844621514,0.864864864865,0.867647058824,0.975,0.690476190476,0.922222222222,0.934579439252,0.829545454545,0.855421686747,0.878048780488,0.302631578947,0.8625,0.983050847458,0.511111111111,0.87265917603,0.80534351145,0.755980861244,0.842105263158,0.945054945055,0.928057553957,0.833333333333,0.72641509434,0.828125,0.810344827586,0.825,0.885714285714,0.904109589041,0.884615384615,0.929824561404,0.90625,0.647887323944,0.718181818182,0.864864864865,0.882352941176,0.885496183206,0.954545454545,0.895833333333,0.801470588235,0.935714285714,0.048,0.964912280702,0.807692307692,0.893617021277,0.923076923077,0.883333333333,0.945454545455,0.678321678322,0.909090909091,0.909090909091,0.906666666667,0.884615384615,0.743119266055,0.8125,0.89552238806,0.873015873016,0.957746478873,0.737704918033,0.949579831933,0.879310344828,0.00540540540541,0.442857142857,0.855421686747,0.913043478261,0.949275362319,0.883720930233,0.732323232323,0.84126984127,0.862595419847,0.803278688525,0.954545454545,0.83908045977,0.923076923077,0.577777777778
Number of Sequences,4.0,4.0,4.0,6.0,3.0,6.0,9.0,4.0,3.0,13.0,4.0,3.0,3.0,4.0,3.0,7.0,7.0,4.0,7.0,3.0,4.0,5.0,3.0,7.0,5.0,6.0,7.0,7.0,6.0,9.0,8.0,8.0,7.0,3.0,6.0,3.0,15.0,3.0,7.0,7.0,3.0,6.0,4.0,4.0,6.0,3.0,8.0,11.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,6.0,6.0,3.0,3.0,14.0,4.0,3.0,5.0,3.0,5.0,6.0,6.0,13.0,5.0,11.0,10.0,3.0,4.0,3.0,11.0,3.0,5.0,3.0,8.0,5.0,6.0,9.0,4.0,12.0,4.0
Reference Length,167.0,60.0,206.0,167.0,302.0,162.0,143.0,32.0,162.0,108.0,119.0,127.0,281.0,45.0,147.0,96.0,84.0,555.0,151.0,122.0,90.0,41.0,76.0,112.0,75.0,48.0,380.0,356.0,245.0,117.0,185.0,176.0,99.0,479.0,211.0,75.0,55.0,81.0,108.0,104.0,69.0,45.0,146.0,125.0,78.0,89.0,215.0,144.0,469.0,152.0,157.0,125.0,61.0,66.0,127.0,43.0,140.0,85.0,145.0,22.0,152.0,83.0,113.0,369.0,88.0,70.0,97.0,121.0,215.0,147.0,173.0,185.0,79.0,180.0,40.0,201.0,170.0,205.0,89.0,265.0,64.0,99.0,229.0,162.0,46.0
