Statistics,AL10051306,AL10063562,AL00050685,AL10050875,AL00056276,AL00052787,AL00052441,AL00057282,AL00055186,AL00054403,AL00050715,AL00102031,AL00053377,AL00089447,AL10048599,AL10063763,AL00055594,AL00052150,AL00052086,AL20089447,AL00101215,AL00088995,AL00089048,AL00054407,AL10047861,AL00100897,AL00053614,AL00051934,AL00069394,AL00050465,AL00050799,AL10063410,AL00054097,AL00051931,AL00069572,AL00063763,AL00057468,AL00082614,AL00055593,AL00063492,AL00074653,AL10050021,AL00064294,AL00050876,AL00047861,AL00051984,AL00052141,AL00088696,AL00069381,AL00089800,AL00109622,AL00068994,AL10109622,AL00103575,AL10056276,AL10050712,AL10050335,AL10054446,AL00089623,AL10054814,AL00049599,AL00057413,AL10074933,AL00051713,AL00054253,AL00069117,AL00054814,AL00050464,AL00053354,AL00047305,AL10051367,AL00056022,AL00055637,AL10101215,AL10057491,AL00055723,AL10069117,AL00051392,AL00054790,AL00051906,AL00050331,AL00052113,AL00051306,AL00052821,AL00057492
1-SPFP,0.563706563707,0.834482758621,0.653439153439,0.302076777848,0.615492957746,0.58501913614,0.744318181818,0.957219251337,0.824444444444,0.637956935403,0.247148288973,0.664772727273,0.779005524862,0.73275862069,0.642857142857,0.377455166524,1.0,0.200814111262,0.488794926004,0.561538461538,0.959302325581,1.0,1.0,0.787211176787,0.71964017991,0.973607038123,0.705841566996,0.825820812465,0.924461587914,0.916421808684,0.53718384296,0.492068070378,0.93566084788,0.941422594142,0.936845778088,0.852272727273,0.92547857794,0.685714285714,0.853741496599,0.915183867141,0.696629213483,0.885245901639,0.996381182147,0.871532846715,0.969534050179,0.731800766284,0.495962808906,0.42411057077,0.600457927876,0.859188544153,0.685057471264,1.0,0.731563421829,0.521739130435,0.453808752026,0.717647058824,0.724495677233,0.494565217391,0.972027972028,1.0,0.689526184539,0.830985915493,0.732394366197,0.922090729783,0.943847072879,0.784294234592,0.662298387097,0.65688225539,0.910447761194,0.564478311841,0.890674603175,1.0,0.990675990676,0.890196078431,0.703937007874,0.225950782998,0.792642140468,0.908937605396,0.85201793722,0.49460916442,0.936559139785,0.662730627306,0.548571428571,0.641327300151,0.977777777778
1-SPFN,0.561538461538,0.834482758621,0.673942701228,0.337315530569,0.638888888889,0.590507726269,0.758321273517,0.957219251337,0.826280623608,0.64030825934,0.288248337029,0.629032258065,0.768392370572,0.739130434783,0.753303964758,0.450560652396,1.0,0.239482200647,0.488588334742,0.593495934959,0.959302325581,1.0,1.0,0.795331161781,0.733944954128,0.97503671072,0.707558644657,0.82034273079,0.925353925354,0.927933884298,0.542715484363,0.508040500298,0.926419753086,0.941422594142,0.936192468619,0.857142857143,0.926745778183,0.685714285714,0.886925795053,0.915183867141,0.692737430168,0.881118881119,0.991596638655,0.874084919473,0.965209634255,0.743190661479,0.508402307499,0.424871794872,0.626642771804,0.857142857143,0.688221709007,1.0,0.727272727273,0.517985611511,0.469798657718,0.710482529118,0.729541497388,0.53216374269,0.972027972028,1.0,0.689526184539,0.846889952153,0.75271411339,0.923000987167,0.943847072879,0.783515392254,0.684375,0.665490591398,0.907063197026,0.565306721456,0.872328021764,1.0,0.990675990676,0.890196078431,0.710651828299,0.238770685579,0.799055967633,0.912013536379,0.852495793606,0.512569832402,0.936559139785,0.686282002293,0.557059961315,0.647184170472,0.977777777778
SP-Score,0.562622512623,0.834482758621,0.663690927333,0.319696154208,0.627190923318,0.587763431205,0.751319727667,0.957219251337,0.825362534026,0.639132597372,0.267698313001,0.646902492669,0.773698947717,0.735944527736,0.698080553807,0.41400790946,1.0,0.220148155955,0.488691630373,0.577517198249,0.959302325581,1.0,1.0,0.791271169284,0.726792567019,0.974321874421,0.706700105826,0.823081771628,0.924907756634,0.922177846491,0.539949663661,0.500054285338,0.931040300483,0.941422594142,0.936519123354,0.854707792208,0.926112178062,0.685714285714,0.870333645826,0.915183867141,0.694683321825,0.883182391379,0.993988910401,0.872808883094,0.967371842217,0.737495713881,0.502182558203,0.424491182821,0.61355034984,0.858165700648,0.686639590136,1.0,0.729418074551,0.519862370973,0.461803704872,0.714064793971,0.727018587311,0.513364480041,0.972027972028,1.0,0.689526184539,0.838937933823,0.742554239793,0.922545858475,0.943847072879,0.783904813423,0.673336693548,0.661186423394,0.90875547911,0.564892516648,0.88150131247,1.0,0.990675990676,0.890196078431,0.707294418086,0.232360734288,0.795849054051,0.910475570888,0.852256865413,0.503589498411,0.936559139785,0.674506314799,0.552815694943,0.644255735311,0.977777777778
TC,0.155555555556,0.616666666667,0.473684210526,0.125,0.373188405797,0.105263157895,0.328244274809,0.90625,0.716981132075,0.254901960784,0.0446428571429,0.443548387097,0.669230769231,0.487804878049,0.516483516484,0.133333333333,1.0,0.0254957507082,0.0933333333333,0.329787234043,0.910112359551,1.0,1.0,0.477064220183,0.295774647887,0.854166666667,0.39880952381,0.442675159236,0.758928571429,0.692307692308,0.00636942675159,0.168674698795,0.808080808081,0.913580246914,0.845360824742,0.770491803279,0.488888888889,0.611111111111,0.488095238095,0.80612244898,0.492307692308,0.75,0.965034965035,0.714285714286,0.857142857143,0.597701149425,0.179190751445,0.172661870504,0.354401805869,0.715277777778,0.503225806452,1.0,0.540983606557,0.358490566038,0.15,0.214285714286,0.522058823529,0.475409836066,0.958041958042,1.0,0.299319727891,0.753246753247,0.382978723404,0.850415512465,0.816091954023,0.414285714286,0.388235294118,0.206611570248,0.751219512195,0.171232876712,0.609022556391,1.0,0.974683544304,0.820224719101,0.277777777778,0.143790849673,0.453987730061,0.850746268657,0.623188405797,0.2,0.793650793651,0.290322580645,0.14606741573,0.194805194805,0.955555555556
Modeler,0.563706563707,0.834482758621,0.653439153439,0.302076777848,0.615492957746,0.58501913614,0.744318181818,0.957219251337,0.824444444444,0.637956935403,0.247148288973,0.664772727273,0.779005524862,0.73275862069,0.642857142857,0.377455166524,1.0,0.200814111262,0.488794926004,0.561538461538,0.959302325581,1.0,1.0,0.787211176787,0.71964017991,0.973607038123,0.705841566996,0.825820812465,0.924461587914,0.916421808684,0.53718384296,0.492068070378,0.93566084788,0.941422594142,0.936845778088,0.852272727273,0.92547857794,0.685714285714,0.853741496599,0.915183867141,0.696629213483,0.885245901639,0.996381182147,0.871532846715,0.969534050179,0.731800766284,0.495962808906,0.42411057077,0.600457927876,0.859188544153,0.685057471264,1.0,0.731563421829,0.521739130435,0.453808752026,0.717647058824,0.724495677233,0.494565217391,0.972027972028,1.0,0.689526184539,0.830985915493,0.732394366197,0.922090729783,0.943847072879,0.784294234592,0.662298387097,0.65688225539,0.910447761194,0.564478311841,0.890674603175,1.0,0.990675990676,0.890196078431,0.703937007874,0.225950782998,0.792642140468,0.908937605396,0.85201793722,0.49460916442,0.936559139785,0.662730627306,0.548571428571,0.641327300151,0.977777777778
Compression,1.00598802395,1.0,0.936893203883,0.778443113772,0.956953642384,0.962962962963,1.00699300699,1.0,1.00617283951,0.925925925926,0.848739495798,1.07874015748,1.01779359431,0.977777777778,0.809523809524,0.739583333333,1.0,0.823423423423,1.0,0.94262295082,1.0,1.0,1.0,1.0,0.946666666667,1.0,0.955263157895,1.00280898876,1.00408163265,1.0,0.935135135135,0.9375,1.0202020202,0.995824634656,1.01421800948,1.0,0.945454545455,1.0,0.898148148148,1.0,1.0,1.0,1.02739726027,1.0,1.01282051282,0.977528089888,0.920930232558,0.958333333333,0.953091684435,1.0,1.0,1.0,1.01639344262,1.01515151515,0.96062992126,1.0,1.0,0.870588235294,1.0,1.0,1.0,0.975903614458,0.929203539823,1.0,1.0,1.0,0.907216494845,0.942148760331,1.00930232558,1.0,1.03468208092,1.0,1.0,1.0,0.875,0.89552238806,0.976470588235,1.0,1.0,0.901886792453,1.0,0.949494949495,0.973799126638,0.932098765432,1.0
Average Pairwise P-Distance,0.814298018949,0.52922705314,0.72558849887,0.866442755423,0.76663335237,0.716576829227,0.786193787616,0.402721774194,0.703348308521,0.809063244915,0.888737204087,0.516129032258,0.749552440302,0.788040385601,0.85097728965,0.847672274575,0.524376417234,0.850695955925,0.815129818058,0.792347415101,0.619511754885,0.770731707317,0.236842105263,0.737639698197,0.839825595677,0.308458383227,0.784573698352,0.698984691535,0.647427116702,0.678466734187,0.708650643938,0.809471716687,0.444285188746,0.6296426235,0.732845499985,0.743230079875,0.619349125512,0.828544212133,0.607942720467,0.732430894085,0.861909953792,0.774176562685,0.572314102178,0.467356948607,0.785150303873,0.787018255578,0.739221783702,0.860946387181,0.749079248371,0.693491285403,0.851960784314,0.0346666666667,0.886406493972,0.744036970781,0.818706564327,0.809847374847,0.801628915955,0.912852664577,0.622377622378,0.706793206793,0.744416359698,0.879336650083,0.784402974313,0.666253343173,0.589742678725,0.807710109027,0.761102969559,0.794908485751,0.657215231991,0.832150611068,0.725144030768,0.0036036036036,0.343550331525,0.690131311764,0.766103536779,0.929481607917,0.812615551788,0.697150997151,0.724044994574,0.811895826654,0.681441666037,0.821851041798,0.746465242071,0.803832859116,0.5
Maximum Pairwise P-Distance,0.976744186047,0.739130434783,0.880733944954,0.955056179775,0.839805825243,0.89,0.910256410256,0.58064516129,0.824324324324,0.942857142857,0.918918918919,0.774193548387,0.788844621514,0.864864864865,0.867647058824,0.975,0.690476190476,0.922222222222,0.934579439252,0.829545454545,0.855421686747,0.878048780488,0.302631578947,0.8625,0.983050847458,0.511111111111,0.87265917603,0.80534351145,0.755980861244,0.842105263158,0.945054945055,0.928057553957,0.833333333333,0.72641509434,0.828125,0.810344827586,0.825,0.885714285714,0.904109589041,0.884615384615,0.929824561404,0.90625,0.647887323944,0.718181818182,0.864864864865,0.882352941176,0.885496183206,0.954545454545,0.895833333333,0.801470588235,0.935714285714,0.048,0.964912280702,0.807692307692,0.893617021277,0.923076923077,0.883333333333,0.945454545455,0.678321678322,0.909090909091,0.909090909091,0.906666666667,0.884615384615,0.743119266055,0.8125,0.89552238806,0.873015873016,0.957746478873,0.737704918033,0.949579831933,0.879310344828,0.00540540540541,0.442857142857,0.855421686747,0.913043478261,0.949275362319,0.883720930233,0.732323232323,0.84126984127,0.862595419847,0.803278688525,0.954545454545,0.83908045977,0.923076923077,0.577777777778
Number of Sequences,4.0,4.0,4.0,6.0,3.0,6.0,9.0,4.0,3.0,13.0,4.0,3.0,3.0,4.0,3.0,7.0,7.0,4.0,7.0,3.0,4.0,5.0,3.0,7.0,5.0,6.0,7.0,7.0,6.0,9.0,8.0,8.0,7.0,3.0,6.0,3.0,15.0,3.0,7.0,7.0,3.0,6.0,4.0,4.0,6.0,3.0,8.0,11.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,6.0,6.0,3.0,3.0,14.0,4.0,3.0,5.0,3.0,5.0,6.0,6.0,13.0,5.0,11.0,10.0,3.0,4.0,3.0,11.0,3.0,5.0,3.0,8.0,5.0,6.0,9.0,4.0,12.0,4.0
Reference Length,167.0,60.0,206.0,167.0,302.0,162.0,143.0,32.0,162.0,108.0,119.0,127.0,281.0,45.0,147.0,96.0,84.0,555.0,151.0,122.0,90.0,41.0,76.0,112.0,75.0,48.0,380.0,356.0,245.0,117.0,185.0,176.0,99.0,479.0,211.0,75.0,55.0,81.0,108.0,104.0,69.0,45.0,146.0,125.0,78.0,89.0,215.0,144.0,469.0,152.0,157.0,125.0,61.0,66.0,127.0,43.0,140.0,85.0,145.0,22.0,152.0,83.0,113.0,369.0,88.0,70.0,97.0,121.0,215.0,147.0,173.0,185.0,79.0,180.0,40.0,201.0,170.0,205.0,89.0,265.0,64.0,99.0,229.0,162.0,46.0
