Statistics,BALBS032,BALBS126,BALBS046,BALBS029,BALBS002,BALBS116,BALBS098,BALBS049,BALBS015,BALBS086,BALBS004,BALBS117,BALBS105,BALBS109,BALBS065,BALBS067,BALBS060,BALBS136,BALBS082,BALBS048,BALBS066,BALBS057,BALBS052,BALBS114,BALBS013,BALBS146,BALBS125,BALBS159,BALBS134,BALBS122,BALBS056,BALBS058,BALBS045,BALBS130,BALBS078,BALBS081,BALBS021,BALBS152,BALBS026,BALBS087,BALBS101,BALBS150,BALBS039,BALBS121,BALBS051,BALBS095,BALBS092,BALBS096,BALBS042,BALBS093,BALBS111,BALBS028,BALBS024,BALBS102,BALBS106,BALBS020,BALBS055,BALBS019,BALBS135,BALBS075,BALBS139,BALBS030,BALBS010,BALBS140,BALBS089,BALBS044,BALBS127,BALBS123,BALBS108,BALBS036,BALBS061,BALBS151,BALBS008,BALBS099,BALBS112,BALBS100,BALBS153,BALBS084,BALBS113,BALBS079,BALBS033,BALBS157,BALBS053,BALBS059,BALBS054,BALBS104,BALBS160,BALBS035,BALBS037,BALBS017,BALBS071,BALBS009,BALBS144,BALBS149,BALBS070,BALBS068,BALBS005,BALBS072,BALBS003,BALBS137,BALBS014,BALBS094,BALBS088,BALBS138,BALBS011,BALBS097,BALBS063,BALBS083,BALBS006,BALBS016,BALBS080,BALBS115,BALBS023,BALBS128,BALBS158,BALBS025,BALBS040,BALBS038,BALBS064,BALBS118,BALBS103,BALBS143,BALBS132,BALBS022,BALBS148,BALBS154,BALBS120,BALBS041,BALBS141,BALBS147,BALBS031,BALBS034,BALBS142,BALBS110,BALBS047,BALBS043,BALBS073,BALBS107,BALBS129,BALBS050,BALBS131,BALBS090,BALBS027,BALBS018,BALBS133,BALBS119,BALBS069,BALBS001,BALBS012,BALBS062,BALBS074
Estimated Length,649.0,826.0,1252.0,247.0,96.0,159.0,294.0,452.0,661.0,812.0,568.0,589.0,442.0,1052.0,429.0,505.0,89.0,571.0,671.0,205.0,653.0,988.0,834.0,440.0,408.0,234.0,824.0,842.0,1314.0,493.0,581.0,846.0,244.0,951.0,371.0,609.0,277.0,477.0,113.0,768.0,405.0,600.0,651.0,232.0,566.0,668.0,451.0,836.0,93.0,1320.0,660.0,433.0,416.0,766.0,286.0,445.0,1217.0,847.0,464.0,240.0,687.0,142.0,362.0,779.0,315.0,264.0,559.0,649.0,534.0,146.0,501.0,184.0,489.0,474.0,187.0,772.0,1128.0,753.0,159.0,165.0,429.0,1075.0,258.0,141.0,423.0,967.0,623.0,745.0,485.0,742.0,101.0,559.0,648.0,408.0,1094.0,563.0,495.0,718.0,201.0,879.0,104.0,644.0,512.0,286.0,551.0,911.0,280.0,720.0,547.0,344.0,156.0,159.0,207.0,815.0,1348.0,512.0,590.0,1198.0,229.0,1049.0,606.0,852.0,1180.0,143.0,1046.0,1162.0,744.0,241.0,390.0,612.0,422.0,266.0,712.0,1069.0,690.0,307.0,307.0,978.0,1131.0,1381.0,360.0,510.0,907.0,290.0,258.0,341.0,1217.0,670.0,261.0,804.0,444.0
Maximum Ungapped Length,611.0,742.0,1084.0,211.0,91.0,155.0,274.0,415.0,634.0,800.0,516.0,548.0,381.0,1016.0,402.0,476.0,85.0,530.0,655.0,201.0,589.0,974.0,772.0,432.0,397.0,199.0,800.0,734.0,1293.0,458.0,490.0,811.0,242.0,923.0,371.0,561.0,237.0,458.0,103.0,734.0,381.0,575.0,614.0,199.0,548.0,634.0,415.0,747.0,85.0,1233.0,610.0,432.0,407.0,729.0,244.0,396.0,1086.0,750.0,453.0,226.0,650.0,138.0,337.0,739.0,293.0,234.0,514.0,570.0,518.0,138.0,475.0,172.0,457.0,458.0,167.0,713.0,852.0,697.0,155.0,153.0,403.0,1002.0,254.0,129.0,392.0,838.0,592.0,729.0,436.0,729.0,83.0,540.0,631.0,406.0,1016.0,502.0,456.0,641.0,193.0,838.0,101.0,631.0,474.0,253.0,492.0,810.0,265.0,625.0,465.0,327.0,140.0,149.0,205.0,748.0,1320.0,465.0,499.0,1192.0,215.0,982.0,527.0,828.0,1155.0,139.0,982.0,1053.0,729.0,231.0,370.0,548.0,392.0,239.0,688.0,1052.0,650.0,293.0,283.0,739.0,1061.0,1228.0,339.0,457.0,906.0,264.0,256.0,335.0,1109.0,638.0,242.0,738.0,436.0
Sequence Length Heterogeneity,0.276780493115,0.203760581338,0.0281525010114,0.287793656994,0.0398061946524,0.153661935537,0.285453490493,0.112286321029,0.0911986392684,0.32010824871,0.101577583847,0.309869232754,0.0422244596182,0.614195528541,0.13313758255,0.323516461972,0.0824956331736,0.237541608374,0.638588676183,0.850211030448,0.177912414474,0.120532799927,0.0569708121268,0.335742690538,0.0876403874872,0.244976247325,0.246912045921,0.168151906236,0.367255016482,0.0756878702677,0.0347323332757,0.148454523166,0.0394911981169,2.83103019094,1.23074451204,0.115885161087,0.0639586425706,0.0812184175471,0.251384230473,0.14353707434,0.0528090596519,0.199377766615,0.341410482634,0.224115576051,0.365663680653,0.252781524408,0.110904602962,0.151605310344,0.176788829959,0.215410498899,0.454345691954,0.427133281849,0.206954732776,0.119135047601,0.0500684816183,0.0814901080058,0.51749251189,0.179203786742,0.145203251944,0.0654884565556,1.69901285522,0.272816191008,0.608076167271,0.493506775846,0.0661942998608,0.0633005537255,0.0999426460478,0.113412681022,0.122956395547,0.328212101226,1.28458563354,0.221496607436,0.0642929939743,0.449795674148,0.291899697742,0.0598852420367,0.20263356884,1.04344899089,0.272382940182,0.134535771472,0.203635116151,0.305264654504,0.943248312819,0.0407541366487,0.5604350848,0.122532408428,0.156354598572,0.222035913766,0.127154687232,0.269491607629,0.117277914113,0.783245907257,1.51065577034,0.62348704447,0.0690207537354,0.164804233123,0.0734577101893,0.276774940005,0.554366514257,0.170146756243,0.274061250505,1.17851022826,0.0865043602258,0.0749152110738,0.0020325203252,0.549616589183,0.0672809346885,0.0482781772653,0.107411445176,0.046251593376,0.114374227825,0.132172455565,0.637229763205,0.302821106128,0.62378302368,0.10233176407,0.0577419528448,1.05788339222,0.0940400840863,0.347852335688,0.243897180744,0.416891741914,0.662423213643,0.150981705948,0.992153798913,0.371347407814,0.163631787747,0.105231366957,0.145100499961,0.280071590836,0.170167583957,0.382450307798,0.171669077107,0.576219520744,0.227827306216,0.0696078813272,0.030041316513,0.359167429889,0.608196223951,0.376695771185,0.722138236294,0.0469502921588,0.674258299909,0.0320624390838,0.364953990735,0.566686320389,0.368221619755,0.304773276861,0.163682125275,0.0375904312145,0.317688610122
Gappiness Percentage,0.57338693053,0.461367207962,0.190079365079,0.531563421829,0.1015625,0.301402999516,0.341954022989,0.226031746032,0.192365269461,0.424447174447,0.192439862543,0.546018735363,0.205303178007,0.434762348555,0.373796513141,0.432562620424,0.140151515152,0.471542553191,0.505837401826,0.56015625,0.283690434375,0.152693089431,0.149850299401,0.536832239925,0.112195121951,0.526241134752,0.485382458951,0.306012534273,0.476648351648,0.187493686231,0.193076548025,0.124909747292,0.0530612244898,0.682979217462,0.772427572428,0.173234811166,0.246659030164,0.139802050194,0.298728813559,0.194480755265,0.199715707178,0.476634972171,0.496196403873,0.50988700565,0.361538461538,0.532036036036,0.188376068376,0.453765368852,0.225543478261,0.237971045348,0.464285714286,0.537631354729,0.267477203647,0.515401265401,0.290168845316,0.280165289256,0.380835380835,0.532484154071,0.283154121864,0.119447779112,0.632505175983,0.378048780488,0.630136986301,0.557638238051,0.217844075429,0.18992248062,0.360501567398,0.26253869969,0.19557195572,0.387421383648,0.479417879418,0.558577405858,0.171617161716,0.565102735963,0.473888888889,0.153701298701,0.563045007032,0.602478632479,0.304430379747,0.193902439024,0.468918918919,0.511507568736,0.621703415478,0.109929078014,0.632024265645,0.338882593916,0.361211573237,0.50640060241,0.295238095238,0.523785425101,0.351851851852,0.454382826476,0.802705749718,0.707674619143,0.179285714286,0.213928150766,0.301824212272,0.424412296564,0.581196581197,0.457480433474,0.377391304348,0.79642720149,0.250177304965,0.278516057586,0.192939244663,0.666212180236,0.14649122807,0.218032990202,0.345296739385,0.0953079178886,0.262523191095,0.261752136752,0.562962962963,0.426713286713,0.545695223975,0.3640625,0.264409747556,0.583611774065,0.296167247387,0.411771363894,0.531300813008,0.613706494438,0.585072031793,0.33,0.564690496949,0.704073619632,0.49211051327,0.144032921811,0.247596153846,0.574758969496,0.443157033806,0.474747474747,0.399137104506,0.587188208617,0.406563545151,0.203205128205,0.105987055016,0.564887837364,0.518388791594,0.366095307561,0.761704289758,0.207260447446,0.46790980052,0.18729903537,0.389989572471,0.679483372922,0.366212242716,0.390502793296,0.304498269896,0.127385377943,0.381804623415
Average Gap Length,29.7486631016,18.5421052632,8.01673640167,26.115942029,4.33333333333,9.29850746269,16.0810810811,8.09090909091,6.37190082645,36.8533333333,7.0,35.8692307692,4.46186440678,34.9875,14.365,14.7213114754,2.3125,18.7619047619,25.0842105263,55.1538461538,12.7526315789,12.7872340426,6.58552631579,23.2845528455,4.71794871795,16.2481751825,20.7623126338,10.3135313531,34.0196078431,4.92307692308,6.49180327869,7.30985915493,2.88888888889,64.2896174863,66.6551724138,6.49230769231,6.46,4.14136125654,9.4,9.36363636364,10.8774193548,17.9106753813,26.3302752294,17.6097560976,19.2272727273,26.458781362,7.25,18.1692307692,4.88235294118,11.4935732648,26.5652173913,25.9315068493,6.6,18.7039274924,6.80830670927,5.424,55.8,18.9934782609,11.0747663551,5.23684210526,54.3111111111,11.2727272727,64.0,49.0721649485,6.91071428571,5.31325301205,8.99022801303,9.09383378016,11.0416666667,11.0,44.3461538462,16.6875,4.17112299465,28.5722222222,14.2166666667,4.96226415094,27.8972125436,128.163636364,12.025,9.9375,21.4639175258,29.8333333333,44.9375,1.9375,59.9848484848,14.2678899083,12.015037594,20.7989690722,8.15789473684,20.495049505,5.98148148148,42.3333333333,96.7766990291,41.9659090909,7.46468401487,7.85405405405,10.8656716418,20.0598290598,37.5172413793,18.937694704,14.4666666667,118.162601626,7.34895833333,6.93793103448,8.7037037037,46.8538812785,4.51351351351,9.30158730159,9.05846153846,2.5,4.9649122807,11.9512195122,46.7692307692,20.1164835165,54.8191489362,19.0204081633,7.61344537815,69.2075471698,9.44444444444,22.952681388,21.5144032922,38.3497757848,44.4433962264,9.24,35.8836565097,62.3717391304,17.850877193,5.25,6.15537848606,30.8177966102,14.2587719298,15.3469387755,14.5559440559,39.2348484848,21.7318435754,7.04444444444,2.67346938776,50.7598425197,44.8484848485,15.4040920716,66.0,4.67619047619,119.888888889,5.29545454545,32.5217391304,44.8725490196,19.7122302158,25.8888888889,6.98412698413,4.31932773109,16.7868852459
Median Gap Length,11.0,2.0,3.0,5.0,3.0,8.0,2.0,2.0,3.0,1.0,2.5,3.0,2.0,4.0,2.0,5.0,2.0,3.0,2.0,64.0,3.0,3.0,3.0,5.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,1.5,5.0,2.0,3.0,4.0,2.0,7.0,2.0,2.0,4.0,6.0,6.0,5.0,5.0,2.0,5.0,2.0,3.0,4.0,6.0,3.0,3.0,5.0,3.0,3.0,7.0,2.0,2.0,3.0,4.5,5.0,2.0,4.0,2.0,5.0,3.0,1.0,9.0,2.0,9.0,2.0,2.0,4.0,2.0,3.0,9.0,1.0,7.5,6.0,2.0,18.0,1.0,13.0,3.0,4.0,3.0,5.0,3.0,2.5,3.5,4.0,4.0,3.0,4.0,2.0,7.0,15.0,3.0,6.0,3.0,3.0,3.0,4.0,4.0,2.0,6.0,7.0,2.0,2.0,3.0,6.0,5.0,2.0,4.0,4.0,7.0,1.0,4.0,3.0,4.0,4.0,2.0,5.0,5.0,3.0,2.0,4.0,7.0,7.0,5.0,2.0,4.5,2.0,4.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,17.0,3.0,2.0,4.0,4.0,3.0,3.0
1-SPFP(masked),0.201829580348,0.478123195727,0.810620674004,0.336384439359,0.935281837161,0.868326488706,0.411373641182,0.850767085077,0.657799944583,0.958910034602,0.482186234818,0.780802385119,0.837330652497,0.745138530373,0.844581958196,0.695458875834,0.780795344326,0.516299499005,0.787195490236,0.479776847978,0.861823051291,0.884404474665,0.890859408487,0.683838492021,0.837244133799,0.776129795975,0.602326923303,0.803623364033,0.766478568856,0.839165230598,0.805093154007,0.674934118741,0.91660461653,0.574430479183,0.5,0.593447505585,0.549311926606,0.885003984377,0.116751269036,0.85373000894,0.963286335729,0.519504842537,0.330331506134,0.828399300382,0.497159090909,0.429519469097,0.86469206178,0.369281722211,0.883707201889,0.795242899271,0.84761525176,0.136176470588,0.32839737582,0.765545659545,0.735908027489,0.515506697729,0.727112676056,0.251343064546,0.862163146395,0.881611468117,0.539778031325,0.399594320487,0.29614873838,0.448674529954,0.853784095275,0.799363978028,0.321564732322,0.877428677199,0.8968015992,0.461538461538,0.722480620155,0.440377563493,0.587299301606,0.305375978224,0.544427710843,0.919687156924,0.775315264822,0.388645778634,0.812096581401,0.832902670112,0.178472861086,0.755174950089,0.873318872017,0.811428571429,0.396395260902,0.835373133286,0.643390412047,0.25654819649,0.363677639047,0.205352059214,0.806529044647,0.289915966387,0.578397691356,0.422746204487,0.724961539464,0.753695933493,0.208146821844,0.499431656721,0.323119777159,0.380582788671,0.0919324577861,0.689015168874,0.685361432132,0.646822900283,0.195732155997,0.851114621731,0.848872180451,0.777126099707,0.300895464904,0.720324261726,0.604105571848,0.844354018311,0.0,0.782846849197,0.870125913891,0.194169960474,0.701422012214,0.0865657521287,0.333026678933,0.765571098222,0.825916365514,0.376867360797,0.413076923077,0.282986111111,0.520305212419,0.639884320382,0.664879086994,0.899338209683,0.46916625555,0.581970181686,0.303789927134,0.176964285714,0.832276721166,0.389281828074,0.843953010872,0.858722005342,0.879233226837,0.444774671707,0.659336563548,0.645429678596,0.547639123103,0.741157792918,0.0,0.682596291013,0.314552087556,0.631143878463,0.685435254401,0.519020937776,0.114268798105,0.830752554971,0.808523231725
1-SPFN(masked),0.20444530845,0.497507720902,0.803900975244,0.359853121175,0.921810699588,0.865106763841,0.389238354301,0.829555757026,0.639892183288,0.95659302727,0.479468599034,0.544324959335,0.823280224047,0.741692360397,0.803038623467,0.684054349524,0.761589403974,0.528003930376,0.781218781219,0.480446927374,0.85593220339,0.873672806067,0.88188182879,0.627148610156,0.837244133799,0.763947909527,0.565763712987,0.806874524715,0.771200773134,0.837306560196,0.794408789296,0.664935858277,0.917287630402,0.531624863686,0.464604402142,0.58495412844,0.537598204265,0.884838589106,0.121693121693,0.853390924437,0.958745950593,0.546340015649,0.331239366575,0.828667703473,0.502584721424,0.473220577872,0.854749666857,0.38787974621,0.864318706697,0.790224529927,0.837270341207,0.128611111111,0.320058458166,0.780073727539,0.71763657428,0.504093400726,0.720767888307,0.252933885387,0.855851784907,0.871062271062,0.535703256357,0.429193899782,0.418386491557,0.31736329093,0.848114791635,0.7871886121,0.33364215523,0.867033265284,0.899949849549,0.45371577575,0.705526116578,0.405489901832,0.581065678872,0.297160831057,0.514224751067,0.910965370739,0.786863532203,0.396795139096,0.796483001172,0.827910958904,0.181875,0.748671828883,0.858056265985,0.801128349788,0.409718603439,0.835600653659,0.6104044849,0.283279774077,0.363636363636,0.223000824402,0.799619228939,0.290526315789,0.486477115118,0.290992324054,0.721874594314,0.751103989996,0.228613569322,0.504666188083,0.259362772499,0.407389862624,0.0878136200717,0.657411456056,0.699468085106,0.626953273878,0.207245812232,0.759904714142,0.838781575037,0.77235910123,0.299568621185,0.711263579188,0.586059743954,0.834051105369,0.0,0.771830850089,0.862766814337,0.220044792833,0.696855624446,0.0569029850746,0.391774891775,0.773473256861,0.800647270786,0.338816347295,0.296248620816,0.296363636364,0.467713358477,0.653651017918,0.6940260649,0.895594866459,0.472999857894,0.474471592727,0.308540842448,0.167937637689,0.836930992059,0.397113917025,0.835182039239,0.847886066705,0.876433121019,0.411204745864,0.493720346079,0.627242922334,0.572200864969,0.729159986346,0.0,0.713114754098,0.308671439936,0.456381260097,0.674057386768,0.530920060332,0.119062307218,0.829724713888,0.796966161027
TC(masked),0.0,0.00414937759336,0.52428057554,0.0,0.818181818182,0.192857142857,0.041825095057,0.525065963061,0.378947368421,0.815909090909,0.282208588957,0.0,0.339108910891,0.559602649007,0.451724137931,0.251269035533,0.567901234568,0.00582524271845,0.303157894737,0.0,0.503333333333,0.765206812652,0.624675324675,0.0,0.674418604651,0.158620689655,0.10201511335,0.361282367448,0.319303338171,0.110629067245,0.553398058252,0.456494325347,0.827731092437,0.116704805492,0.0,0.38326848249,0.158301158301,0.244725738397,0.0,0.622222222222,0.752161383285,0.0,0.0,0.178082191781,0.274566473988,0.014598540146,0.404761904762,0.0,0.516483516484,0.362136684996,0.319923371648,0.0,0.0263157894737,0.0,0.106463878327,0.0814814814815,0.741561181435,0.0,0.627118644068,0.689361702128,0.255349500713,0.263157894737,0.0,0.00910746812386,0.450757575758,0.396624472574,0.0,0.435606060606,0.752314814815,0.252525252525,0.415754923414,0.0,0.266949152542,0.00675675675676,0.0211267605634,0.489568845619,0.336283185841,0.201307189542,0.0402684563758,0.58389261745,0.0,0.40589198036,0.398648648649,0.661417322835,0.0178970917226,0.04,0.180124223602,0.0,0.0586956521739,0.0,0.485714285714,0.0627705627706,0.0,0.0,0.4658203125,0.437616387337,0.0,0.160063391442,0.0,0.000993048659384,0.0,0.0,0.0625,0.149019607843,0.0,0.0702479338843,0.674897119342,0.41456166419,0.030888030888,0.51582278481,0.263565891473,0.0661764705882,0.0,0.264197530864,0.619926199262,0.0,0.344028520499,0.0,0.0,0.116302186879,0.378048780488,0.00212765957447,0.0,0.0677966101695,0.0485252140818,0.10182767624,0.0,0.759259259259,0.0548628428928,0.0,0.0305882352941,0.0,0.31968503937,0.0,0.4,0.484962406015,0.750902527076,0.0026525198939,0.0523138832998,0.328200972447,0.0169902912621,0.277551020408,0.0,0.530769230769,0.0,0.0,0.377513711152,0.17864476386,0.0,0.608355091384,0.494736842105
Compression(masked),0.735827664399093,0.829317269076,0.993650793651,0.728613569322,1.0,1.0,1.01379310345,1.00444444444,0.989520958084,0.997542997543,0.975945017182,0.965573770492,0.991031390135,0.980428704567,1.00468384075,0.97302504817,1.01136363636,0.759308510638,0.997028231798,0.80078125,0.993911719939,1.00406504065,0.99880239521,0.907216494845,0.99512195122,0.995744680851,0.907488986784,0.989424206816,0.962637362637,0.946257197697,0.991467576792,1.01805054152,0.995918367347,0.993730407524,0.815384615385,1.0,0.951890034364,0.969512195122,0.957627118644,1.00392156863,1.00746268657,0.765306122449,0.900414937759,0.983050847458,0.967521367521,0.722162162162,1.00222222222,0.856557377049,1.01086956522,0.983606557377,1.00303951368,0.86083499006,0.983451536643,0.765234765235,0.934640522876,0.919421487603,0.996723996724,0.722696245734,0.997849462366,1.00840336134,0.933423913043,0.865853658537,0.619863013699,1.00386597938,0.975232198142,1.02325581395,0.876175548589,1.00464396285,0.985239852399,0.918238993711,1.04158004158,0.769874476987,0.968316831683,0.989561586639,0.935,1.0025974026,0.951898734177,0.965384615385,1.00632911392,1.00609756098,0.772972972973,0.996292863763,1.00389105058,1.0,0.810344827586,0.927133269415,0.985759493671,0.747991967871,0.92380952381,0.751012145749,0.990196078431,1.0,0.730552423901,0.82092555332,0.976785714286,0.994699646643,0.820895522388,0.908860759494,0.858974358974,0.727649006623,0.904347826087,0.741081703107,0.90780141844,0.950166112957,0.904761904762,1.0055187638,0.982456140351,0.982264665757,0.898193760263,1.00879765396,1.01298701299,1.01923076923,0.766666666667,0.949883449883,0.999258710156,0.8,0.947030497592,0.953062848051,0.797909407666,0.890492359932,0.985365853659,0.91711517761,0.879284649776,0.817142857143,0.911944202267,0.712883435583,0.764645426516,0.991769547325,0.9375,0.918918918919,0.80534351145,0.923611111111,0.955704697987,0.848412698413,0.9375,0.983974358974,0.993527508091,1.02839116719,0.990367775832,1.00729394602,0.601001669449,0.990291262136,0.786643538595,0.932475884244,0.941605839416,0.809976247031,0.975942261427,0.935754189944,0.903114186851,0.996282527881,0.993288590604
Average Terminal Gap length,149.27272727272728,122.826086957,46.5625,79.0,4.125,14.7307692308,43.1944444444,36.1428571429,30.1666666667,165.5,31.875,154.357142857,17.5869565217,190.5,67.3611111111,73.125,1.25,135.6,154.785714286,71.2,69.1923076923,28.25,25.4375,99.5909090909,10.25,46.5,180.409090909,84.25,302.5625,11.1315789474,11.9285714286,32.7,2.0,306.916666667,171.318181818,15.5,13.0,6.15217391304,12.625,55.7222222222,33.6666666667,134.363636364,135.375,50.0,83.375,186.433333333,28.9230769231,125.84375,7.375,87.8571428571,125.4375,95.5714285714,18.2857142857,188.145833333,15.1875,5.2,200.0,152.571428571,55.0,5.35714285714,216.428571429,11.25,176.5,203.909090909,10.3636363636,16.8333333333,36.5,43.05,38.5,10.9,112.6,45.825,6.05555555556,125.157894737,40.0,27.95,264.333333333,231.833333333,22.1,10.7,96.5,242.75,78.1111111111,0.75,144.958333333,99.0,71.3571428571,184.75,7.3125,189.8125,13.0,116.25,346.25,158.5,7.1,29.875,32.875,107.928571429,58.25,190.090909091,19.5,341.476190476,24.6,24.75,15.375,271.794117647,11.75,9.27272727273,21.4285714286,1.75,9.57142857143,17.0833333333,72.25,124.72,349.857142857,72.5,26.2727272727,327.1,32.125,188.766666667,142.9375,253.8,329.416666667,16.5,272.775,494.22,184.411764706,13.1666666667,19.1666666667,151.815789474,47.7142857143,47.9545454545,98.25,321.285714286,129.307692308,12.2333333333,1.0,241.041666667,276.7,176.125,219.826086957,9.89130434783,265.5,12.875,51.5,136.96875,165.666666667,35.1,16.9,9.6,71.0
