Method,1-SPFP,1-SPFN,SP-Score,TC,Modeler,Compression,Average Pairwise P-Distance,Maximum Pairwise P-Distance,Number of Sequences,Reference Length,Estimated Length,Maximum Ungapped Length,Sequence Length Heterogeneity,Gappiness Percentage,Average Gap Length,Median Gap Length
BPWA1,0.6886058862530516,0.6947470913720739,0.6916764888125488,0.46340091543686757,0.6886058862530666,0.9536151861789126,0.6617990125957326,0.8418013740608504,11.747747747747749,164.54054054054055,154.17117117117118,148.6936936936937,0.11296927491304519,0.18007912723438718,6.840740202748739,4.238738738738738
SAWA1,0.7095317048878109,0.7111020588240183,0.7103168818559014,0.44828325654357565,0.7095317048878037,1.0219603003455515,0.6617990125957326,0.8418013740608504,11.747747747747749,164.54054054054055,179.18018018018017,148.6936936936937,0.11296927491304519,0.18007912723438718,6.840740202748739,4.238738738738738
BPWA0_9,0.6893889551041598,0.6955257738690197,0.6924573644865759,0.46310674776853367,0.6893889551041844,0.9548456827258058,0.6617990125957326,0.8418013740608504,11.747747747747749,164.54054054054055,154.3153153153153,148.6936936936937,0.11296927491304519,0.18007912723438718,6.840740202748739,4.238738738738738
SAWA0_9,0.709691498050593,0.7066817265780281,0.7081866123142933,0.4429220715009252,0.7096914980505695,1.0322803505931801,0.6617990125957326,0.8418013740608504,11.747747747747749,164.54054054054055,180.87387387387386,148.6936936936937,0.11296927491304519,0.18007912723438718,6.840740202748739,4.238738738738738
BPWA0_8,0.6892458310353128,0.6952033826410918,0.6922246068381884,0.4631067910319774,0.6892458310353388,0.9553059637607239,0.6617990125957326,0.8418013740608504,11.747747747747749,164.54054054054055,154.47747747747746,148.6936936936937,0.11296927491304519,0.18007912723438718,6.840740202748739,4.238738738738738
SAWA0_8,0.711088611059692,0.7078972054022263,0.709492908230942,0.442996138454883,0.7110886110596644,1.034336112476664,0.6617990125957326,0.8418013740608504,11.747747747747749,164.54054054054055,181.12612612612614,148.6936936936937,0.11296927491304519,0.18007912723438718,6.840740202748739,4.238738738738738
BPWA0_7,0.6971173680567002,0.7028449350556053,0.6999811515561614,0.4681022572274396,0.6971173680567246,0.9585679933007237,0.6617990125957326,0.8418013740608504,11.747747747747749,164.54054054054055,154.87387387387386,148.6936936936937,0.11296927491304519,0.18007912723438718,6.840740202748739,4.238738738738738
SAWA0_7,0.7140590368595027,0.7065400759908299,0.7102995564251402,0.4455869360313743,0.7140590368594835,1.0414998720979207,0.6617990125957326,0.8418013740608504,11.747747747747749,164.54054054054055,183.0810810810811,148.6936936936937,0.11296927491304519,0.18007912723438718,6.840740202748739,4.238738738738738
BPWA0_6,0.7001693832696173,0.7053521945317307,0.7027607889006684,0.4677408060234135,0.7001693832696373,0.9616553654637829,0.6617990125957326,0.8418013740608504,11.747747747747749,164.54054054054055,155.61261261261262,148.6936936936937,0.11296927491304519,0.18007912723438718,6.840740202748739,4.238738738738738
SAWA0_6,0.7201384279988556,0.708076705677792,0.7141075668382845,0.447361735180805,0.7201384279988139,1.0528573450470518,0.6617990125957326,0.8418013740608504,11.747747747747749,164.54054054054055,185.18018018018017,148.6936936936937,0.11296927491304519,0.18007912723438718,6.840740202748739,4.238738738738738
