Dataset,Method,1-SPFP,1-SPFN,SP-Score,TC,Modeler,Compression,Average Pairwise P-Distance,Maximum Pairwise P-Distance,Number of Sequences,Reference Length,Estimated Length,Maximum Ungapped Length,Sequence Length Heterogeneity,Gappiness Percentage,Average Gap Length,Median Gap Length,1-SPFP(masked),1-SPFN(masked),TC(masked),Compression(masked),Average Terminal Gap length
SF252,DefaultProbCons,0.507677543186,0.535425101215,0.5215513222,0.264,0.507677543186,0.835978835979,0.853372513515,0.947368421053,5.0,189.0,158.0,130.0,0.0696045975493,0.35873015873,4.77464788732,3.0,0.507677543186,0.535425101215,0.264,0.835978835979,7.0
SF319,DefaultProbCons,0.484561547962,0.617199790246,0.550880669104,0.242774566474,0.484561547962,0.721662468514,0.814322946983,0.890909090909,5.0,794.0,573.0,485.0,0.403615716624,0.578085642317,22.95,3.5,0.484561547962,0.617199790246,0.242774566474,0.721662468514,104.8
SF135,DefaultProbCons,0.306543385491,0.459488272921,0.383015829206,0.196721311475,0.306543385491,0.727992087043,0.781737597462,0.827433628319,3.0,1011.0,736.0,595.0,0.0348577205539,0.431585888559,16.5696202532,7.0,0.306543385491,0.459488272921,0.196721311475,0.727992087043,12.3333333333
SF144,DefaultProbCons,0.419176568113,0.470825574178,0.445001071145,0.0,0.419176568113,0.787709497207,0.792134176935,0.914285714286,7.0,537.0,423.0,264.0,0.137345778507,0.580207501995,10.6390243902,4.0,0.419176568113,0.470825574178,0.0,0.787709497207,18.5
SF024,DefaultProbCons,0.407048234772,0.421169989507,0.414109112139,0.0658914728682,0.407048234772,0.725563909774,0.841515202858,0.948051948052,11.0,1862.0,1351.0,572.0,0.167346209007,0.743433258471,17.89306698,5.0,0.407048234772,0.421169989507,0.0658914728682,0.725563909774,114.363636364
SF129,DefaultProbCons,0.604414754574,0.618241235888,0.611327995231,0.224242424242,0.604414754574,0.936575052854,0.755606038075,0.885057471264,6.0,473.0,443.0,359.0,0.171785792435,0.388653981677,6.85093167702,2.0,0.604414754574,0.618241235888,0.224242424242,0.936575052854,32.1666666667
SF188,DefaultProbCons,0.7490818468,0.760554001864,0.754817924332,0.307692307692,0.7490818468,0.855018587361,0.748222392735,0.898550724638,11.0,269.0,230.0,182.0,0.0897634331777,0.427847245691,5.52838427948,2.0,0.7490818468,0.760554001864,0.307692307692,0.855018587361,9.36363636364
SF227,DefaultProbCons,0.801064537591,0.795244385733,0.798154461662,0.620437956204,0.801064537591,0.990990990991,0.725282838924,0.76862745098,4.0,333.0,330.0,302.0,0.0646546696234,0.16966966967,3.22857142857,2.0,0.801064537591,0.795244385733,0.620437956204,0.990990990991,4.375
SF098,DefaultProbCons,0.379132990448,0.421224489796,0.400178740122,0.148550724638,0.379132990448,0.844074844075,0.8393968564,0.896739130435,4.0,481.0,406.0,336.0,0.144108905895,0.406964656965,5.67391304348,3.0,0.379132990448,0.421224489796,0.148550724638,0.844074844075,12.0
SF109,DefaultProbCons,0.72995640063,0.77307124992,0.751513825275,0.106060606061,0.72995640063,0.758793969849,0.770291335261,0.962962962963,24.0,398.0,302.0,189.0,0.149805630562,0.663421273032,9.8400621118,3.0,0.72995640063,0.77307124992,0.106060606061,0.758793969849,62.3958333333
SF045,DefaultProbCons,0.832352171638,0.865822957066,0.849087564352,0.436893203883,0.832352171638,0.845173041894,0.726165796418,0.823076923077,11.0,549.0,464.0,346.0,0.0647194022608,0.426395098526,6.92204301075,2.0,0.832352171638,0.865822957066,0.436893203883,0.845173041894,16.3636363636
TL567,DefaultProbCons,0.51,0.344594594595,0.427297297297,0.0892857142857,0.51,1.18181818182,0.826513213981,0.891304347826,3.0,77.0,91.0,65.0,0.081479579763,0.225108225108,5.2,2.5,0.51,0.344594594595,0.0892857142857,1.18181818182,2.33333333333
SF302,DefaultProbCons,0.294928920008,0.362734864301,0.328831892155,0.0775401069519,0.294928920008,0.654353562005,0.855790518777,0.91095890411,7.0,758.0,496.0,337.0,0.161593930047,0.609875612514,8.02977667494,3.0,0.294928920008,0.362734864301,0.0775401069519,0.654353562005,34.4285714286
SF055,DefaultProbCons,0.621315192744,0.649135276001,0.635225234372,0.267857142857,0.621315192744,0.894285714286,0.75917552022,0.885,7.0,350.0,313.0,265.0,0.0700855434273,0.325714285714,4.01005025126,3.0,0.621315192744,0.649135276001,0.267857142857,0.894285714286,9.85714285714
SF058,DefaultProbCons,0.492166396542,0.559238796808,0.525702596675,0.144927536232,0.492166396542,0.775956284153,0.830959258849,0.891472868217,5.0,549.0,426.0,317.0,0.153050445308,0.525683060109,10.8496240602,3.0,0.492166396542,0.559238796808,0.144927536232,0.775956284153,40.5
SF273,DefaultProbCons,0.884012539185,0.936877076412,0.910444807798,0.878504672897,0.884012539185,0.884892086331,0.675496334456,0.77,3.0,139.0,123.0,121.0,0.0570737464794,0.177458033573,4.625,3.5,0.884012539185,0.936877076412,0.878504672897,0.884892086331,2.66666666667
TL239,DefaultProbCons,0.347619047619,0.349282296651,0.348450672135,0.0555555555556,0.347619047619,0.9625,0.854173943848,0.928571428571,5.0,80.0,77.0,56.0,0.0844574388962,0.3575,4.33333333333,2.0,0.347619047619,0.349282296651,0.0555555555556,0.9625,9.0
SF168,DefaultProbCons,0.657113613101,0.698585418934,0.677849516017,0.302325581395,0.657113613101,0.814814814815,0.785510949381,0.881355932203,6.0,135.0,110.0,95.0,0.170583242574,0.424691358025,7.47826086957,7.5,0.657113613101,0.698585418934,0.302325581395,0.814814814815,11.5
SF123,DefaultProbCons,0.33147632312,0.341954022989,0.336715173054,0.186567164179,0.33147632312,0.926136363636,0.854275898394,0.892857142857,3.0,176.0,163.0,147.0,0.0547089451831,0.210227272727,3.0,2.0,0.33147632312,0.341954022989,0.186567164179,0.926136363636,4.16666666667
SF066,DefaultProbCons,0.693301687764,0.717326057299,0.705313872531,0.201219512195,0.693301687764,0.87037037037,0.800020015902,0.911111111111,8.0,216.0,188.0,160.0,0.0843249926923,0.3125,4.32,1.0,0.693301687764,0.717326057299,0.201219512195,0.87037037037,7.0
SF244,DefaultProbCons,0.461538461538,0.476404494382,0.46897147796,0.238805970149,0.461538461538,0.927813163482,0.798441233315,0.873303167421,4.0,471.0,437.0,321.0,0.106165325686,0.378450106157,5.89256198347,2.0,0.461538461538,0.476404494382,0.238805970149,0.927813163482,12.75
SF133,DefaultProbCons,0.489544895449,0.542727272727,0.516136084088,0.0,0.489544895449,0.866108786611,0.795348288758,0.880597014925,8.0,239.0,207.0,128.0,0.138631158016,0.546548117155,7.15753424658,2.5,0.489544895449,0.542727272727,0.0,0.866108786611,17.4375
SF272,DefaultProbCons,0.521345910726,0.555026400248,0.538186155487,0.113636363636,0.521345910726,0.82044198895,0.806525359272,0.943089430894,12.0,362.0,297.0,197.0,0.0331890249792,0.48273480663,5.28211586902,2.0,0.521345910726,0.555026400248,0.113636363636,0.82044198895,20.2083333333
SF064,DefaultProbCons,0.480829950383,0.494434137291,0.487632043837,0.0681818181818,0.480829950383,0.903614457831,0.810371511644,0.888888888889,5.0,332.0,300.0,265.0,0.0642309957111,0.250602409639,3.49579831933,2.0,0.480829950383,0.494434137291,0.0681818181818,0.903614457831,3.7
SF173,DefaultProbCons,0.582357533177,0.647569444444,0.614963488811,0.363095238095,0.582357533177,0.796296296296,0.758717665415,0.836363636364,5.0,270.0,215.0,197.0,0.178799047192,0.42962962963,8.65671641791,3.0,0.582357533177,0.647569444444,0.363095238095,0.796296296296,22.3
SF221,DefaultProbCons,0.102040816327,0.0949367088608,0.0984887625936,0.0,0.102040816327,1.04035874439,0.848936272622,0.908163265306,3.0,223.0,232.0,180.0,0.210839366246,0.337817638266,5.25581395349,2.0,0.102040816327,0.0949367088608,0.0,1.04035874439,9.66666666667
SF172,DefaultProbCons,0.771518444381,0.828624078624,0.800071261502,0.379746835443,0.771518444381,0.615384615385,0.727399954706,0.885245901639,11.0,130.0,80.0,76.0,0.0685365312445,0.475524475524,8.09523809524,4.0,0.771518444381,0.828624078624,0.379746835443,0.615384615385,13.4090909091
SF254,DefaultProbCons,0.39926242236,0.395272867025,0.397267644693,0.0594594594595,0.39926242236,0.96875,0.844318756589,0.913875598086,7.0,704.0,682.0,450.0,0.160991738727,0.521103896104,6.94054054054,2.0,0.39926242236,0.395272867025,0.0594594594595,0.96875,9.28571428571
SF150,DefaultProbCons,0.404423380727,0.477166821994,0.440795101361,0.077519379845,0.404423380727,0.732394366197,0.84117680765,0.939393939394,6.0,213.0,156.0,133.0,0.213318125757,0.50234741784,9.04225352113,2.0,0.404423380727,0.477166821994,0.077519379845,0.732394366197,14.25
TL028,DefaultProbCons,0.190045248869,0.172131147541,0.181088198205,0.0,0.190045248869,1.06711409396,0.865119761969,0.907894736842,3.0,149.0,159.0,116.0,0.098464053765,0.288590604027,7.16666666667,6.0,0.190045248869,0.172131147541,0.0,1.06711409396,3.83333333333
SF190,DefaultProbCons,0.564383561644,0.599708879185,0.582046220414,0.296167247387,0.564383561644,0.928433268859,0.808509889006,0.879396984925,4.0,517.0,480.0,427.0,0.276139799333,0.396034816248,10.5,2.0,0.564383561644,0.599708879185,0.296167247387,0.928433268859,33.0
SF121,DefaultProbCons,0.590751445087,0.663636363636,0.627193904362,0.348837209302,0.590751445087,0.8,0.769726231989,0.88,5.0,170.0,136.0,131.0,0.25068722634,0.391764705882,5.74137931034,2.0,0.590751445087,0.663636363636,0.348837209302,0.8,15.3
SF102,DefaultProbCons,0.68497723824,0.720855956563,0.702916597402,0.329192546584,0.68497723824,0.80062305296,0.762812643359,0.857142857143,8.0,321.0,257.0,172.0,0.137486969903,0.545171339564,11.7647058824,7.0,0.68497723824,0.720855956563,0.329192546584,0.80062305296,25.375
SF099,DefaultProbCons,0.662863662293,0.700844390832,0.681854026563,0.373786407767,0.662863662293,0.85549132948,0.817934048516,0.853107344633,5.0,346.0,296.0,253.0,0.128043494509,0.39710982659,8.48148148148,2.0,0.662863662293,0.700844390832,0.373786407767,0.85549132948,22.3
SF074,DefaultProbCons,0.663622205211,0.703020134228,0.683321169719,0.203947368421,0.663622205211,0.760514018692,0.804715416501,0.889221556886,15.0,856.0,651.0,465.0,0.0800919957217,0.517133956386,5.17133956386,2.0,0.663622205211,0.703020134228,0.203947368421,0.760514018692,12.5333333333
SF081,DefaultProbCons,0.860515021459,0.866090712743,0.863302867101,0.738095238095,0.860515021459,1.0,0.722416042023,0.815789473684,4.0,98.0,98.0,91.0,0.0664233115381,0.147959183673,2.9,2.0,0.860515021459,0.866090712743,0.738095238095,1.0,3.5
SF222,DefaultProbCons,0.954835281615,0.960962566845,0.95789892423,0.917197452229,0.954835281615,0.981233243968,0.621102044874,0.713826366559,4.0,373.0,366.0,343.0,0.0420219275829,0.121983914209,7.58333333333,1.0,0.954835281615,0.960962566845,0.917197452229,0.981233243968,18.0
SF268,DefaultProbCons,0.948967193196,0.948967193196,0.948967193196,0.895833333333,0.948967193196,1.0,0.579843410852,0.639705882353,4.0,165.0,165.0,153.0,0.0515463917526,0.119696969697,3.7619047619,2.0,0.948967193196,0.948967193196,0.895833333333,1.0,5.5
SF303,DefaultProbCons,0.423611111111,0.483536585366,0.453573848238,0.183266932271,0.423611111111,0.822751322751,0.797863831305,0.869318181818,5.0,378.0,311.0,238.0,0.0490847122914,0.417989417989,5.80882352941,3.0,0.423611111111,0.483536585366,0.183266932271,0.822751322751,7.0
TL788,DefaultProbCons,0.0434782608696,0.066985645933,0.0552319534013,0.0,0.0434782608696,0.694117647059,0.892845926763,0.934426229508,3.0,255.0,177.0,142.0,0.0786795792469,0.471895424837,11.6451612903,4.0,0.0434782608696,0.066985645933,0.0,0.694117647059,7.66666666667
SF285,DefaultProbCons,0.335041639974,0.352544657904,0.343793148939,0.052,0.335041639974,0.87397260274,0.838317775627,0.935779816514,7.0,365.0,319.0,252.0,0.232260909125,0.467318982387,7.75324675325,2.0,0.335041639974,0.352544657904,0.052,0.87397260274,22.2857142857
TL639,DefaultProbCons,0.0772058823529,0.0990566037736,0.0881312430633,0.0,0.0772058823529,0.805687203791,0.91598119859,0.942028985507,3.0,211.0,170.0,132.0,0.100283152997,0.436018957346,9.85714285714,8.0,0.0772058823529,0.0990566037736,0.0,0.805687203791,5.16666666667
SF261,DefaultProbCons,0.832630098453,0.868035190616,0.850332644534,0.653333333333,0.832630098453,0.854838709677,0.733789594889,0.833333333333,5.0,124.0,106.0,93.0,0.106726437889,0.35,6.38235294118,3.0,0.832630098453,0.868035190616,0.653333333333,0.854838709677,12.9
SF271,DefaultProbCons,0.684320375685,0.746018202503,0.715169289094,0.391304347826,0.684320375685,0.821818181818,0.771097840703,0.883928571429,8.0,275.0,226.0,181.0,0.0878116960936,0.434545454545,5.9012345679,2.0,0.684320375685,0.746018202503,0.391304347826,0.821818181818,24.3125
SF120,DefaultProbCons,0.788177339901,0.828402366864,0.808289853383,0.534482758621,0.788177339901,0.868965517241,0.720190850616,0.811764705882,6.0,145.0,126.0,115.0,0.0796735386593,0.28275862069,3.0,2.0,0.788177339901,0.828402366864,0.534482758621,0.868965517241,5.83333333333
SF031,DefaultProbCons,0.478528528529,0.45685206422,0.467690296374,0.10162601626,0.478528528529,1.03682719547,0.834135220076,0.945652173913,12.0,353.0,366.0,225.0,0.291728665138,0.588762983947,6.87052341598,3.0,0.478528528529,0.45685206422,0.10162601626,1.03682719547,3.625
SF192,DefaultProbCons,0.787744227353,0.856177606178,0.821960916766,0.544117647059,0.787744227353,0.730496453901,0.732426502772,0.88679245283,7.0,141.0,103.0,86.0,0.221843971357,0.539007092199,9.33333333333,4.0,0.787744227353,0.856177606178,0.544117647059,0.730496453901,17.7857142857
SF151,DefaultProbCons,0.650614754098,0.671483961932,0.661049358015,0.395280235988,0.650614754098,0.876447876448,0.810364159278,0.864768683274,5.0,518.0,454.0,393.0,0.0934091812075,0.343243243243,7.22764227642,3.0,0.650614754098,0.671483961932,0.395280235988,0.876447876448,10.5
SF257,DefaultProbCons,0.827018121911,0.838763575606,0.832890848758,0.621212121212,0.827018121911,0.944444444444,0.701416138338,0.822033898305,5.0,144.0,136.0,133.0,0.0372222789049,0.116666666667,2.33333333333,2.0,0.827018121911,0.838763575606,0.621212121212,0.944444444444,0.4
SF183,DefaultProbCons,0.408674188999,0.401176877812,0.404925533405,0.172268907563,0.408674188999,0.938837920489,0.856992819553,0.917948717949,6.0,327.0,307.0,253.0,0.0946806689126,0.318042813456,4.58823529412,2.0,0.408674188999,0.401176877812,0.172268907563,0.938837920489,23.9166666667
SF001,DefaultProbCons,0.49378330373,0.479723899914,0.486753601822,0.112359550562,0.49378330373,1.01515151515,0.845617184273,0.907894736842,6.0,132.0,134.0,104.0,0.131851172427,0.328282828283,4.12698412698,2.0,0.49378330373,0.479723899914,0.112359550562,1.01515151515,6.58333333333
SF217,DefaultProbCons,0.414442700157,0.445945945946,0.430194323051,0.251968503937,0.414442700157,0.893939393939,0.829384423346,0.89,4.0,198.0,177.0,156.0,0.179381622995,0.352272727273,7.75,4.0,0.414442700157,0.445945945946,0.251968503937,0.893939393939,8.625
SF106,DefaultProbCons,0.750148662042,0.843248663102,0.796698662572,0.335135135135,0.750148662042,0.648083623693,0.7581930172,0.88785046729,19.0,287.0,186.0,143.0,0.0550615082535,0.551622959839,6.24066390041,3.0,0.750148662042,0.843248663102,0.335135135135,0.648083623693,10.7631578947
SF266,DefaultProbCons,0.28,0.312734864301,0.29636743215,0.0152671755725,0.28,0.898148148148,0.872637504629,0.95652173913,8.0,324.0,291.0,213.0,0.351396888798,0.565972222222,9.28481012658,2.0,0.28,0.312734864301,0.0152671755725,0.898148148148,27.1875
SF142,DefaultProbCons,0.578571428571,0.582210242588,0.58039083558,0.291666666667,0.578571428571,0.901754385965,0.830256266678,0.931506849315,6.0,285.0,257.0,224.0,0.15311866287,0.363742690058,5.01612903226,2.0,0.578571428571,0.582210242588,0.291666666667,0.901754385965,1.83333333333
SF306,DefaultProbCons,0.107461024499,0.11654589372,0.112003459109,0.00636942675159,0.107461024499,0.820038910506,0.904053299954,0.95145631068,4.0,1028.0,843.0,642.0,0.23122280224,0.518725680934,10.7727272727,4.0,0.107461024499,0.11654589372,0.00636942675159,0.820038910506,40.125
SF255,DefaultProbCons,0.756348661633,0.774964838256,0.765656749945,0.516981132075,0.756348661633,0.935185185185,0.722565440429,0.832618025751,4.0,324.0,303.0,282.0,0.0502029140337,0.183641975309,3.21621621622,2.0,0.756348661633,0.774964838256,0.516981132075,0.935185185185,5.25
SF116,DefaultProbCons,0.298442126947,0.383203835345,0.340822981146,0.00898876404494,0.298442126947,0.600917431193,0.836264373102,0.929936305732,8.0,1090.0,655.0,447.0,0.154119443117,0.662385321101,15.4438502674,3.0,0.298442126947,0.383203835345,0.00898876404494,0.600917431193,66.75
SF180,DefaultProbCons,0.668016194332,0.664652567976,0.666334381154,0.416666666667,0.668016194332,1.0,0.838046287507,0.893617021277,5.0,125.0,125.0,117.0,0.0737350815074,0.1296,2.18918918919,1.0,0.668016194332,0.664652567976,0.416666666667,1.0,2.4
SF145,DefaultProbCons,0.355973813421,0.418269230769,0.387121522095,0.00549450549451,0.355973813421,0.736641221374,0.815710778137,0.954022988506,5.0,262.0,193.0,180.0,0.155306149267,0.430534351145,8.05714285714,1.0,0.355973813421,0.418269230769,0.00549450549451,0.736641221374,6.9
SF052,DefaultProbCons,0.641509433962,0.668326180258,0.65491780711,0.237536656891,0.641509433962,0.850077279753,0.822076643334,0.927536231884,11.0,647.0,550.0,463.0,0.264175340347,0.581424757623,9.31981981982,3.0,0.641509433962,0.668326180258,0.237536656891,0.850077279753,35.8181818182
SF110,DefaultProbCons,0.879456706282,0.90480349345,0.892130099866,0.834586466165,0.879456706282,0.951957295374,0.646084378966,0.676092544987,3.0,562.0,535.0,532.0,0.186414014031,0.208778173191,7.82222222222,2.0,0.879456706282,0.90480349345,0.834586466165,0.951957295374,20.5
SF164,DefaultProbCons,0.183852140078,0.178695241097,0.181273690587,0.0,0.183852140078,0.90027700831,0.883006846552,0.952830188679,8.0,361.0,325.0,194.0,0.164055783536,0.560249307479,8.89010989011,5.0,0.183852140078,0.178695241097,0.0,0.90027700831,12.25
SF177,DefaultProbCons,0.781494876432,0.817207689883,0.799351283157,0.340277777778,0.781494876432,0.806763285024,0.753132537036,0.885714285714,16.0,207.0,167.0,135.0,0.0666698171908,0.42693236715,4.46056782334,2.0,0.781494876432,0.817207689883,0.340277777778,0.806763285024,3.75
SF130,DefaultProbCons,0.375129533679,0.377870563674,0.376500048677,0.104265402844,0.375129533679,0.793450881612,0.849007465321,0.90625,8.0,397.0,315.0,203.0,0.162011169515,0.613350125945,13.7183098592,4.0,0.375129533679,0.377870563674,0.104265402844,0.793450881612,25.625
SF137,DefaultProbCons,0.931617647059,0.931617647059,0.931617647059,0.809210526316,0.931617647059,0.994974874372,0.562589394874,0.637795275591,5.0,199.0,198.0,182.0,0.129024971579,0.237185929648,8.13793103448,3.0,0.931617647059,0.931617647059,0.809210526316,0.994974874372,4.6
SF210,DefaultProbCons,0.250969529086,0.304845222073,0.277907375579,0.015,0.250969529086,0.737878787879,0.850158970031,0.897297297297,4.0,660.0,487.0,427.0,0.218070423906,0.426893939394,8.41044776119,2.0,0.250969529086,0.304845222073,0.015,0.737878787879,80.25
SF230,DefaultProbCons,0.757452413944,0.837131630648,0.797292022296,0.137640449438,0.757452413944,0.605462822458,0.739760721162,0.861607142857,42.0,1318.0,798.0,354.0,0.107315294501,0.77418888648,13.9097695553,4.0,0.757452413944,0.837131630648,0.137640449438,0.605462822458,125.904761905
SF097,DefaultProbCons,0.363542206111,0.371625198518,0.367583702314,0.0046511627907,0.363542206111,0.85141509434,0.81292432681,0.972222222222,6.0,424.0,361.0,212.0,0.0951041605425,0.551886792453,9.17647058824,3.0,0.363542206111,0.371625198518,0.0046511627907,0.85141509434,27.4166666667
SF253,DefaultProbCons,0.749185667752,0.707692307692,0.728438987722,0.566371681416,0.749185667752,1.02150537634,0.737379640452,0.787610619469,3.0,186.0,190.0,184.0,0.376184270917,0.274193548387,10.2,2.0,0.749185667752,0.707692307692,0.566371681416,1.02150537634,19.5
SF003,DefaultProbCons,0.189395870507,0.211319681456,0.200357775982,0.0179104477612,0.189395870507,0.742203742204,0.858302720367,0.949152542373,8.0,481.0,357.0,313.0,0.349253783925,0.595374220374,9.46694214876,3.0,0.189395870507,0.211319681456,0.0179104477612,0.742203742204,30.5
SF087,DefaultProbCons,0.532025871062,0.55519268452,0.543609277791,0.0872483221477,0.532025871062,0.766423357664,0.765045442658,0.904761904762,11.0,411.0,315.0,199.0,0.264088751632,0.697412076974,15.0861244019,5.0,0.532025871062,0.55519268452,0.0872483221477,0.766423357664,31.5454545455
SF047,DefaultProbCons,0.601971190296,0.657284768212,0.629627979254,0.0,0.601971190296,0.755244755245,0.70970707186,0.941176470588,6.0,143.0,108.0,101.0,0.0653646976475,0.33682983683,5.55769230769,3.0,0.601971190296,0.657284768212,0.0,0.755244755245,11.0833333333
SF294,DefaultProbCons,0.260496183206,0.261744966443,0.261120574825,0.0,0.260496183206,0.872,0.872972710439,0.941747572816,5.0,250.0,218.0,163.0,0.154451553905,0.4424,5.53,2.0,0.260496183206,0.261744966443,0.0,0.872,1.5
SF224,DefaultProbCons,0.857000993049,0.90937829294,0.883189642994,0.804733727811,0.857000993049,0.85201793722,0.694992576035,0.792207792208,4.0,223.0,190.0,183.0,0.0429981338661,0.209641255605,5.05405405405,2.0,0.857000993049,0.90937829294,0.804733727811,0.85201793722,8.625
SF011,DefaultProbCons,0.120745341615,0.144685918428,0.132715630022,0.0117924528302,0.120745341615,0.679790026247,0.89173061366,0.957345971564,6.0,1143.0,777.0,544.0,0.226328920547,0.641878098571,13.2590361446,4.0,0.120745341615,0.144685918428,0.0117924528302,0.679790026247,61.9166666667
SF065,DefaultProbCons,0.567757575758,0.635549525102,0.60165355043,0.223628691983,0.567757575758,0.73482428115,0.812831963394,0.904761904762,8.0,313.0,230.0,183.0,0.10951196999,0.451677316294,4.875,2.0,0.567757575758,0.635549525102,0.223628691983,0.73482428115,21.9375
SF103,DefaultProbCons,0.872517871326,0.89417989418,0.883348882753,0.697916666667,0.872517871326,0.936363636364,0.624301992431,0.688461538462,5.0,330.0,309.0,300.0,0.0880443113735,0.18,3.62195121951,2.0,0.872517871326,0.89417989418,0.697916666667,0.936363636364,6.5
