Method,1-SPFP,1-SPFN,SP-Score,TC,Modeler,Compression,Average Pairwise P-Distance,Maximum Pairwise P-Distance,Number of Sequences,Reference Length,Estimated Length,Maximum Ungapped Length,Sequence Length Heterogeneity,Gappiness Percentage,Average Gap Length,Median Gap Length
BPWA1,0.8024148200005216,0.8098971536724091,0.8061559868364698,0.591877852802484,0.8024148200005191,0.9733034107823538,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,248.14285714285714,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
SAWA1,0.8164296015277486,0.8160500027987667,0.8162398021632298,0.5939552103547119,0.8164296015277462,1.0049918114815601,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,260.2121212121212,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
BPWA0_9,0.8048116627107511,0.811555193674526,0.8081834281926645,0.5922261005020748,0.8048116627107457,0.9773107064126428,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,248.86580086580088,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
SAWA0_9,0.8184633138168355,0.8158778689870526,0.8171705914019227,0.5918343511139673,0.8184633138168285,1.0090351703873457,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,260.9177489177489,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
BPWA0_8,0.8061013443200539,0.8125765068654393,0.8093389255927506,0.5927577116589543,0.8061013443200514,0.9800726772473404,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,249.46753246753246,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
SAWA0_8,0.8200963024749786,0.8169823671336022,0.8185393348042774,0.593057334677231,0.8200963024749737,1.011162651461423,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,261.54978354978357,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
BPWA0_7,0.8099304972293339,0.8158307414494036,0.8128806193393507,0.594132188901222,0.8099304972293319,0.9839485824818446,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,250.33766233766235,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
SAWA0_7,0.8207404235412296,0.8168221763232213,0.8187812999322264,0.5927829296219913,0.8207404235412233,1.0141342808788236,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,262.13852813852816,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
BPWA0_6,0.8106727344046324,0.8158724944410527,0.8132726144228186,0.5936447045736373,0.8106727344046057,0.987674451083792,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,251.1125541125541,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
SAWA0_6,0.8217851679248573,0.8172377915378705,0.8195114797313514,0.5929291209981697,0.8217851679248602,1.0180963850605342,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,262.9177489177489,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
BPWA0_5,0.8123613712100609,0.816814044586503,0.814587707898286,0.5950927594953582,0.8123613712100397,0.9914030469328369,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,252.16883116883116,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
SAWA0_5,0.8232232477041039,0.817944709927286,0.8205839788156893,0.5922876139400362,0.8232232477041148,1.022306214054008,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,263.8008658008658,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
BPWA0_4,0.8120725395235459,0.8152280195709183,0.8136502795472424,0.5921960799736296,0.8120725395235433,0.9971429195763213,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,253.44155844155844,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
SAWA0_4,0.824491009466909,0.8172507233721172,0.8208708664195116,0.5916905563909495,0.8244910094669096,1.0297350630286968,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,265.5021645021645,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
BPWA0_3,0.8121624007151909,0.8142655770604336,0.8132139888878359,0.5900744161264694,0.8121624007151907,1.0041471848424801,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,254.92207792207793,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
SAWA0_3,0.826779461214974,0.8148712311251561,0.8208253461700872,0.5865308799423102,0.8267794612150055,1.043479264831491,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,268.53246753246754,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
BPWA0_2,0.8214979530522035,0.8218878510268057,0.8216929020395026,0.589866569551598,0.8214979530522049,1.0198614710615166,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,261.0692640692641,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
SAWA0_2,0.8276668399996319,0.8116799447109262,0.8196733923552904,0.5822468683791501,0.827666839999652,1.060493191799505,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,273.0735930735931,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
BPWA0_1,0.8227634704578621,0.8206284117288926,0.82169594109339,0.5872012172079776,0.8227634704578645,1.034463054714742,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,264.86147186147184,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
SAWA0_1,0.8360616902854716,0.8080916633291086,0.8220766768072988,0.5780291058860025,0.8360616902854687,1.095700045575592,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,282.7792207792208,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
BPWA0,0.8326152310506195,0.8143512018354421,0.8234832164430524,0.5857755483126167,0.8326152310506294,1.1279598417398258,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,293.53246753246754,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
SAWA0,0.8531825645139696,0.7948097110582254,0.823996137786121,0.5729665611265099,0.8531825645139909,1.2315217244840162,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,322.8181818181818,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
BPPD,0.8630990204725749,0.802975713787896,0.8330373671302639,0.5854208922760928,0.8630990204725537,1.2257043047745872,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,324.4155844155844,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
DefaultContrAlign,0.8318310731934332,0.8429097405357059,0.8373704068645627,0.6255236128572066,0.8318310731934344,0.9922089429694979,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,256.09090909090907,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
ProbAlign,0.8405567764561735,0.8405479636056319,0.8405523700309003,0.6277677171375483,0.8405567764561603,1.0266422385032565,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,266.27705627705626,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
LINSI,0.8265304078702509,0.8262258181454629,0.8263781130078963,0.6103124870645084,0.8265304078702662,1.0081962413495937,0.6100633328966579,0.7754288312010689,7.268398268398268,257.54545454545456,259.9264069264069,231.8181818181818,0.07722729123121269,0.1669584101785482,4.91033670498684,2.6904761904761907
