Method,1-SPFP,1-SPFN,SP-Score,TC,Modeler,Compression,Average Pairwise P-Distance,Maximum Pairwise P-Distance,Number of Sequences,Reference Length,Estimated Length,Maximum Ungapped Length,Sequence Length Heterogeneity,Gappiness Percentage,Average Gap Length,Median Gap Length
DefaultProbCons,0.24255420808099576,0.19520566120422228,0.2188799346425864,0.015217977808197922,0.24255420808099576,1.4766585600538678,0.6992681575101548,0.8441194762062466,13.014836795252226,774.8189910979229,1114.8545994065282,666.106824925816,0.39171253434005493,0.43948960362069134,31.405846172811213,4.458456973293768
ProbCons,0.06110973162615784,0.06290267779544123,0.06200620471081192,0.003896243045153264,0.06110973162615786,0.8927314728925966,0.6992681575101548,0.8441194762062466,13.014836795252226,774.8189910979229,678.8961424332344,666.106824925816,0.39171253434005493,0.43948960362069134,31.405846172811213,4.458456973293768
DefaultContrAlign,0.7456283002101651,0.7481500426835018,0.7468891714468779,0.3693297494052539,0.7456283002101651,1.0409017877470748,0.6992681575101548,0.8441194762062466,13.014836795252226,774.8189910979229,802.9228486646884,666.106824925816,0.39171253434005493,0.43948960362069134,31.405846172811213,4.458456973293768
ProbAlign,0.7549080672073829,0.7427386719495329,0.7488233695784738,0.36843707062653613,0.7549080672073829,1.0848217411196983,0.6992681575101548,0.8441194762062466,13.014836795252226,774.8189910979229,842.2611275964392,666.106824925816,0.39171253434005493,0.43948960362069134,31.405846172811213,4.458456973293768
Prime,0.7092718279064528,0.7172155298052016,0.713243678855809,0.32944138722839644,0.7092718279064528,1.0112388945146142,0.6992681575101548,0.8441194762062466,13.014836795252226,774.8189910979229,775.7359050445103,666.106824925816,0.39171253434005493,0.43948960362069134,31.405846172811213,4.458456973293768
KAlign,0.6987001220509411,0.6963241001446216,0.6975121110977867,0.32538340963303025,0.6987001220509411,1.0370942366695581,0.6992681575101548,0.8441194762062466,13.014836795252226,774.8189910979229,796.0593471810089,666.106824925816,0.39171253434005493,0.43948960362069134,31.405846172811213,4.458456973293768
DiAlign,0.7118806959437142,0.6673676385535259,0.6896241672486308,0.2945252081138412,0.7118806959437142,1.153601864111024,0.6992681575101548,0.8441194762062466,13.014836795252226,774.8189910979229,897.7804154302671,666.106824925816,0.39171253434005493,0.43948960362069134,31.405846172811213,4.458456973293768
ContrAlign,0.7298219798248805,0.7337998793502246,0.7318109295875446,0.3492986368050214,0.7298219798248805,1.0377001007442757,0.6992681575101548,0.8441194762062466,13.014836795252226,774.8189910979229,802.1839762611276,666.106824925816,0.39171253434005493,0.43948960362069134,31.405846172811213,4.458456973293768
Clustal,0.737778364927417,0.7242887609714859,0.731033562949475,0.361863288472803,0.737778364927417,1.0219598525978393,0.6992681575101548,0.8441194762062466,13.014836795252226,774.8189910979229,789.3293768545994,666.106824925816,0.39171253434005493,0.43948960362069134,31.405846172811213,4.458456973293768
Muscle,0.6954785429631172,0.7052926098959232,0.7003855764295112,0.3344417796693283,0.6954785429631172,0.978576339637347,0.6992681575101548,0.8441194762062466,13.014836795252226,774.8189910979229,751.1780415430267,666.106824925816,0.39171253434005493,0.43948960362069134,31.405846172811213,4.458456973293768
Prank,0.6928339895806269,0.634494775578507,0.6636643825795668,0.2735138415448475,0.6928339895806269,1.2921555426166464,0.6992681575101548,0.8441194762062466,13.014836795252226,774.8189910979229,1000.4510385756677,666.106824925816,0.39171253434005493,0.43948960362069134,31.405846172811213,4.458456973293768
EINSI,0.7300858548165102,0.7229073089266779,0.7264965818715795,0.3416279718041481,0.7300858548165102,1.0328517143185014,0.6992681575101548,0.8441194762062466,13.014836795252226,774.8189910979229,794.6083086053412,666.106824925816,0.39171253434005493,0.43948960362069134,31.405846172811213,4.458456973293768
GINSI,0.7296861521462156,0.7271698377063149,0.7284279949262552,0.3471932736896712,0.7296861521462156,1.0188293806938435,0.6992681575101548,0.8441194762062466,13.014836795252226,774.8189910979229,785.3026706231454,666.106824925816,0.39171253434005493,0.43948960362069134,31.405846172811213,4.458456973293768
LINSI,0.737606099732452,0.7335106467093375,0.7355583732209119,0.35477285230579036,0.737606099732452,1.0225382066524427,0.6992681575101548,0.8441194762062466,13.014836795252226,774.8189910979229,788.272997032641,666.106824925816,0.39171253434005493,0.43948960362069134,31.405846172811213,4.458456973293768
MAFFT,0.737440461077933,0.7331171010237931,0.7352787810508882,0.3545260037938809,0.737440461077933,1.0223480646640395,0.6992681575101548,0.8441194762062466,13.014836795252226,774.8189910979229,787.3620178041543,666.106824925816,0.39171253434005493,0.43948960362069134,31.405846172811213,4.458456973293768
BPPD,0.82182474067965,0.6786920921965622,0.7502584164381193,0.3238538552103029,0.82182474067965,1.6043787198679587,0.6992681575101548,0.8441194762062466,13.014836795252226,774.8189910979229,1244.887240356083,666.106824925816,0.39171253434005493,0.43948960362069134,31.405846172811213,4.458456973293768
BPMAP,0.767011003323864,0.6798753429666238,0.7234431731452369,0.30682669642447064,0.767011003323864,1.4226156720802368,0.6992681575101548,0.8441194762062466,13.014836795252226,774.8189910979229,1119.5074183976262,666.106824925816,0.39171253434005493,0.43948960362069134,31.405846172811213,4.458456973293768
SAWA,0.7104140620961709,0.6713154297683573,0.6908647459322517,0.30479318980275244,0.7104140620961625,1.1841501214380525,0.6992681575101548,0.8441194762062466,13.014836795252226,774.8189910979229,941.240356083086,666.106824925816,0.39171253434005493,0.43948960362069134,31.405846172811213,4.458456973293768
SparsestSAWA,0.7176170364047247,0.6637446091455741,0.6906808227751441,0.30211906983617776,0.7176170364047118,1.262140296640713,0.6992681575101548,0.8441194762062466,13.014836795252226,774.8189910979229,1007.4629080118694,666.106824925816,0.39171253434005493,0.43948960362069134,31.405846172811213,4.458456973293768
